# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Rho_LSCO-0p24_H0T.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Resistivity of La(2-x)Sr(x)CuO(4) at x=0.24 and magnetic field H = 0 Tesla
#
# T (K)     rho_xx (microOhm cm) 
#
2.997421e+02	2.314193e+02
2.994497e+02	2.312812e+02
2.992004e+02	2.310702e+02
2.990065e+02	2.309421e+02
2.987846e+02	2.307604e+02
2.984784e+02	2.305153e+02
2.981974e+02	2.302906e+02
2.979962e+02	2.301238e+02
2.977841e+02	2.299136e+02
2.974886e+02	2.296435e+02
2.971936e+02	2.294270e+02
2.969849e+02	2.292295e+02
2.967946e+02	2.290721e+02
2.965941e+02	2.288981e+02
2.963984e+02	2.287187e+02
2.961971e+02	2.285434e+02
2.960065e+02	2.283827e+02
2.958075e+02	2.282242e+02
2.955909e+02	2.279992e+02
2.953930e+02	2.278576e+02
2.951989e+02	2.276481e+02
2.949986e+02	2.274902e+02
2.947863e+02	2.272976e+02
2.945895e+02	2.271340e+02
2.943940e+02	2.269679e+02
2.941877e+02	2.267424e+02
2.938869e+02	2.264882e+02
2.937063e+02	2.263167e+02
2.934712e+02	2.261175e+02
2.932061e+02	2.258895e+02
2.929982e+02	2.257091e+02
2.927978e+02	2.255262e+02
2.925998e+02	2.253488e+02
2.923929e+02	2.251659e+02
2.922017e+02	2.249988e+02
2.919995e+02	2.248179e+02
2.917962e+02	2.246273e+02
2.916035e+02	2.244556e+02
2.913880e+02	2.242536e+02
2.911918e+02	2.241086e+02
2.909839e+02	2.238938e+02
2.906957e+02	2.236309e+02
2.904868e+02	2.234574e+02
2.902995e+02	2.232974e+02
2.900782e+02	2.230982e+02
2.897932e+02	2.228404e+02
2.895845e+02	2.226524e+02
2.892818e+02	2.224116e+02
2.890977e+02	2.222363e+02
2.889043e+02	2.220669e+02
2.886813e+02	2.218559e+02
2.883862e+02	2.216058e+02
2.881929e+02	2.214468e+02
2.880023e+02	2.212980e+02
2.877936e+02	2.210789e+02
2.876019e+02	2.209092e+02
2.873934e+02	2.207166e+02
2.871869e+02	2.205602e+02
2.868903e+02	2.203036e+02
2.866971e+02	2.201026e+02
2.864859e+02	2.199148e+02
2.862829e+02	2.197490e+02
2.859886e+02	2.194565e+02
2.857932e+02	2.193411e+02
2.855981e+02	2.191342e+02
2.853892e+02	2.189577e+02
2.851925e+02	2.187964e+02
2.849904e+02	2.185911e+02
2.847934e+02	2.184346e+02
2.845936e+02	2.182583e+02
2.843961e+02	2.180609e+02
2.842015e+02	2.179172e+02
2.839850e+02	2.177320e+02
2.836967e+02	2.174729e+02
2.834915e+02	2.172996e+02
2.832962e+02	2.171050e+02
2.831016e+02	2.169376e+02
2.828884e+02	2.167345e+02
2.826909e+02	2.165610e+02
2.824912e+02	2.163886e+02
2.822831e+02	2.162456e+02
2.819844e+02	2.159807e+02
2.817912e+02	2.157937e+02
2.815912e+02	2.156288e+02
2.814009e+02	2.154536e+02
2.812003e+02	2.152793e+02
2.809915e+02	2.150913e+02
2.807985e+02	2.149318e+02
2.805839e+02	2.147142e+02
2.802881e+02	2.144821e+02
2.799932e+02	2.142031e+02
2.797796e+02	2.140126e+02
2.794837e+02	2.137445e+02
2.792003e+02	2.135231e+02
2.789974e+02	2.133721e+02
2.787930e+02	2.131593e+02
2.786012e+02	2.129805e+02
2.783866e+02	2.128174e+02
2.781917e+02	2.126600e+02
2.779969e+02	2.124765e+02
2.778020e+02	2.122758e+02
2.775822e+02	2.121199e+02
2.772856e+02	2.118455e+02
2.770904e+02	2.116804e+02
2.768850e+02	2.114842e+02
2.766888e+02	2.113336e+02
2.764883e+02	2.111515e+02
2.762987e+02	2.109989e+02
2.761077e+02	2.108292e+02
2.758880e+02	2.106300e+02
2.756945e+02	2.104501e+02
2.754951e+02	2.102906e+02
2.752803e+02	2.101013e+02
2.749925e+02	2.098570e+02
2.747916e+02	2.096919e+02
2.745735e+02	2.095001e+02
2.742816e+02	2.092379e+02
2.739879e+02	2.090000e+02
2.737936e+02	2.087676e+02
2.735932e+02	2.086473e+02
2.733946e+02	2.084973e+02
2.732003e+02	2.082884e+02
2.729763e+02	2.080973e+02
2.727057e+02	2.078558e+02
2.724841e+02	2.076573e+02
2.722899e+02	2.074871e+02
2.720927e+02	2.073381e+02
2.718978e+02	2.071738e+02
2.716980e+02	2.069906e+02
2.714821e+02	2.068003e+02
2.712932e+02	2.066306e+02
2.710978e+02	2.064678e+02
2.708784e+02	2.062838e+02
2.706086e+02	2.060390e+02
2.703906e+02	2.058362e+02
2.701922e+02	2.056653e+02
2.699946e+02	2.054963e+02
2.697908e+02	2.053246e+02
2.695962e+02	2.051763e+02
2.693964e+02	2.049881e+02
2.691978e+02	2.048189e+02
2.690058e+02	2.046380e+02
2.687802e+02	2.044556e+02
2.684996e+02	2.042118e+02
2.682943e+02	2.040319e+02
2.680898e+02	2.038498e+02
2.678916e+02	2.036872e+02
2.676931e+02	2.034943e+02
2.674916e+02	2.033512e+02
2.672919e+02	2.031524e+02
2.670874e+02	2.029680e+02
2.668872e+02	2.028047e+02
2.666880e+02	2.026246e+02
2.664929e+02	2.024771e+02
2.662976e+02	2.023005e+02
2.660807e+02	2.020788e+02
2.658065e+02	2.018493e+02
2.655848e+02	2.016944e+02
2.652906e+02	2.014101e+02
2.650868e+02	2.012715e+02
2.647950e+02	2.010274e+02
2.645985e+02	2.008567e+02
2.643962e+02	2.006595e+02
2.641958e+02	2.004758e+02
2.640002e+02	2.003321e+02
2.637949e+02	2.001248e+02
2.635795e+02	1.999604e+02
2.632929e+02	1.996871e+02
2.630925e+02	1.995332e+02
2.628996e+02	1.993971e+02
2.626827e+02	1.991961e+02
2.623970e+02	1.989485e+02
2.621987e+02	1.987477e+02
2.619861e+02	1.986055e+02
2.617887e+02	1.984078e+02
2.615954e+02	1.982425e+02
2.613928e+02	1.980896e+02
2.612094e+02	1.979294e+02
2.609978e+02	1.977225e+02
2.607837e+02	1.975921e+02
2.604919e+02	1.973185e+02
2.602929e+02	1.971292e+02
2.600943e+02	1.969572e+02
2.598931e+02	1.967880e+02
2.597030e+02	1.966183e+02
2.594871e+02	1.964176e+02
2.592872e+02	1.962846e+02
2.590887e+02	1.960945e+02
2.588941e+02	1.958986e+02
2.586861e+02	1.957661e+02
2.583891e+02	1.954953e+02
2.581992e+02	1.953570e+02
2.579869e+02	1.951442e+02
2.576973e+02	1.949053e+02
2.574962e+02	1.947269e+02
2.572897e+02	1.945960e+02
2.570764e+02	1.943883e+02
2.567998e+02	1.941331e+02
2.565900e+02	1.939662e+02
2.563896e+02	1.938095e+02
2.561944e+02	1.936383e+02
2.559966e+02	1.934890e+02
2.557991e+02	1.932949e+02
2.555832e+02	1.931012e+02
2.552897e+02	1.928312e+02
2.550943e+02	1.926709e+02
2.548993e+02	1.925160e+02
2.546947e+02	1.923948e+02
2.544936e+02	1.922009e+02
2.543003e+02	1.920157e+02
2.540920e+02	1.918523e+02
2.538093e+02	1.915843e+02
2.535853e+02	1.914271e+02
2.533981e+02	1.912781e+02
2.531989e+02	1.911041e+02
2.529959e+02	1.908878e+02
2.527800e+02	1.907421e+02
2.524926e+02	1.904942e+02
2.522895e+02	1.903010e+02
2.520783e+02	1.901487e+02
2.518008e+02	1.899291e+02
2.515840e+02	1.897306e+02
2.512864e+02	1.894628e+02
2.510954e+02	1.893115e+02
2.508913e+02	1.891118e+02
2.506989e+02	1.889678e+02
2.504968e+02	1.888038e+02
2.503024e+02	1.886196e+02
2.500984e+02	1.884481e+02
2.498975e+02	1.883029e+02
2.496786e+02	1.881164e+02
2.493831e+02	1.878950e+02
2.491057e+02	1.876262e+02
2.488917e+02	1.874242e+02
2.486986e+02	1.872739e+02
2.484910e+02	1.871111e+02
2.482968e+02	1.869498e+02
2.480926e+02	1.867834e+02
2.478957e+02	1.866033e+02
2.476996e+02	1.864428e+02
2.475065e+02	1.862759e+02
2.473118e+02	1.860978e+02
2.470942e+02	1.859124e+02
2.468925e+02	1.857618e+02
2.467007e+02	1.856013e+02
2.464866e+02	1.854145e+02
2.462881e+02	1.852474e+02
2.460953e+02	1.850772e+02
2.458927e+02	1.849070e+02
2.456930e+02	1.847419e+02
2.454845e+02	1.845802e+02
2.452977e+02	1.844082e+02
2.450877e+02	1.842316e+02
2.448842e+02	1.840615e+02
2.446004e+02	1.838383e+02
2.444025e+02	1.836816e+02
2.441976e+02	1.835038e+02
2.440015e+02	1.833247e+02
2.437866e+02	1.831438e+02
2.435822e+02	1.829909e+02
2.433871e+02	1.828197e+02
2.430925e+02	1.825494e+02
2.428851e+02	1.824131e+02
2.426936e+02	1.822345e+02
2.424847e+02	1.820396e+02
2.422866e+02	1.818712e+02
2.420908e+02	1.817191e+02
2.418998e+02	1.815566e+02
2.416862e+02	1.813938e+02
2.414884e+02	1.812368e+02
2.412843e+02	1.810473e+02
2.409900e+02	1.807966e+02
2.407945e+02	1.806501e+02
2.405990e+02	1.804638e+02
2.403997e+02	1.803148e+02
