# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Epsilon_LSCO-0p24.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Complex relative dielectric function of La(2-x)Sr(x)CuO(4) at x=0.24 versus
# energy at temperatures T = [9,15,20,30,40,50,60,75,100,150,200,250,300] Kelvin
#
# Energy (eV)	Eps1 9K	Eps2 9K	Eps1 15K	Eps2 15K	Eps1 20K	Eps2 20K	Eps1 30K	Eps2 30K	Eps1 40K	Eps2 40K	Eps1 50K	Eps2 50K	Eps1 60K	Eps2 60K	Eps1 75K	Eps2 75K	Eps1 100K	Eps2 100K	Eps1 150K	Eps2 150K	Eps1 200K	Eps2 200K	Eps1 250K	Eps2 250K	Eps1 300K	Eps2 300K
#
0.071493752	-427.45318	117.33827	-429.94965	114.36877	-435.03085	108.41267	-435.32341	107.63860	-433.37058	114.35342	-435.27006	115.02131	-428.73179	119.66534	-418.92518	146.43973	-399.44880	189.53728	-400.03082	202.87442	-357.71743	244.20172	-315.06562	280.29523	-272.43160	318.91568
0.071733043	-424.57794	116.43002	-427.60803	113.82261	-432.59438	107.99767	-432.47066	107.02081	-430.14212	113.51051	-432.51953	113.85011	-426.24884	119.22040	-416.01075	145.76570	-396.38094	187.38872	-397.67157	200.23685	-355.91511	242.32872	-313.72255	278.23218	-271.15935	315.81952
0.071972325	-421.98141	116.14915	-425.82881	112.99022	-430.91353	107.35332	-430.39453	106.64209	-427.60340	113.20104	-430.16777	113.00110	-424.40527	118.06103	-413.56632	144.95947	-392.82941	185.83086	-394.56225	197.94946	-353.81205	240.23590	-312.21780	276.16470	-269.50092	313.38705
0.072211616	-420.18054	115.43465	-424.35895	111.37000	-429.64713	105.64309	-429.06500	105.32155	-425.89375	112.19637	-428.18663	111.32426	-422.19403	116.03490	-411.31244	143.82329	-389.57172	185.25700	-391.39868	196.62349	-351.41389	238.74261	-310.84366	274.15384	-268.29065	311.50143
0.072450906	-418.42087	113.88191	-422.41703	108.67006	-427.71535	102.74260	-427.34012	102.65467	-424.01934	110.16650	-425.77158	109.34004	-419.35086	114.27316	-409.12127	142.56419	-387.39860	184.73714	-389.14638	195.60916	-349.69164	237.70721	-309.57875	272.16306	-267.64321	309.60797
0.072688952	-416.14348	111.92915	-419.24927	105.78183	-424.50468	99.822960	-424.26328	99.537842	-421.32922	107.78903	-423.02926	107.10181	-416.36480	112.27023	-407.04867	140.74268	-385.80143	183.36569	-387.50464	193.55901	-348.81247	235.95679	-308.51522	269.99100	-267.27634	307.42062
0.072928235	-413.25594	109.89697	-415.19842	103.77599	-420.49660	97.552750	-419.93106	97.157333	-417.84999	105.58402	-419.49208	104.44202	-412.61756	110.27254	-404.31372	138.16583	-383.80446	181.34064	-385.01914	191.01260	-347.54641	233.45836	-307.32923	267.42740	-266.94196	304.76834
0.073167525	-409.97760	108.31297	-411.39272	102.74932	-416.25905	95.907356	-415.54137	96.228485	-413.96316	104.02887	-414.93308	102.65440	-408.54802	109.51750	-400.44330	136.14288	-381.23963	179.35075	-381.92013	189.23915	-345.63087	231.19138	-305.62738	265.13324	-266.21430	301.94748
0.073406816	-406.73495	106.89941	-408.20691	101.43417	-411.90561	94.706200	-411.95318	95.336899	-410.13601	102.88858	-410.49732	102.11893	-405.31392	108.99547	-396.50625	135.30154	-378.41814	177.45552	-379.33643	187.70641	-343.90407	229.16582	-304.23070	263.12964	-265.36059	299.21231
0.073646098	-403.36086	105.39429	-404.48880	99.318359	-407.62294	94.271614	-408.17865	93.769783	-406.33961	101.89959	-406.79188	101.69616	-402.12318	107.53236	-393.24720	134.50183	-375.31875	175.85217	-376.88896	185.58250	-342.43612	226.70261	-303.24365	260.54346	-264.63319	296.20706
0.073885389	-399.60063	104.02374	-399.59314	98.027412	-403.87729	94.141777	-403.51425	92.683289	-402.40777	101.13143	-403.08814	100.92830	-397.87291	106.43442	-389.92338	133.40616	-372.21439	174.73282	-373.75235	183.54311	-340.48507	223.75974	-301.60472	257.52625	-263.48448	292.79559
0.074123435	-395.50730	102.98131	-394.83372	98.220390	-400.42782	93.684349	-398.70068	92.570168	-398.48816	100.81319	-398.97638	100.58935	-393.57572	106.81917	-386.25276	132.74565	-369.50303	173.78925	-370.37115	182.04166	-337.79316	221.17641	-299.29790	254.72255	-261.63035	289.44843
0.074362725	-390.30941	101.93540	-390.18158	98.088638	-395.89508	92.644806	-392.74062	92.089844	-393.76754	100.01984	-394.43901	100.69012	-390.28977	107.53542	-382.23735	132.11195	-366.41144	171.78152	-367.04392	180.78957	-334.74644	218.37901	-296.32699	251.25252	-259.22361	284.97769
0.074602015	-385.83360	105.73331	-386.23182	101.36023	-391.38755	95.352722	-388.24053	98.796715	-389.54106	103.82553	-391.08808	103.87383	-387.43626	107.90188	-378.49248	134.16281	-362.41006	173.12195	-363.64686	180.01056	-330.75724	217.83440	-290.98341	252.25148	-252.78934	284.71552
0.074841298	-385.10308	106.27231	-385.02052	101.97315	-389.58941	96.576492	-389.62453	100.00716	-389.11781	104.95684	-390.47997	104.12146	-384.81192	108.83636	-377.31022	134.88390	-361.58640	172.95479	-360.47729	179.71400	-328.92103	216.81349	-291.27174	252.60860	-251.92483	285.61267
0.075080588	-383.31545	106.39887	-383.14142	102.69934	-387.98690	97.682274	-389.32746	99.667282	-388.35248	105.08806	-388.94741	103.85105	-383.17883	109.55407	-376.08493	134.71545	-360.15276	172.14398	-357.77570	179.98975	-326.55466	215.66135	-290.84410	251.07172	-251.01347	285.26559
0.075319879	-381.67604	106.22621	-381.98953	102.83662	-387.28869	97.983917	-388.43474	98.386009	-387.67490	104.22227	-387.25015	102.84065	-382.15992	109.46036	-374.70202	133.83900	-358.80490	171.08266	-356.06064	180.51985	-324.35956	214.75713	-289.69556	249.24661	-250.39597	284.76682
0.075559162	-379.99693	105.59213	-380.74577	101.75381	-386.67414	96.692635	-386.57733	96.524147	-386.54364	102.28489	-384.72210	101.49863	-381.08441	108.22800	-372.87840	132.76471	-357.55139	169.52232	-355.46021	180.34001	-322.50094	213.98415	-288.26063	247.81749	-250.22807	284.08594
0.075797215	-378.02669	104.74672	-378.52858	100.32401	-384.82890	94.293541	-383.66677	94.977615	-384.26868	99.646812	-381.53927	100.94695	-379.12271	106.18027	-370.91609	131.84891	-356.00515	167.28201	-355.14550	178.81978	-321.08620	213.10208	-287.27020	246.52882	-250.53527	282.91461
0.076036498	-375.88980	104.04840	-375.65606	99.493088	-381.41590	92.373558	-380.35222	94.401962	-380.58715	97.448517	-378.70220	101.21480	-375.88006	104.30324	-369.10075	130.73952	-353.59076	164.70949	-354.08614	176.31697	-319.96241	211.69000	-286.61535	244.79350	-250.94756	280.91187
0.076275788	-373.90940	103.24493	-372.98994	99.249184	-377.49174	91.757782	-377.54375	94.514992	-376.27465	96.473320	-376.73799	101.52144	-371.93550	103.59331	-367.10830	129.12630	-350.19133	162.51862	-351.96951	173.61644	-318.61221	209.76816	-285.71263	242.48012	-250.78527	278.22598
0.076515079	-371.82678	101.93375	-370.77906	98.845039	-374.08067	92.063148	-375.41110	94.408379	-372.25770	96.560120	-375.27596	101.04211	-368.47821	104.16775	-364.43187	127.37544	-346.25574	161.44823	-349.00278	171.29845	-316.75847	207.56950	-284.10104	240.12512	-249.70950	275.59402
0.076754361	-369.05710	100.38687	-368.46993	97.980057	-371.42612	92.542503	-373.32026	93.726051	-368.87088	97.067406	-373.47278	99.785728	-366.22145	104.85549	-361.16175	126.19877	-342.74681	161.59192	-345.60747	169.82016	-314.25109	205.51262	-282.08062	238.29692	-248.26328	273.58865
0.076993652	-365.60530	99.476051	-365.68840	97.251183	-369.32781	92.885490	-370.78147	92.953873	-366.00185	97.790131	-370.91992	98.401024	-364.57230	104.70820	-357.91524	125.72756	-340.43202	162.22916	-342.44082	169.11487	-311.26556	204.06802	-280.27772	236.90819	-247.19536	271.85339
0.077232942	-362.21695	99.438660	-362.80503	97.002419	-367.59619	92.786346	-368.06922	92.643799	-363.70505	98.597084	-367.72252	97.302414	-362.57907	103.94640	-355.04356	125.61407	-339.22217	162.15475	-339.83434	168.68745	-308.31085	203.50546	-278.82653	235.51222	-246.25452	269.77878
0.077470988	-359.44626	99.798340	-360.21750	97.020821	-365.77689	92.040840	-365.72953	92.507286	-362.03281	99.157059	-364.14436	96.984947	-360.14528	103.44024	-352.57130	125.69997	-338.06171	161.04750	-337.61863	168.10904	-306.01398	203.51180	-277.40232	233.85733	-244.66768	267.69147
0.077710278	-357.12896	99.926964	-357.92168	97.024132	-363.34645	91.102379	-363.47461	91.831879	-360.72112	99.088295	-360.82862	97.758942	-357.83921	103.18657	-350.59593	125.83166	-336.20531	159.54497	-335.40095	167.41405	-304.46441	203.51508	-275.59097	232.26797	-242.60403	266.38474
0.077949561	-354.85373	99.977859	-355.77394	96.878021	-360.46509	90.704941	-360.56020	91.137238	-359.25319	98.305061	-358.73850	99.253029	-355.72685	102.68672	-349.11769	125.46339	-333.79256	158.32498	-333.13786	166.86382	-303.38493	203.25693	-273.64610	231.09151	-241.06494	265.88824
0.078188851	-352.73273	100.20031	-353.65063	96.653618	-357.89508	91.043129	-357.42825	91.604561	-357.22712	97.250847	-358.08807	99.859177	-353.37441	101.99476	-347.48569	124.24157	-331.28127	157.53648	-331.07133	166.55881	-302.58848	202.63692	-271.95517	230.33388	-240.46731	265.49976
0.078428142	-351.06501	100.37215	-351.53099	96.344162	-356.11720	91.282921	-355.40980	92.757248	-354.72882	96.399506	-357.54905	98.824867	-350.71152	101.59460	-345.00477	122.88525	-328.94996	157.10515	-329.41748	166.19478	-301.89269	201.61629	-270.77803	229.58302	-240.49490	264.53204
0.078667425	-349.69040	99.920525	-349.34408	95.998741	-354.67319	90.830200	-354.64397	93.033867	-352.12567	95.932663	-355.90376	97.091064	-348.23103	101.73394	-341.95112	122.20273	-326.98893	156.85516	-327.95304	165.44777	-301.11355	200.21223	-269.82458	228.56369	-240.40584	263.00250
0.078906715	-347.91329	98.863457	-347.13834	95.791000	-352.90139	89.787270	-353.80977	91.727325	-349.61419	95.533836	-353.39078	95.916939	-346.32978	101.76778	-339.08976	122.34707	-325.40727	156.38554	-326.25099	164.49776	-300.07973	198.56996	-268.80270	227.42276	-240.05321	261.29239
0.079144761	-345.50741	98.075417	-345.07677	95.596893	-350.53931	88.674774	-351.71666	89.859055	-347.04085	95.251984	-350.98207	95.296890	-344.54625	101.18724	-336.96465	122.80339	-323.87804	155.67612	-324.37126	163.91937	-298.78267	196.90746	-267.80061	226.31500	-239.63397	259.52527
0.079384051	-343.12182	97.864685	-343.07363	95.305809	-347.71728	87.879395	-348.58977	88.708458	-344.48109	95.304001	-348.92434	94.550888	-342.23404	100.40290	-335.52158	122.98576	-322.34934	154.96346	-322.94156	163.61584	-297.31983	195.22485	-266.96741	225.28793	-239.16367	257.52948
0.079623342	-341.21574	97.589828	-341.04895	94.961082	-344.78447	87.631218	-345.43557	88.481491	-342.27865	95.604065	-346.80349	93.323227	-339.57650	100.14072	-334.33466	122.45896	-321.03693	153.96829	-322.15956	162.86044	-295.64448	193.57343	-266.54147	223.84636	-238.34303	255.43169
0.079862624	-339.30758	96.708351	-338.99346	94.596703	-342.18021	87.862976	-342.81816	88.631805	-340.49402	95.656609	-343.99338	91.709641	-337.19243	100.21373	-332.76928	121.39198	-319.55790	152.35414	-321.40932	161.19684	-293.76042	192.11308	-265.88801	221.75429	-237.23967	253.50819
0.080101915	-336.72000	95.716438	-336.94201	94.264488	-340.10417	88.028305	-340.52334	88.451561	-338.72787	95.298515	-340.16624	90.619202	-335.02870	100.07272	-330.65014	120.44801	-317.24332	150.54010	-319.93301	158.94937	-291.84151	190.92871	-264.45271	219.51840	-236.12623	251.66331
0.080341205	-333.64479	95.460213	-334.89866	93.819366	-338.16358	87.726822	-337.90095	88.128769	-336.63321	94.756264	-336.02047	90.984787	-332.60245	99.907921	-328.43767	119.92054	-314.17740	149.62183	-317.53067	156.83493	-290.04569	189.87865	-262.42503	217.89816	-234.80266	249.85010
0.080580488	-330.89322	96.014175	-332.64971	93.279991	-335.86988	87.278419	-334.98587	88.464485	-334.22843	94.512619	-332.84487	92.605988	-330.02237	100.35155	-326.44823	119.39553	-311.47201	149.73523	-314.54413	155.37599	-288.31988	188.95348	-260.62261	216.83812	-233.17914	248.30717
0.080818541	-328.96540	96.767838	-330.11384	93.004211	-333.32843	87.221741	-332.63564	89.609886	-331.95193	94.711006	-331.15410	94.034187	-327.99987	101.39991	-324.43127	118.77004	-309.73525	149.94440	-311.54502	154.82108	-286.75960	188.10814	-259.20021	215.80888	-231.48402	247.33693
0.081057824	-327.61566	96.977921	-327.62344	93.337654	-331.03716	87.638054	-331.39509	90.660393	-330.08579	95.002129	-330.06921	94.455025	-326.89447	102.36242	-322.26392	118.28107	-308.43604	149.58981	-309.10021	154.82443	-285.35225	187.17435	-257.73858	214.76624	-230.23712	246.77692
0.081297114	-326.14818	96.589836	-325.72599	93.982544	-329.25817	87.964249	-330.76809	90.680222	-328.51486	95.053764	-328.71176	94.282738	-326.39245	102.62816	-320.17043	118.01496	-306.94643	148.99159	-307.34617	154.85229	-283.94969	186.13770	-256.26635	213.95305	-229.54675	246.14980
0.081536405	-324.24977	96.213860	-324.47749	94.339302	-327.67810	87.976357	-329.77960	89.801857	-326.97146	94.860443	-327.02590	94.066933	-325.94300	102.15282	-318.28365	117.74396	-305.38971	148.50340	-306.03182	154.49182	-282.49988	185.09297	-255.08091	213.29074	-229.05998	245.18774
0.081775688	-322.31673	96.238091	-323.46435	94.058197	-326.06101	87.792450	-328.05999	88.729454	-325.34523	94.553993	-325.34183	94.022514	-325.21307	101.07191	-316.47712	117.39751	-304.05847	147.97952	-304.71263	153.64305	-281.03692	183.97771	-254.20320	212.49931	-228.42553	244.01508
0.082014978	-320.77703	96.293869	-322.20719	93.248154	-324.43878	87.566772	-325.89469	87.965912	-323.69976	94.269722	-323.93655	93.884819	-323.96294	99.605919	-314.70120	117.02364	-302.84311	147.08545	-303.04311	152.62895	-279.42909	182.94016	-253.40361	211.51732	-227.59514	242.98665
0.082254268	-319.44846	95.952957	-320.48921	92.237167	-322.86868	87.118752	-323.61255	87.394386	-322.13922	93.879593	-322.63556	93.231171	-322.10555	98.151009	-312.95168	116.54694	-301.31323	145.89989	-301.12920	151.87718	-277.84169	182.11942	-252.60821	210.35223	-226.94661	242.16461
0.082492314	-317.92425	95.311340	-318.35615	91.321808	-321.13200	86.396751	-321.19902	87.035286	-320.57068	93.275429	-320.86989	92.061783	-319.86797	97.022163	-311.12423	116.01826	-299.36338	144.95544	-299.38096	151.34010	-276.49753	181.27811	-251.72487	209.04181	-226.65518	241.26219
0.082731605	-316.10825	94.706139	-315.89264	90.633736	-318.99748	85.613014	-318.78264	87.135864	-318.75617	92.423729	-318.34086	91.144585	-317.48155	96.140594	-309.19631	115.56946	-297.38612	144.38876	-297.86222	150.69199	-275.17183	180.20651	-250.68025	207.65106	-226.52700	239.95293
0.082970887	-314.18517	94.219246	-313.27025	90.436783	-316.51204	85.116409	-316.75933	87.518707	-316.52249	91.658936	-315.61474	90.948174	-314.98720	95.515030	-307.29644	115.23708	-295.67071	144.06062	-296.33020	149.77647	-273.60105	179.13722	-249.46888	206.22969	-226.12353	238.29442
0.083210178	-312.27066	93.866501	-310.92597	90.777519	-314.02904	85.137932	-315.20419	87.753113	-314.09817	91.344170	-313.22524	91.051102	-312.51490	95.264275	-305.50154	114.92157	-294.30475	143.68227	-294.49705	148.72972	-271.94944	178.30548	-248.02987	204.85310	-225.29123	236.61867
0.083449468	-310.44262	93.514175	-309.14108	91.088020	-311.90560	85.325089	-313.80264	87.514359	-311.91871	91.360718	-311.01206	91.048515	-310.31766	95.229904	-303.74654	114.51421	-293.16181	143.03873	-292.31631	147.95982	-270.46930	177.47253	-246.33506	203.64392	-224.18722	235.13885
0.083688751	-308.62048	93.059349	-307.53904	90.944809	-309.97016	85.284492	-312.14328	86.963943	-310.02710	91.195923	-308.61940	91.079544	-308.36196	95.029381	-301.91692	114.09002	-292.00539	141.94757	-290.12586	147.61412	-268.90558	176.48453	-244.43189	202.90588	-222.93955	233.90184
0.083928041	-306.64533	92.495682	-305.62581	90.619102	-307.85719	85.157143	-310.08341	86.370659	-307.94348	90.737343	-306.14940	91.642403	-306.28257	94.627113	-300.03614	113.73206	-290.41827	140.47821	-288.20476	147.55815	-267.01036	175.71190	-242.74709	202.62968	-221.59110	232.91774
0.084166087	-304.41261	92.034706	-303.47147	90.625244	-305.58659	85.300156	-307.68387	86.078506	-305.45127	90.603592	-304.14126	92.621490	-303.93020	94.411949	-298.18315	113.45065	-288.17211	139.22752	-286.62464	147.49434	-265.11588	175.39354	-241.46161	202.59409	-220.14074	232.35442
0.084405378	-302.01881	91.907257	-301.50296	90.990395	-303.45053	85.799179	-305.22321	86.320915	-303.00264	91.082886	-302.73704	93.542709	-301.58524	94.639145	-296.37777	113.18749	-285.61105	138.56084	-285.15697	147.27354	-263.53745	175.33865	-240.55028	202.46800	-218.84467	232.36426
0.084644660	-299.73707	92.135002	-299.92567	91.332001	-301.67758	86.405914	-303.14999	87.028343	-301.08481	91.881836	-301.69956	94.111092	-299.56946	95.006218	-294.58389	112.85236	-283.20467	138.52637	-283.65395	147.13182	-262.28230	175.32918	-239.68794	202.29875	-218.10920	232.80801
0.084883951	-297.74308	92.543655	-298.54203	91.405220	-300.20590	86.880089	-301.67386	87.665970	-299.68597	92.429901	-300.77961	94.374458	-297.77542	95.304359	-292.64857	112.45538	-281.30738	138.80249	-282.32360	147.04988	-261.26432	175.26834	-238.92095	202.28943	-218.08691	233.29967
0.085123241	-296.02622	92.910728	-297.07675	91.211334	-298.87710	87.157501	-300.47821	87.851257	-298.41429	92.646088	-299.94309	94.351891	-296.06821	95.535309	-290.49086	112.24857	-279.91056	138.94145	-281.17912	146.84346	-260.42121	175.08507	-238.49243	202.38539	-218.58704	233.67378
0.085362524	-294.43955	93.138824	-295.37080	90.959328	-297.56635	87.217110	-299.14407	87.685028	-297.06954	92.628998	-299.06835	93.826820	-294.37993	95.667236	-288.31444	112.41495	-278.68092	138.71774	-280.03967	146.43733	-259.63231	174.72896	-238.44675	202.36571	-219.67470	233.81984
0.085601814	-292.84305	93.256599	-293.47454	90.857033	-296.17118	87.139046	-297.52256	87.414711	-295.55541	92.491463	-297.69700	92.807076	-292.57904	95.760857	-286.39810	112.85526	-277.24418	138.24054	-278.72451	145.95073	-258.72931	174.32294	-238.62645	202.13644	-221.37410	233.41994
0.085839860	-291.17277	93.357773	-291.55720	90.979523	-294.62737	86.925720	-295.64348	87.237259	-293.85700	92.413330	-295.46992	91.884148	-290.65632	96.060303	-284.81196	113.25191	-275.52049	138.00116	-277.19607	145.58301	-257.71896	174.10667	-238.95151	201.79974	-223.38202	232.12016
0.086079150	-289.42434	93.562325	-289.72532	91.251373	-292.82225	86.769615	-293.55604	87.290977	-292.04699	92.488060	-292.64933	91.821640	-288.80692	96.661072	-283.27537	113.43349	-273.87167	137.99550	-275.54154	145.59949	-256.83138	174.31549	-239.58556	201.27968	-225.14678	229.95758
0.086318441	-287.68479	93.911026	-287.96147	91.541161	-290.79284	86.772614	-291.42383	87.763550	-290.19471	92.713898	-290.04554	92.762886	-287.18487	97.394104	-281.50459	113.64929	-272.32864	138.02715	-274.10584	146.10832	-256.54513	174.80147	-240.51158	200.36862	-226.45037	227.15115
0.086557724	-286.01464	94.402382	-286.12312	91.899612	-288.62149	87.204445	-289.50986	88.589104	-288.27704	93.136620	-288.16854	94.127449	-285.75575	98.245743	-279.61634	114.33056	-270.69524	138.18898	-273.21837	146.86824	-257.07343	175.03821	-241.54588	198.88271	-227.11197	223.90102
0.086797014	-284.40064	94.968193	-284.20018	92.559525	-286.56639	88.056198	-287.88408	89.561829	-286.37380	94.006020	-286.89823	95.475937	-284.56344	99.182434	-278.06446	115.47691	-269.03261	138.86139	-272.93116	147.62578	-258.13220	174.47629	-242.38325	196.80510	-226.98871	220.52699
0.087036304	-282.79218	95.794983	-282.36652	93.634453	-284.76958	89.335434	-286.43473	90.663933	-284.80759	95.334312	-285.96773	96.715797	-283.62060	100.15480	-277.08082	116.76253	-267.82186	140.13440	-273.26303	148.20647	-259.07691	173.02637	-242.78426	194.34940	-226.16876	217.42352
0.087275587	-281.37519	97.012177	-280.88940	95.296951	-283.43859	91.033699	-285.25404	92.188332	-283.83385	96.963036	-285.30218	98.062683	-282.90201	101.15432	-276.53803	117.88348	-267.54606	141.79028	-274.23942	148.23355	-259.46673	171.10606	-242.73267	191.62491	-225.00271	214.64534
0.087513641	-280.47304	98.683296	-280.24760	97.370895	-282.92546	93.081184	-284.79492	94.015839	-283.61344	98.630646	-285.18216	99.584709	-282.48740	102.35658	-276.19289	118.97701	-268.55229	143.14494	-275.54307	147.32657	-259.39494	169.20996	-242.07177	188.88484	-223.49442	212.15469
0.087752923	-280.46816	100.49197	-280.75372	99.360291	-283.50448	94.802986	-285.34295	95.738373	-284.20356	100.04264	-286.00000	101.04150	-282.76428	103.74271	-276.22848	120.37670	-270.60189	143.27463	-276.61501	145.38181	-259.24653	167.29675	-240.87547	186.43582	-221.53094	210.28752
0.087992214	-281.51929	101.98941	-282.33064	100.52129	-284.82209	95.678780	-286.86120	96.693893	-285.54079	100.81723	-287.86206	101.57151	-284.11424	104.78305	-277.35148	122.05544	-272.68186	141.65773	-276.93041	142.75256	-259.02059	165.10487	-239.46086	184.51280	-219.64483	209.45143
0.088231504	-283.49301	102.39819	-284.41533	100.37885	-286.42184	95.627869	-288.86527	96.410667	-287.38955	100.61198	-290.00759	100.45969	-286.37388	104.52919	-280.14440	122.67458	-273.68213	138.95076	-276.33787	139.96146	-258.40830	162.68831	-238.24610	182.94977	-218.75876	209.24597
0.088470787	-285.64935	101.31862	-286.31461	98.891663	-288.04215	94.648766	-290.69619	94.798157	-289.28433	99.051697	-291.37195	98.074783	-288.52536	102.42046	-283.55401	120.74999	-273.54368	136.17424	-275.03908	137.52585	-257.32199	160.29668	-237.29488	181.33560	-219.07826	208.49576
0.088710077	-287.15928	98.880333	-287.41356	96.271690	-289.36047	92.605385	-291.73421	92.054634	-290.43935	96.198723	-291.65413	95.224724	-289.39401	99.047470	-285.52311	116.63546	-272.86430	133.58388	-273.51015	135.52505	-255.87467	158.12807	-236.26914	179.57640	-219.51475	206.65369
0.088949367	-287.48426	95.750893	-287.31134	93.230133	-289.86199	89.729591	-291.54762	88.796928	-290.26126	92.716225	-291.10640	92.301781	-288.70262	95.547455	-285.16253	112.01229	-271.82529	130.93019	-271.98522	133.69661	-254.22983	156.21893	-235.01173	177.88237	-219.18054	204.29668
0.089187413	-286.66383	92.627502	-286.19374	90.394302	-289.26954	86.517204	-290.17626	85.705574	-288.77181	89.446709	-289.85618	89.361580	-286.97987	92.604225	-283.08417	108.24268	-270.16325	128.32468	-270.34344	131.86519	-252.48357	154.61571	-233.66605	176.45123	-218.19553	202.19212
0.089426704	-285.01013	89.841621	-284.46924	88.030632	-287.63074	83.508728	-287.99540	83.260048	-286.41200	86.821381	-287.82807	86.623055	-284.75573	90.254662	-280.28715	105.62837	-267.85768	126.22116	-268.37767	130.17784	-250.76714	153.28598	-232.46227	175.17915	-217.11030	200.47337
0.089665987	-282.81835	87.529716	-282.47661	86.020699	-285.23873	80.986549	-285.55626	81.531563	-283.63335	84.931610	-285.16895	84.414917	-282.29325	88.421158	-277.47555	104.01286	-265.36737	124.83393	-266.20249	128.88560	-249.19674	152.07202	-231.42260	173.86429	-216.16786	198.92773
0.089905277	-280.29990	85.741028	-280.23638	84.272766	-282.38407	79.196571	-283.16088	80.246658	-280.75423	83.796883	-282.19090	82.906929	-279.72429	87.054169	-275.00664	102.94543	-263.07187	123.95679	-264.08651	127.97850	-247.68807	150.84541	-230.39056	172.42697	-215.31650	197.38902
0.090144567	-277.64092	84.478905	-277.70825	82.840355	-279.45510	78.125214	-280.80109	79.214256	-278.08490	83.269569	-279.22216	82.066841	-277.14887	86.065300	-272.81521	101.97899	-261.05165	123.37802	-262.16267	127.31622	-246.11133	149.62265	-229.23228	170.86340	-214.48428	195.77750
0.090383850	-275.01603	83.715729	-274.97006	81.936523	-276.70181	77.597885	-278.41567	78.425850	-275.82539	83.116241	-276.47667	81.711044	-274.60783	85.430046	-270.62293	101.09953	-259.35561	123.00513	-260.45994	126.78669	-244.41074	148.49333	-227.80082	169.36996	-213.55202	194.03940
0.090623140	-272.57793	83.338226	-272.31117	81.641243	-274.20979	77.415924	-276.03767	77.941017	-273.96755	82.913925	-274.02084	81.663567	-272.18911	85.150414	-268.39183	100.45837	-258.03862	122.49613	-258.95966	126.21097	-242.63578	147.65286	-226.20707	168.13492	-212.32279	192.37334
0.090861186	-270.41825	83.216461	-270.06001	81.816849	-272.03733	77.518341	-273.81037	77.784767	-272.21317	82.557877	-271.85849	81.786667	-270.02575	85.144806	-266.27789	100.11031	-256.81519	121.70224	-257.50761	125.56879	-241.04419	147.03256	-224.65894	167.21848	-210.93822	190.98151
0.091100477	-268.53668	83.185928	-268.32527	82.053757	-270.22202	77.654060	-271.84352	77.810104	-270.33676	82.192764	-269.95591	82.039978	-268.15047	85.263786	-264.38184	99.907249	-255.41419	120.73909	-256.01706	124.95607	-239.65913	146.47359	-223.32391	166.45982	-209.57869	189.91476
0.091339767	-266.87172	83.112228	-266.91071	82.079895	-268.64625	77.697174	-270.13906	77.857994	-268.41949	82.125664	-268.35582	82.311920	-266.55022	85.395683	-262.67922	99.749542	-253.78365	119.82006	-254.56021	124.46208	-238.42647	145.84874	-222.17650	165.69670	-208.46752	189.03734
0.091579050	-265.31499	82.974129	-265.56663	81.917953	-267.17320	77.591988	-268.61057	77.840721	-266.79047	82.291222	-267.01818	82.481461	-265.18499	85.444298	-261.14924	99.627716	-252.00918	119.09901	-253.25873	124.05466	-237.21168	145.16411	-221.10234	164.90147	-207.58914	188.09871
0.091818340	-263.78731	82.762566	-264.20205	81.661316	-265.71314	77.433533	-267.17035	77.749199	-265.50512	82.289452	-265.84063	82.451485	-263.94028	85.276138	-259.81121	99.413910	-250.24630	118.65707	-252.16421	123.58460	-235.97072	144.51869	-220.07605	164.12643	-206.71028	187.15540
0.092057630	-262.22917	82.582405	-262.83045	81.397141	-264.22854	77.153946	-265.78000	77.621201	-264.27017	82.039536	-264.68818	82.215118	-262.64233	84.996124	-258.49790	98.954414	-248.68759	118.42393	-251.19221	122.92401	-234.77874	143.99200	-219.15568	163.32756	-205.93665	186.24814
0.092296913	-260.73850	82.533165	-261.47281	81.057053	-262.59861	76.933075	-264.45939	77.467072	-262.88776	81.662186	-263.43961	81.797020	-261.31169	84.722488	-256.96297	98.469131	-247.39550	118.14431	-250.14273	121.94852	-233.77811	143.55794	-218.30129	162.45134	-205.30446	185.28474
0.092534967	-259.41999	82.430405	-260.04888	80.681946	-260.96378	76.959381	-263.22378	77.217323	-261.39700	81.465446	-261.99616	81.336151	-260.03569	84.419724	-255.30545	98.237770	-246.19103	117.71369	-248.75531	120.98788	-233.06256	142.99945	-217.45451	161.46045	-204.74314	184.18820
0.092774250	-258.14516	82.239609	-258.53330	80.362480	-259.59049	77.197556	-261.92661	76.756546	-260.07160	81.395081	-260.34996	81.009644	-258.72809	83.940346	-253.81057	98.317406	-244.89788	117.20850	-247.22263	120.31464	-232.46419	142.10672	-216.50436	160.40869	-204.12707	182.93811
