# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Epsilon_LSCO-0p24.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Complex relative dielectric function of La(2-x)Sr(x)CuO(4) at x=0.24 versus
# energy at temperatures T = [9,15,20,30,40,50,60,75,100,150,200,250,300] Kelvin
#
# Energy (eV)	Eps1 9K	Eps2 9K	Eps1 15K	Eps2 15K	Eps1 20K	Eps2 20K	Eps1 30K	Eps2 30K	Eps1 40K	Eps2 40K	Eps1 50K	Eps2 50K	Eps1 60K	Eps2 60K	Eps1 75K	Eps2 75K	Eps1 100K	Eps2 100K	Eps1 150K	Eps2 150K	Eps1 200K	Eps2 200K	Eps1 250K	Eps2 250K	Eps1 300K	Eps2 300K
#
0.37204918	-18.311772	8.2615395	-18.276972	8.1499357	-18.290237	8.0120001	-18.293211	8.0099926	-18.353863	8.1557169	-18.364316	8.1705284	-18.222789	8.1488266	-18.237102	8.5201092	-18.015201	8.9293003	-17.821954	8.8855715	-17.424049	9.2917147	-16.974674	9.5856895	-16.805777	9.9994860
0.37253273	-18.256639	8.2424612	-18.223662	8.1399117	-18.228594	7.9906492	-18.239512	7.9954400	-18.302339	8.1396627	-18.314121	8.1526508	-18.170890	8.1314754	-18.181534	8.5009384	-17.961348	8.9041805	-17.769365	8.8653250	-17.374032	9.2649279	-16.922593	9.5626068	-16.753689	9.9742489
0.37301627	-18.201804	8.2255497	-18.172980	8.1275148	-18.166116	7.9766297	-18.185326	7.9804378	-18.248611	8.1233368	-18.261757	8.1345453	-18.117688	8.1137962	-18.125497	8.4834099	-17.908014	8.8786745	-17.717489	8.8448267	-17.320998	9.2406597	-16.872795	9.5400019	-16.704997	9.9514570
0.37348741	-18.150237	8.2108440	-18.123733	8.1160097	-18.109852	7.9687028	-18.131851	7.9678087	-18.195666	8.1088057	-18.209520	8.1191549	-18.064998	8.0984001	-18.071624	8.4694510	-17.853722	8.8537846	-17.666922	8.8252735	-17.270231	9.2219391	-16.825529	9.5188818	-16.661326	9.9279900
0.37397093	-18.099715	8.1947298	-18.075516	8.1044416	-18.058596	7.9600630	-18.078531	7.9578209	-18.141881	8.0955982	-18.157198	8.1063061	-18.011850	8.0845881	-18.019381	8.4565639	-17.794859	8.8316593	-17.615146	8.8060856	-17.223047	9.2017813	-16.779361	9.4956665	-16.617419	9.8994884
0.37444207	-18.050764	8.1782808	-18.031408	8.0929670	-18.011646	7.9502773	-18.030261	7.9498415	-18.090448	8.0839081	-18.109747	8.0953970	-17.961982	8.0729628	-17.971437	8.4446516	-17.737900	8.8173494	-17.565884	8.7902174	-17.177956	9.1804123	-16.734215	9.4710703	-16.571221	9.8702488
0.37492561	-18.000146	8.1605625	-17.989182	8.0773659	-17.964998	7.9372864	-17.985072	7.9405565	-18.039286	8.0749712	-18.064634	8.0813122	-17.913414	8.0608015	-17.925409	8.4305887	-17.685812	8.8053093	-17.519569	8.7730541	-17.131383	9.1562319	-16.685935	9.4442520	-16.521108	9.8417702
0.37539676	-17.949853	8.1450138	-17.947520	8.0580969	-17.919211	7.9254627	-17.944201	7.9295321	-17.994179	8.0674686	-18.020574	8.0658779	-17.867974	8.0500774	-17.881620	8.4146481	-17.640202	8.7932882	-17.475978	8.7530422	-17.083814	9.1325874	-16.635634	9.4199591	-16.471696	9.8170147
0.37588027	-17.899578	8.1307249	-17.901380	8.0349836	-17.875242	7.9134917	-17.904167	7.9130888	-17.952973	8.0572519	-17.975706	8.0498152	-17.825443	8.0379896	-17.836260	8.3960962	-17.597119	8.7767801	-17.429770	8.7301807	-17.033852	9.1104307	-16.583630	9.3999205	-16.423109	9.7937431
0.37636381	-17.851469	8.1172056	-17.850460	8.0144606	-17.834430	7.8983798	-17.861966	7.8931446	-17.914451	8.0421782	-17.932071	8.0318890	-17.785781	8.0218935	-17.789671	8.3779440	-17.553848	8.7579279	-17.381340	8.7068949	-16.985233	9.0907860	-16.535573	9.3826704	-16.377079	9.7690268
0.37683496	-17.806737	8.1033278	-17.800888	7.9987898	-17.795121	7.8796830	-17.817648	7.8723702	-17.876225	8.0219545	-17.888985	8.0123091	-17.746833	8.0016384	-17.744794	8.3603134	-17.511977	8.7380161	-17.332158	8.6850433	-16.940758	9.0710278	-16.493051	9.3652744	-16.331778	9.7441797
0.37731850	-17.761847	8.0879269	-17.753881	7.9848347	-17.752414	7.8560100	-17.769543	7.8541665	-17.832630	7.9979506	-17.842652	7.9910831	-17.703782	7.9778171	-17.698731	8.3417377	-17.469182	8.7159185	-17.280280	8.6658306	-16.895542	9.0483952	-16.451727	9.3437481	-16.285161	9.7187166
0.37778962	-17.718980	8.0732393	-17.711405	7.9674110	-17.705763	7.8328571	-17.724760	7.8394952	-17.785309	7.9759455	-17.795682	7.9726725	-17.658216	7.9548392	-17.653501	8.3250780	-17.427105	8.6922560	-17.231631	8.6518698	-16.849854	9.0267229	-16.410056	9.3203726	-16.240240	9.6940889
0.37827316	-17.677716	8.0569839	-17.665144	7.9466219	-17.654985	7.8126497	-17.683061	7.8230000	-17.735084	7.9577808	-17.748554	7.9547505	-17.609300	7.9327426	-17.609424	8.3098831	-17.382044	8.6662016	-17.187821	8.6382113	-16.803010	9.0054045	-16.365407	9.2970972	-16.194384	9.6661692
0.37874430	-17.638731	8.0363703	-17.616696	7.9294734	-17.606548	7.7972174	-17.643483	7.8021169	-17.688292	7.9432631	-17.703237	7.9380369	-17.560572	7.9139876	-17.570456	8.2930202	-17.335689	8.6411867	-17.149570	8.6206417	-16.758304	8.9865685	-16.322594	9.2761908	-16.146259	9.6397352
0.37922782	-17.595130	8.0124464	-17.569388	7.9169574	-17.560341	7.7813191	-17.599585	7.7782459	-17.643729	7.9289236	-17.658089	7.9220338	-17.511674	7.8976378	-17.531315	8.2712746	-17.286616	8.6160564	-17.109729	8.5969410	-16.715513	8.9664764	-16.281130	9.2535620	-16.095909	9.6155424
0.37971136	-17.547846	7.9904718	-17.528558	7.9030776	-17.515165	7.7647843	-17.552200	7.7545295	-17.601659	7.9130096	-17.615799	7.9060192	-17.465626	7.8832188	-17.489778	8.2470655	-17.235513	8.5927143	-17.066080	8.5722322	-16.674104	8.9439869	-16.239795	9.2288275	-16.046987	9.5941525
0.38018250	-17.502317	7.9729767	-17.490879	7.8835993	-17.471911	7.7488832	-17.504079	7.7347522	-17.562096	7.8968611	-17.577048	7.8872466	-17.424910	7.8692679	-17.447532	8.2243328	-17.185579	8.5750389	-17.022070	8.5485764	-16.633188	8.9190702	-16.198413	9.2040119	-16.001874	9.5734100
0.38066605	-17.459330	7.9539843	-17.448588	7.8602109	-17.429621	7.7329583	-17.456018	7.7162356	-17.523653	7.8769302	-17.536606	7.8646789	-17.386570	7.8498707	-17.404843	8.1999226	-17.139294	8.5587912	-16.976127	8.5247002	-16.588103	8.8919210	-16.155270	9.1782360	-15.956413	9.5522165
0.38113716	-17.418354	7.9337955	-17.403694	7.8388381	-17.391340	7.7146878	-17.410691	7.6995444	-17.485005	7.8529739	-17.495068	7.8406987	-17.347335	7.8266249	-17.361929	8.1740141	-17.098581	8.5407400	-16.930629	8.5018167	-16.540859	8.8677588	-16.112758	9.1537199	-15.913798	9.5330029
0.38162071	-17.376350	7.9102654	-17.357626	7.8204489	-17.351819	7.6911159	-17.365738	7.6805253	-17.440472	7.8268290	-17.449641	7.8159251	-17.303211	7.8018508	-17.314197	8.1471786	-17.057494	8.5162134	-16.883181	8.4793491	-16.492434	8.8466816	-16.069601	9.1278439	-15.874283	9.5115652
0.38209185	-17.333486	7.8854766	-17.316060	7.8032646	-17.309576	7.6656752	-17.320746	7.6626954	-17.393380	7.8059359	-17.403629	7.7939343	-17.258030	7.7801414	-17.265180	8.1259546	-17.012830	8.4908667	-16.836958	8.4591484	-16.448015	8.8282909	-16.026706	9.1021690	-15.837561	9.4854231
0.38257539	-17.286305	7.8588972	-17.275846	7.7825418	-17.262419	7.6412439	-17.275201	7.6456866	-17.348107	7.7894669	-17.356901	7.7726874	-17.213014	7.7597866	-17.218457	8.1076841	-16.964034	8.4676161	-16.790787	8.4395895	-16.405780	8.8082533	-15.981723	9.0759249	-15.796715	9.4536915
0.38305891	-17.235752	7.8362966	-17.234418	7.7584167	-17.214487	7.6193862	-17.231977	7.6308475	-17.308982	7.7708950	-17.310780	7.7524629	-17.169766	7.7374883	-17.176791	8.0878716	-16.916205	8.4484386	-16.746445	8.4207554	-16.364483	8.7855234	-15.935825	9.0501881	-15.749808	9.4203587
0.38353005	-17.188381	7.8178205	-17.191461	7.7351151	-17.168739	7.5996227	-17.194490	7.6143026	-17.272219	7.7469897	-17.266817	7.7330747	-17.125819	7.7140541	-17.137265	8.0618019	-16.874075	8.4303608	-16.705584	8.4013186	-16.323066	8.7619629	-15.890188	9.0260344	-15.698365	9.3920174
0.38401359	-17.143057	7.7975702	-17.146843	7.7112684	-17.122778	7.5790496	-17.156882	7.5908122	-17.230813	7.7185926	-17.222702	7.7135420	-17.077924	7.6922092	-17.090289	8.0321789	-16.833477	8.4060860	-16.664255	8.3781433	-16.279237	8.7376442	-15.842832	9.0037069	-15.644649	9.3686037
0.38448474	-17.098153	7.7750516	-17.102136	7.6873498	-17.078168	7.5599899	-17.115048	7.5650473	-17.186039	7.6910238	-17.181189	7.6939096	-17.032325	7.6756821	-17.038874	8.0083208	-16.789573	8.3791771	-16.621888	8.3547745	-16.235737	8.7149305	-15.798534	8.9848232	-15.594469	9.3514576
0.38496825	-17.048795	7.7537394	-17.054018	7.6647663	-17.033860	7.5398679	-17.067568	7.5434232	-17.137020	7.6642618	-17.139153	7.6720090	-16.991460	7.6593184	-16.987282	7.9900603	-16.739622	8.3547506	-16.577665	8.3318701	-16.191685	8.6930428	-15.757088	8.9650221	-15.548612	9.3355465
0.38543940	-17.001472	7.7375822	-17.007972	7.6467090	-16.991089	7.5195475	-17.024836	7.5287213	-17.086825	7.6416554	-17.097517	7.6503773	-16.955957	7.6380153	-16.941976	7.9750810	-16.691520	8.3363600	-16.535516	8.3092756	-16.150622	8.6716566	-15.718802	8.9432411	-15.508377	9.3193178
0.38592294	-16.957938	7.7209234	-16.964952	7.6276250	-16.947654	7.4981351	-16.989885	7.5101395	-17.036013	7.6247749	-17.055630	7.6291790	-16.917451	7.6090546	-16.900365	7.9570103	-16.646902	8.3180141	-16.491997	8.2842474	-16.109485	8.6474619	-15.679173	8.9174080	-15.470466	9.2980928
0.38640648	-16.916685	7.7002306	-16.923193	7.6050725	-16.904493	7.4744592	-16.956296	7.4802885	-16.991544	7.6116238	-17.016920	7.6064720	-16.872373	7.5792236	-16.859577	7.9356842	-16.604519	8.2974377	-16.446338	8.2594404	-16.067191	8.6222363	-15.636977	8.8912268	-15.431020	9.2724056
0.38687760	-16.874442	7.6769509	-16.880234	7.5810580	-16.860325	7.4494843	-16.914583	7.4455557	-16.955111	7.5947671	-16.980209	7.5777698	-16.825413	7.5542259	-16.819019	7.9126062	-16.563544	8.2759743	-16.401377	8.2371035	-16.024875	8.5962963	-15.595310	8.8661880	-15.389294	9.2479877
0.38736114	-16.827777	7.6542249	-16.834039	7.5590563	-16.811294	7.4241843	-16.862650	7.4154024	-16.918542	7.5716453	-16.936728	7.5438085	-16.779022	7.5302262	-16.776171	7.8884602	-16.521745	8.2512178	-16.356077	8.2131557	-15.978630	8.5702639	-15.552668	8.8402033	-15.347105	9.2237616
0.38783228	-16.782523	7.6355495	-16.791334	7.5388627	-16.760972	7.4039884	-16.811815	7.3938317	-16.881668	7.5477185	-16.887359	7.5125628	-16.734665	7.5052114	-16.734050	7.8635855	-16.478623	8.2241020	-16.310275	8.1906986	-15.932423	8.5488634	-15.510376	8.8131475	-15.306883	9.1978788
0.38831580	-16.739991	7.6163068	-16.749601	7.5150719	-16.711523	7.3879209	-16.765032	7.3743844	-16.845348	7.5193243	-16.833826	7.4863605	-16.686759	7.4783192	-16.688890	7.8370924	-16.429100	8.1964312	-16.263654	8.1700983	-15.888096	8.5283499	-15.463451	8.7851419	-15.262866	9.1688814
0.38878694	-16.700367	7.5929880	-16.706824	7.4887404	-16.667966	7.3734403	-16.723015	7.3521843	-16.807229	7.4830656	-16.783497	7.4647694	-16.637223	7.4550958	-16.642425	7.8121324	-16.377205	8.1758518	-16.220601	8.1497269	-15.847099	8.5073519	-15.414774	8.7628651	-15.215334	9.1419773
0.38927048	-16.656127	7.5651774	-16.659268	7.4633012	-16.627461	7.3568325	-16.678771	7.3272672	-16.756816	7.4444542	-16.734649	7.4435487	-16.587415	7.4352360	-16.593679	7.7898188	-16.327597	8.1608343	-16.176569	8.1266127	-15.805495	8.4838085	-15.367621	8.7439079	-15.164577	9.1201963
0.38975403	-16.606435	7.5389700	-16.611560	7.4401460	-16.588702	7.3348684	-16.633511	7.3022547	-16.698805	7.4162936	-16.687297	7.4215178	-16.541904	7.4177217	-16.547535	7.7706118	-16.284879	8.1460590	-16.130559	8.1044140	-15.762845	8.4593229	-15.324800	8.7268524	-15.117350	9.1017904
0.39022514	-16.556419	7.5185471	-16.566335	7.4180994	-16.548209	7.3111262	-16.589317	7.2767949	-16.647327	7.3979950	-16.641501	7.3999338	-16.502431	7.3966446	-16.506971	7.7499142	-16.247033	8.1261530	-16.086558	8.0850306	-15.720700	8.4358902	-15.287629	8.7062807	-15.074779	9.0837069
0.39070868	-16.508007	7.5003982	-16.520328	7.3942924	-16.505138	7.2879763	-16.542452	7.2495265	-16.603465	7.3753610	-16.594903	7.3765726	-16.460933	7.3688173	-16.465375	7.7229009	-16.205239	8.1005402	-16.044345	8.0638657	-15.677432	8.4101477	-15.248039	8.6807528	-15.032387	9.0629072
0.39117983	-16.463907	7.4828453	-16.474543	7.3712182	-16.464905	7.2650151	-16.494497	7.2232828	-16.560093	7.3459396	-16.548905	7.3542004	-16.415382	7.3399701	-16.419803	7.6954279	-16.159102	8.0771618	-16.003397	8.0399094	-15.632861	8.3858356	-15.205976	8.6562119	-14.990017	9.0427332
0.39166337	-16.420864	7.4630036	-16.427453	7.3478031	-16.424509	7.2372847	-16.443987	7.1987896	-16.508653	7.3139462	-16.502263	7.3307672	-16.364894	7.3129921	-16.369817	7.6708012	-16.111285	8.0587025	-15.958251	8.0132093	-15.586585	8.3625746	-15.162292	8.6327534	-14.947238	9.0227432
0.39213449	-16.379482	7.4407406	-16.381554	7.3246083	-16.381509	7.2054973	-16.396034	7.1765881	-16.453922	7.2879333	-16.457055	7.3077192	-16.315756	7.2898631	-16.322784	7.6513405	-16.069589	8.0425100	-15.910366	7.9886589	-15.542063	8.3414049	-15.120802	8.6106138	-14.906819	9.0022602
0.39261803	-16.335081	7.4145503	-16.333295	7.2997494	-16.330739	7.1742487	-16.348117	7.1520734	-16.399145	7.2647686	-16.410866	7.2816358	-16.267232	7.2659631	-16.279397	7.6296673	-16.030223	8.0205870	-15.859620	7.9673448	-15.497267	8.3192854	-15.079008	8.5861645	-14.864456	8.9790602
0.39310157	-16.286115	7.3874903	-16.282834	7.2768326	-16.277014	7.1467628	-16.298662	7.1270742	-16.345667	7.2418523	-16.361974	7.2536912	-16.218880	7.2409983	-16.236800	7.6037302	-15.987386	7.9958830	-15.809915	7.9492354	-15.452069	8.2986603	-15.035626	8.5614958	-14.818694	8.9571657
0.39357272	-16.234453	7.3649673	-16.234786	7.2578712	-16.224443	7.1234760	-16.250166	7.1044235	-16.293299	7.2207985	-16.310652	7.2275600	-16.170622	7.2143555	-16.192402	7.5740824	-15.942687	7.9740305	-15.763472	7.9342418	-15.409931	8.2793369	-14.992813	8.5379505	-14.773829	8.9415207
0.39405623	-16.181959	7.3470511	-16.188938	7.2363348	-16.171545	7.1010542	-16.202113	7.0791984	-16.239985	7.1990213	-16.256782	7.2054229	-16.117015	7.1862888	-16.140482	7.5431213	-15.897764	7.9538059	-15.719445	7.9204612	-15.368406	8.2573099	-14.948141	8.5126162	-14.733596	8.9263039
0.39452738	-16.134500	7.3320255	-16.143286	7.2120256	-16.120479	7.0803900	-16.153191	7.0505481	-16.186835	7.1784353	-16.207244	7.1850572	-16.060746	7.1626310	-16.084530	7.5175142	-15.856081	7.9342442	-15.680812	7.9054027	-15.326603	8.2337360	-14.901768	8.4901505	-14.697383	8.9082298
0.39501092	-16.089265	7.3150048	-16.092636	7.1865211	-16.068429	7.0589890	-16.096164	7.0203705	-16.131060	7.1593857	-16.157902	7.1619024	-16.002598	7.1432710	-16.026339	7.4990492	-15.814284	7.9114709	-15.643000	7.8854542	-15.280760	8.2097626	-14.854482	8.4705954	-14.659186	8.8860588
0.39548203	-16.045715	7.2962236	-16.040999	7.1654363	-16.017155	7.0397401	-16.034789	6.9984393	-16.078185	7.1467891	-16.107882	7.1365352	-15.948138	7.1286139	-15.974900	7.4877596	-15.771432	7.8878326	-15.604418	7.8624310	-15.234432	8.1903095	-14.810753	8.4535904	-14.619066	8.8652706
0.39596558	-16.000634	7.2763090	-15.990090	7.1459246	-15.965847	7.0209498	-15.974763	6.9856687	-16.031350	7.1331272	-16.052272	7.1112647	-15.896447	7.1151857	-15.930791	7.4740887	-15.725566	7.8654308	-15.561753	7.8379426	-15.189861	8.1741495	-14.768394	8.4358339	-14.578195	8.8456650
0.39644912	-15.955762	7.2542024	-15.941452	7.1250892	-15.916024	7.0014205	-15.924509	6.9754658	-15.986843	7.1102324	-15.994743	7.0902634	-15.849017	7.1006694	-15.889305	7.4523158	-15.680542	7.8436441	-15.517199	7.8143311	-15.150444	8.1567621	-14.727299	8.4178867	-14.538518	8.8258286
0.39692026	-15.910086	7.2297845	-15.893495	7.1001697	-15.867745	6.9795475	-15.882075	6.9554858	-15.936260	7.0825582	-15.940894	7.0722585	-15.805343	7.0808415	-15.844134	7.4249005	-15.636440	7.8207235	-15.473187	7.7917151	-15.113723	8.1342154	-14.688835	8.3991337	-14.499844	8.8069220
0.39740378	-15.858252	7.2021246	-15.838406	7.0702767	-15.815627	6.9528031	-15.832396	6.9228401	-15.877750	7.0589209	-15.887911	7.0502653	-15.756711	7.0513887	-15.790767	7.3966846	-15.587902	7.7966499	-15.426624	7.7676125	-15.071958	8.1060476	-14.649125	8.3766203	-14.460804	8.7875643
0.39787492	-15.801374	7.1776614	-15.776185	7.0409932	-15.758014	6.9200964	-15.770933	6.8844638	-15.821673	7.0357633	-15.831916	7.0188832	-15.698694	7.0165377	-15.735144	7.3708172	-15.538447	7.7789884	-15.378761	7.7459922	-15.025149	8.0790367	-14.607636	8.3549166	-14.423698	8.7707434
0.39835846	-15.738739	7.1552277	-15.701456	7.0084963	-15.679856	6.8734212	-15.685130	6.8302526	-15.752430	6.9895768	-15.752974	6.9684000	-15.620245	6.9702768	-15.670783	7.3344507	-15.491579	7.7644682	-15.328959	7.7251143	-14.973743	8.0547218	-14.564823	8.3350468	-14.389206	8.7525034
0.39882961	-15.657978	7.1209002	-15.571079	6.9367189	-15.510659	6.7672772	-15.477521	6.6912303	-15.571435	6.8581171	-15.571470	6.8511047	-15.451199	6.8614092	-15.538804	7.2417855	-15.452089	7.7539225	-15.273763	7.6992292	-14.917253	8.0271168	-14.523684	8.3147755	-14.354248	8.7271309
0.39921394	-15.617056	7.1432190	-15.518426	7.0023489	-15.447456	6.8620596	-15.404282	6.8178115	-15.500427	6.9628949	-15.504683	6.9565873	-15.386918	6.9572949	-15.478938	7.3063560	-15.420508	7.7388802	-15.236798	7.6972823	-14.880162	8.0259285	-14.490973	8.3004379	-14.321777	8.7075443
0.40399972	-15.245351	7.0169349	-15.212734	6.9243946	-15.183726	6.8158388	-15.188647	6.8060131	-15.252511	6.9272923	-15.257589	6.9211903	-15.128241	6.9125886	-15.173124	7.2207279	-15.003724	7.5542073	-14.841522	7.5293736	-14.494426	7.8509760	-14.097144	8.1052055	-13.933415	8.5001783
0.40883505	-14.831495	6.8578243	-14.802350	6.7710309	-14.775019	6.6669950	-14.782522	6.6594305	-14.844245	6.7763987	-14.849168	6.7699990	-14.722197	6.7614970	-14.764991	7.0565085	-14.595019	7.3740163	-14.437311	7.3510542	-14.097950	7.6643181	-13.708540	7.9126534	-13.555051	8.2994623
0.41373238	-14.423555	6.7012048	-14.396368	6.6179557	-14.369509	6.5180116	-14.377524	6.5117588	-14.438329	6.6248293	-14.442676	6.6183662	-14.318817	6.6099324	-14.360989	6.8932047	-14.193826	7.1977100	-14.039510	7.1767483	-13.708267	7.4816060	-13.327050	7.7243743	-13.182757	8.1031466
0.41869172	-14.022936	6.5469394	-13.996583	6.4668598	-13.970079	6.3707867	-13.978130	6.3659468	-14.038146	6.4748549	-14.042140	6.4684763	-13.921330	6.4600782	-13.963226	6.7322626	-13.799913	7.0254893	-13.649211	7.0055609	-13.325736	7.3024511	-12.952563	7.5406451	-12.817287	7.9100304
0.42370066	-13.630161	6.3967829	-13.604485	6.3191800	-13.578291	6.2267890	-13.586533	6.2229338	-13.645408	6.3280697	-13.649162	6.3213754	-13.531358	6.3130026	-13.572949	6.5749936	-13.414400	6.8575892	-13.266414	6.8389292	-12.950760	7.1281295	-12.586233	7.3613124	-12.458299	7.7219505
0.42878398	-13.244190	6.2488732	-13.218658	6.1737595	-13.192853	6.0849700	-13.201056	6.0818954	-13.258896	6.1834583	-13.262082	6.1766868	-13.147161	6.1682611	-13.188834	6.4207134	-13.035132	6.6926489	-12.889992	6.6752524	-12.582082	6.9568419	-12.225581	7.1854753	-12.105333	7.5370994
0.43391687	-12.865986	6.1047277	-12.840612	6.0320048	-12.815275	5.9462919	-12.823272	5.9438381	-12.880088	6.0419683	-12.882925	6.0352650	-12.770765	6.0271587	-12.812714	6.2697325	-12.663416	6.5320511	-12.520984	6.5157089	-12.220590	6.7902031	-11.872247	7.0144763	-11.759119	7.3566198
0.43911177	-12.495110	5.9634414	-12.469783	5.8929372	-12.444667	5.8104339	-12.452359	5.8089075	-12.508145	5.9037323	-12.510741	5.8967414	-12.401626	5.8887339	-12.443235	6.1222548	-12.298682	6.3751593	-12.158790	6.3600874	-11.865993	6.6272821	-11.525748	6.8476596	-11.419032	7.1802063
0.44436869	-12.131008	5.8253345	-12.105665	5.7573133	-12.080944	5.6776028	-12.088640	5.6767592	-12.143398	5.7684026	-12.145516	5.7613754	-12.039214	5.7533183	-12.080731	5.9779191	-11.940759	6.2221088	-11.803507	6.2078395	-11.517742	6.4683352	-11.185929	6.6847000	-11.085084	7.0076699
0.44968757	-11.773877	5.6903815	-11.748902	5.6246128	-11.724227	5.5477266	-11.731829	5.5474601	-11.785619	5.6360874	-11.787360	5.6286902	-11.683728	5.6208968	-11.724973	5.8372264	-11.589738	6.0723667	-11.454685	6.0592914	-11.176124	6.3133988	-10.852523	6.5256224	-10.757071	6.8390851
0.45508084	-11.422840	5.5581512	-11.398128	5.4940934	-11.373637	5.4203897	-11.381128	5.4206538	-11.433934	5.5059853	-11.435028	5.4987955	-11.334236	5.4910016	-11.375417	5.6987610	-11.244328	5.9259505	-11.111707	5.9137130	-10.840363	6.1615653	-10.524718	6.3698688	-10.434251	6.6739116
0.46052369	-11.079311	5.4291587	-11.054487	5.3672032	-11.030578	5.2960925	-11.037953	5.2968526	-11.089491	5.3795509	-11.090396	5.3721323	-10.992156	5.3645234	-11.032719	5.5644431	-10.906311	5.7833128	-10.775754	5.7722940	-10.511517	6.0140152	-10.203699	6.2183843	-10.117867	6.5132170
0.46604097	-10.741569	5.3030524	-10.716997	5.2430081	-10.693329	5.1744976	-10.700594	5.1757274	-10.751291	5.2554860	-10.751649	5.2479386	-10.656065	5.2405891	-10.696341	5.4328671	-10.573895	5.6439552	-10.445716	5.6338887	-10.188447	5.8695011	-9.8881762	6.0705070	-9.8067820	6.3560057
0.47162020	-10.410570	5.1799884	-10.386164	5.1217084	-10.362771	5.0557060	-10.369934	5.0573840	-10.419514	5.1344671	-10.419335	5.1267829	-10.326540	5.1197963	-10.366359	5.3042922	-10.247956	5.5079994	-10.121910	5.4989319	-9.8713255	5.7287412	-9.5789523	5.9263816	-9.5014411	6.2025065
0.47727385	-10.085476	5.0594888	-10.061099	5.0027914	-10.038016	4.9395442	-10.045096	4.9416566	-10.093687	5.0159316	-10.092922	5.0083890	-10.003015	5.0011883	-10.041956	5.1785688	-9.9276029	5.3752103	-9.8037131	5.3670230	-9.5597663	5.5911231	-9.2752049	5.7853656	-9.2009844	6.0523682
0.48298949	-9.7667320	4.9417095	-9.7422655	4.8870621	-9.7197685	4.8260155	-9.7268360	4.8285918	-9.7742556	4.9003577	-9.7731093	4.8927555	-9.6855540	4.8856177	-9.7238528	5.0560393	-9.6135427	5.2456055	-9.4916579	5.2383871	-9.2541160	5.4570913	-8.9772235	5.6478934	-8.9060038	5.9063277
0.48877952	-9.4534440	4.8267136	-9.4293211	4.7737150	-9.4070637	4.7151351	-9.4141835	4.7178984	-9.4605682	4.7870421	-9.4589100	4.7795739	-9.3738322	4.7726002	-9.4112979	4.9362011	-9.3047936	5.1191411	-9.1849047	5.1127353	-8.9537902	5.3261890	-8.6843968	5.5138106	-8.6162299	5.7634196
0.49463153	-9.1464515	4.7146068	-9.1224192	4.6632829	-9.1007148	4.6069942	-9.1076688	4.6100674	-9.1528557	4.6768756	-9.1508510	4.6693354	-9.0682988	4.6625743	-9.1047917	4.8198452	-9.0021277	4.9958911	-8.8840479	4.9906363	-8.6592122	5.1988845	-8.3974387	5.3832235	-8.3316266	5.6244526
0.50055790	-8.8448988	4.6050911	-8.8210494	4.5554233	-8.7998563	4.5012994	-8.8067778	4.5047650	-8.8509061	4.5691457	-8.8484084	4.5616908	-8.7683758	4.5548620	-8.8040606	4.7058868	-8.7046717	4.8757982	-8.5886930	4.8714724	-8.3699194	5.0747843	-8.1154939	5.2556815	-8.0520750	5.4886189
0.50654632	-8.5493547	4.4986606	-8.5257199	4.4505792	-8.5050421	4.3985276	-8.5120115	4.4021564	-8.5549448	4.4643836	-8.5520370	4.4567666	-8.4742833	4.4502640	-8.5089679	4.5951691	-8.4131736	4.7589288	-8.2991214	4.7555408	-8.0863907	4.9540730	-7.8389435	5.1319494	-7.7775308	5.3566246
0.51260912	-8.2594062	4.3947349	-8.2359625	4.3481359	-8.2158009	4.2980704	-8.2226772	4.3020158	-8.2645994	4.3620491	-8.2609979	4.3545599	-8.1858705	4.3481250	-8.2193848	4.4872971	-8.1268840	4.6452417	-8.0147820	4.6426606	-7.8079766	4.8364606	-7.5677140	5.0113335	-7.5078674	5.2279849
0.51874626	-7.9747886	4.2933898	-7.9515047	4.2484207	-7.9318260	4.2002268	-7.9387399	4.2043214	-7.9795724	4.2621942	-7.9755084	4.2549648	-7.9027750	4.2484446	-7.9352097	4.3821855	-7.8460736	4.5343957	-7.7357234	4.5325780	-7.5346812	4.7219424	-7.3014663	4.8938189	-7.2428944	5.1028047
0.52497023	-7.6949216	4.1941242	-7.6719681	4.1505799	-7.6527693	4.1044254	-7.6596044	4.1088233	-7.6993197	4.1646042	-7.6949109	4.1574302	-7.6244009	4.1509638	-7.6557981	4.2792640	-7.5698164	4.4258289	-7.4611335	4.4250650	-7.2659291	4.6099167	-7.0397170	4.7788715	-6.9822827	4.9803419
0.53125620	-7.4205379	4.0977650	-7.3978235	4.0557270	-7.3793048	4.0111990	-7.3862327	4.0157895	-7.4248184	4.0695558	-7.4199187	4.0625229	-7.3517003	4.0561891	-7.3818465	4.1793509	-7.2988190	4.3206625	-7.1920090	4.3207092	-7.0023382	4.5012355	-6.7830883	4.6671557	-6.7264576	4.8613672
