obsid,name,mjd_start,exposure_s
5020180431,PSR_B0833-45,59787.6571759259,713.0
5020180432,PSR_B0833-45,59788.8212152778,1238.0
5020180433,PSR_B0833-45,59789.0104166667,1686.0
5020180434,PSR_B0833-45,59790.0425925926,314.0
5020180435,PSR_B0833-45,59793.4659722222,121.0
5020180436,PSR_B0833-45,59794.0460648148,3195.0
5020180437,PSR_B0833-45,59814.9043981481,97.0
5020180438,PSR_B0833-45,59818.3184953704,12.0
5020180439,PSR_B0833-45,59819.0285300926,38.0
5020180440,PSR_B0833-45,59820.6375,371.538889050484
5020180441,PSR_B0833-45,59821.5421643518,525.0
5020180442,PSR_B0833-45,59822.3793981482,38.5390241742134
5020180443,PSR_B0833-45,59824.4446296296,186.539131999016
5020180444,PSR_B0833-45,59827.0884027778,619.0
5020180445,PSR_B0833-45,59828.3781828704,611.0
5020180446,PSR_B0833-45,59833.1517708333,65.0
5020180447,PSR_B0833-45,59834.1832986111,119.0
5020180448,PSR_B0833-45,59835.5377199074,648.0
5020180449,PSR_B0833-45,59836.0539930556,1744.0
5020180450,PSR_B0833-45,59839.4715277778,509.0
5020180451,PSR_B0833-45,59850.8956018519,72.0
5020180452,PSR_B0833-45,59851.1534722222,86.0
5020180453,PSR_B0833-45,59857.3569675926,0.0
5020180454,PSR_B0833-45,59859.357662037,0.0
5020180455,PSR_B0833-45,59864.3717592593,216.0
5020180456,PSR_B0833-45,59871.48125,180.0
5020180457,PSR_B0833-45,59913.3141203704,0.0
5020180458,PSR_B0833-45,59914.3462962963,556.0
5020180459,PSR_B0833-45,59917.0597106482,529.0
5020180460,PSR_B0833-45,59919.0585648148,476.538183867931
5020180461,PSR_B0833-45,59922.1516203704,334.0
5020180462,PSR_B0833-45,59938.274537037,1022.0
5020180463,PSR_B0833-45,59972.7585648148,531.0
5020180464,PSR_B0833-45,59973.4078703704,959.0
5020180465,PSR_B0833-45,59994.4147106481,666.0
6020180401,PSR_B0833-45,60053.8770833333,0.0
6020180402,PSR_B0833-45,60055.6775578704,129.0
6020180403,PSR_B0833-45,60055.999537037,403.0
6020180404,PSR_B0833-45,60057.0298611111,0.0
6020180405,PSR_B0833-45,60058.1946643519,33.0
6020180406,PSR_B0833-45,60065.1157407407,161.0
6020180407,PSR_B0833-45,60088.2046296296,1054.99012815952
6020180408,PSR_B0833-45,60089.5490740741,0.0
6020180409,PSR_B0833-45,60090.3203703704,299.0
6020180410,PSR_B0833-45,60091.0307407407,645.0
6020180411,PSR_B0833-45,60092.0011921296,1155.99419867992
6020180412,PSR_B0833-45,60118.7824074074,0.539255619049072
6020180413,PSR_B0833-45,60121.2328703704,48.3867114186287
6020180414,PSR_B0833-45,60123.815150463,0.0
6020180415,PSR_B0833-45,60124.0086689815,264.617481231689
6020180416,PSR_B0833-45,60125.819212963,0.0
6020180417,PSR_B0833-45,60126.012962963,486.0
6020180418,PSR_B0833-45,60129.9417361111,273.0
6020180419,PSR_B0833-45,60135.9613425926,0.0
6020180420,PSR_B0833-45,60145.1681597222,47.5392673015594
6020180421,PSR_B0833-45,60146.200775463,0.0
6020180422,PSR_B0833-45,60147.0395833333,0.0
6020180423,PSR_B0833-45,60148.0722222222,0.0
6020180424,PSR_B0833-45,60149.0400462963,0.0
6020180425,PSR_B0833-45,60209.1266203704,317.0
6020180426,PSR_B0833-45,60216.5564930556,0.0
6020180427,PSR_B0833-45,60223.2736111111,400.0
6020180428,PSR_B0833-45,60224.3696759259,62.0
6020180429,PSR_B0833-45,60253.6784375,0.0
6020180430,PSR_B0833-45,60254.0008796296,0.0
6020180431,PSR_B0833-45,60255.356712963,0.0
6020180432,PSR_B0833-45,60255.9985763889,0.0
6020180433,PSR_B0833-45,60257.2236111111,1.07833755016327
6020180434,PSR_B0833-45,60258.0638310185,0.0
6020180435,PSR_B0833-45,60259.0316666667,321.0
6020180436,PSR_B0833-45,60259.9965277778,0.0
6020180437,PSR_B0833-45,60261.0298611111,0.0
6020180438,PSR_B0833-45,60262.0012847222,0.0
6020180439,PSR_B0833-45,60263.2969907407,0.0
6020180440,PSR_B0833-45,60274.8525925926,0.0
6020180441,PSR_B0833-45,60278.3344907407,0.0
6020180442,PSR_B0833-45,60280.7090277778,470.238637506962
6020180443,PSR_B0833-45,60281.0314814815,4499.23862826824
6020180444,PSR_B0833-45,60282.0094791667,1804.0
6020180445,PSR_B0833-45,60289.9301388889,44.0
6020180446,PSR_B0833-45,60295.9298611111,271.23847335577
6020180447,PSR_B0833-45,60299.0229050926,1162.0
6020180448,PSR_B0833-45,60301.0867939815,271.0
6020180449,PSR_B0833-45,60336.605787037,1624.23835039139
6020180450,PSR_B0833-45,60347.5643518519,1423.0
6020180451,PSR_B0833-45,60353.243287037,971.078253090382
6020180452,PSR_B0833-45,60360.2095717593,3638.0
7020180401,PSR_B0833-45,60412.8208680556,421.0
7020180402,PSR_B0833-45,60413.1425925926,444.539186418056
7020180403,PSR_B0833-45,60414.0428240741,514.0
7020180404,PSR_B0833-45,60415.4001273148,70.0
7020180405,PSR_B0833-45,60416.0451388889,2.0
7020180406,PSR_B0833-45,60417.0136342593,288.0
7020180407,PSR_B0833-45,60418.0465277778,0.0
7020180408,PSR_B0833-45,60420.2384375,0.0
7020180409,PSR_B0833-45,60421.6571643519,0.0
7020180410,PSR_B0833-45,60422.4956134259,114.0
7020180411,PSR_B0833-45,60426.1708449074,0.0
7020180412,PSR_B0833-45,60442.4946759259,1181.0
7020180413,PSR_B0833-45,60445.0125,1234.0
7020180414,PSR_B0833-45,60446.8798611111,1078.0
7020180415,PSR_B0833-45,60450.989837963,1.07832473516464
7020180416,PSR_B0833-45,60452.0213078704,0.0
7020180417,PSR_B0833-45,60452.9849537037,0.0
7020180418,PSR_B0833-45,60486.0930555556,511.228323698044
7020180419,PSR_B0833-45,60487.0034722222,54.0
7020180420,PSR_B0833-45,60490.6104166667,1.61743229627609
7020180421,PSR_B0833-45,60509.1943981481,1.61738735437393
7020180422,PSR_B0833-45,60510.0338425926,1.61754864454269
7020180423,PSR_B0833-45,60511.000462963,0.53906375169754
7020180424,PSR_B0833-45,60512.0298611111,813.998861312866
7020180425,PSR_B0833-45,60513.0011574074,698.0
7020180426,PSR_B0833-45,60514.0333333333,0.0
7020180427,PSR_B0833-45,60570.831712963,217.0
7020180428,PSR_B0833-45,60572.9604166667,175.0
7020180429,PSR_B0833-45,60574.8328703704,648.0
7020180430,PSR_B0833-45,60584.7270833333,0.0
7020180431,PSR_B0833-45,60585.0435185185,0.0
7020180432,PSR_B0833-45,60586.0115740741,0.0
7020180433,PSR_B0833-45,60587.0439814815,0.0
7020180434,PSR_B0833-45,60615.0608796296,0.0
7020180435,PSR_B0833-45,60616.0277777778,0.0
7020180436,PSR_B0833-45,60616.9946759259,0.0
7020180437,PSR_B0833-45,60618.0259259259,0.0
7020180438,PSR_B0833-45,60622.2835648148,0.0
7020180439,PSR_B0833-45,60626.4156481481,0.0
7020180440,PSR_B0833-45,60638.2233796296,0.0
7020180441,PSR_B0833-45,60640.9837962963,0.0
7020180442,PSR_B0833-45,60641.0483796296,0.0
7020180443,PSR_B0833-45,60642.1459027778,0.0
7020180444,PSR_B0833-45,60643.2439814815,0.0
7020180445,PSR_B0833-45,60644.1525462963,0.0
7020180446,PSR_B0833-45,60645.0574074074,0.0
7020180447,PSR_B0833-45,60646.1548611111,0.0
7020180448,PSR_B0833-45,60647.0578703704,0.0
7020180449,PSR_B0833-45,60650.71875,0.0
7020180450,PSR_B0833-45,60659.1673611111,0.0
7020180451,PSR_B0833-45,60698.3423611111,412.0
7020180452,PSR_B0833-45,60698.9944444444,0.0
7020180453,PSR_B0833-45,60700.3474537037,217.0
7020180454,PSR_B0833-45,60704.3287037037,236.0
7020180455,PSR_B0833-45,60707.5524421296,958.0
7020180456,PSR_B0833-45,60708.0044907407,299.0
7020180457,PSR_B0833-45,60719.1683796296,0.0
7020180458,PSR_B0833-45,60720.265150463,383.0
7020180459,PSR_B0833-45,60722.3415046296,545.0
8020180401,PSR_B0833-45,60772.8715277778,0.0
8020180402,PSR_B0833-45,60773.4543981481,0.0
8020180403,PSR_B0833-45,60784.6821759259,0.0
8020180404,PSR_B0833-45,60785.0030092593,0.0
8020180405,PSR_B0833-45,60786.034525463,0.0
8020180406,PSR_B0833-45,60787.0023611111,0.0
8020180407,PSR_B0833-45,60788.1707175926,0.0
8020180408,PSR_B0833-45,60807.34375,0.0
8020180409,PSR_B0833-45,60808.2456018518,0.0
8020180410,PSR_B0833-45,60812.3673611111,0.0
8020180411,PSR_B0833-45,60813.0127314815,0.0
8020180412,PSR_B0833-45,60814.1675925926,0.0
8020180413,PSR_B0833-45,60815.0097453704,0.0
8020180414,PSR_B0833-45,60816.0406018519,0.0
8020180415,PSR_B0833-45,60817.0096296296,0.0
