id,sdid,gpstime,sd1500,multiEye,sd_gpsnanotime,sd_theta,sd_dtheta,sd_phi,sd_dphi,sd_energy,sd_denergy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_n19,sd_dn19,sd_n68,sd_dn68,sd_nbstat,sd_geondf,sd_geochi2,sd_exposure
41144495300,744980,766801765,1,0,919151000,75.1,0.2,-70.5,0.1,21.599,1.434,332.7,-24.9,284.8,-63.2,-9776.7,8,-5662,20.1,-6.8,467499.5,6093519.8,1393.2,3.7,0.2,3.8,0.2,21,18,9.3,4.51
41208145400,755840,767356666,1,0,325072000,66.8,0.2,-146.6,0.2,5.831,0.678,325.4,18.1,221.1,-39.8,-799.9,30.1,-11039.7,26.5,-21.1,476484.4,6088168,1378.9,1.1,0.1,1.1,0.1,15,12,4.44,4.93
41267377400,763760,767867386,1,0,829164000,75.9,0.1,-43.2,0.1,6.85,0.837,270.5,-70.2,27.3,-43.1,-6583.1,24.3,-14500.8,23.1,-26.7,470713.4,6084694.5,1373.3,1.3,0.1,1.3,0.1,22,19,7.71,5.29
41387410700,781330,768904519,1,0,438410000,65.7,0.4,149.8,0.3,4.752,0.636,20.6,38.6,243.2,7.9,-10692.1,117.2,-26022.1,69.9,-77.1,466635.9,6073169.8,1322.9,0.9,0.1,0.9,0.1,8,5,0.95,6.07
41474258900,796190,769650601,1,0,532454000,64,0.2,113.9,0.2,11.363,1.212,206.5,51.1,149.4,24.7,-2569,12.3,-4954.4,15.1,-5.9,474701,6094245.1,1394.1,2,0.2,2.1,0.2,14,11,10.99,6.68
41624812600,819410,770952138,1,0,17464000,70.9,0.1,-177.3,0.1,10.571,0.724,241.1,21.3,135.4,-13,-9682.1,30.7,-12512.6,24.8,-21.4,467611.3,6086673.7,1378.6,1.9,0.1,1.9,0.1,19,16,4.99,7.76
41733702700,841560,771891439,1,0,394881000,79.4,0.1,-31.8,0.2,4.226,0.647,1.2,-8.4,275.6,-32,-361.8,28.9,-13979.7,22.8,-28.6,476929.6,6085230.9,1371.4,0.8,0.1,0.8,0.1,19,16,10.1,8.62
41807370900,856500,772532921,1,0,122795000,60.1,0.4,-142.4,0.4,4.55,0.569,340.4,-1.8,254.1,-46.1,-17496.9,109.5,-11488.2,119.7,-19.7,459798.6,6087677.7,1380.3,0.8,0.1,0.9,0.1,7,4,0.38,9.22
41891318200,869910,773249994,1,0,939464000,61.4,0.2,-102.8,0.3,7.545,0.608,312.9,-36.6,333.6,-77.3,-10662,113.9,-23970.8,69.9,-68,466660.8,6075220,1332,1.3,0.1,1.4,0.1,13,10,3.08,9.85
41904378600,871900,773366998,1,0,199128000,72.9,0.2,155,0.2,4.695,0.537,235.9,53.4,159.1,9.2,-10082.7,60.8,-15324.6,29.5,-29.9,467218,6083862.4,1370.1,0.9,0.1,0.9,0.1,12,9,4.73,9.95
41942273700,878600,773691549,1,0,709755000,71.8,0.2,92.8,0.2,4.379,0.605,186.5,39.2,133.2,36.5,2491,13.9,-4091.4,9.8,-14,479755.7,6095120.4,1386,0.8,0.1,0.8,0.1,11,8,5.28,10.24
43413787200,1099160,786407484,1,0,286138000,71.8,0.2,95.1,0.2,4.58,0.646,94.3,-18.8,338.6,36.3,-16077.6,36.6,-14079.9,52.3,-32.4,461223.6,6085091.2,1367.6,0.9,0.1,0.9,0.1,14,11,3.43,13.58
43430759000,1102610,786550002,1,0,974109000,72.4,0.2,148.5,0.2,5.233,0.7,233.4,59.2,163.3,13.4,2355.8,36.9,-14206.1,34.3,-35.2,479646.1,6085011.5,1364.8,1,0.1,1,0.1,13,10,8.21,13.77
43478222900,1112260,786970241,1,0,380675000,61.2,0.3,-90.8,0.3,5.718,0.675,304.4,-33.5,2.2,-83.5,-29583,81.7,14473.7,178.3,94.7,447654.6,6113593.4,1494.7,1,0.1,1.1,0.1,8,5,37,14.31
43483254300,1112900,787006955,1,0,776457000,69.2,0.1,129.5,0.1,26.208,1.649,55.8,4.8,289.2,22.6,-14844,39.6,-24216.7,46.2,-72.1,462482,6074963.6,1327.9,4.5,0.3,4.5,0.3,27,24,10.84,14.36
43491143600,1114290,787072248,1,0,715310000,60.1,0.3,23.8,0.3,7.929,0.751,38.2,-10.4,294.5,-0.1,-2943.5,80.9,-19319.3,57.4,-48.3,474362.9,6079888,1351.7,1.3,0.1,1.5,0.1,10,7,5.93,14.44
43526530900,1121090,787385321,1,0,534464000,69.4,0.2,-107.7,0.1,16.837,1.124,318.4,-44.6,341.5,-68.6,-27883.4,22.7,6462.7,68.6,53,449373.3,6105591.6,1453,3,0.2,3,0.2,16,13,16.23,14.89
43574624300,1130990,787798255,1,0,323563000,60.6,0.3,-164.3,0.3,4.623,0.615,19.1,-46,322.8,-28.4,-10028,56.1,-10475.9,66.6,-13.4,467260.5,6088708.3,1386.6,0.8,0.1,0.9,0.1,8,5,1.5,15.52
50011537100,1145780,788631383,1,0,325484000,74.3,0.2,126.9,0.2,5.72,0.85,44.6,52.6,235.3,28.2,-744.5,39.6,-19627.8,38.4,-48.7,476561.4,6079585.2,1351.3,1.1,0.2,1.1,0.2,16,13,4.87,16.36
50293654200,1191340,791071754,1,0,502084000,71.4,0.2,-150.1,0.2,5.067,0.69,6.5,-29.5,301.4,-34.7,-15528.1,52.3,-18575,70.3,-47.9,461784.1,6080600.2,1352.1,1,0.1,1,0.1,13,10,1.96,19.43
50304235900,1192840,791163971,1,0,893235000,66.7,0.2,64.7,0.2,8.752,0.799,180.6,-3.3,83.6,26.7,-11494.2,29.7,-3898,32.2,2.6,465778.6,6095278.4,1402.6,1.6,0.1,1.6,0.1,10,7,7,19.57
50374513300,1201670,791771545,1,0,573326000,72.5,0.1,10.1,0.2,4.639,0.684,238.3,36.3,146,-2.2,-1908.2,51.1,-18590.4,17.1,-44.7,475395.8,6080619.2,1355.3,0.9,0.1,0.9,0.1,15,12,14.7,20.32
50475895200,1216710,792649364,1,0,360862000,62.4,0.2,34.5,0.2,6.745,1.009,297.8,71.1,191.2,8.3,3998,41.1,-11357.7,29.8,-29.2,481280.1,6087862.3,1370.8,1.2,0.2,1.3,0.2,11,8,2.76,21.52
50615863700,1231220,793858649,1,0,534751000,60.3,0.3,85.6,0.3,4.708,0.573,209.9,60.8,160.3,24.9,6010,32.2,-6235.5,39.6,-24,483278.1,6092986.4,1376,0.8,0.1,0.9,0.1,11,8,2.67,22.76
50685058401,1241370,794455396,1,0,894114000,61.2,0.2,33.3,0.3,8.468,0.714,263.5,64.5,176.9,6.6,-11881.1,85.6,-23412.8,95.8,-65.9,465441,6075774.5,1334.1,1.5,0.1,1.6,0.1,11,8,4.43,23.44
50824270100,1265310,795657113,1,0,575995000,61,0.3,-54.5,0.4,4.232,0.474,307.5,3.1,201.9,-59.4,-7489.3,52.5,-8901.4,70.4,-10.5,469793.7,6090288.2,1389.5,0.7,0.1,0.8,0.1,6,3,1.23,25.09
50828410300,1266030,795698515,1,0,702192000,62.2,0.2,46.6,0.3,4.772,0.644,67,-25.4,322.1,14.8,-12081,45.9,-4189.4,45,2.8,465192.9,6094985.7,1402.8,0.9,0.1,0.9,0.1,10,7,5.79,25.16
50832928600,1266600,795730098,1,0,162032000,70.6,0.2,-92.8,0.2,4.587,0.563,316,-16.7,244.8,-74,-14792.6,80.5,-20916.1,61.1,-57.8,462525.1,6078262.4,1342.2,0.9,0.1,0.9,0.1,13,10,4.68,25.21
51040324800,1295180,797518460,1,0,592678000,61,0.4,18.8,0.4,4.24,0.515,146.6,-63.8,23.1,-2.8,7917.1,116,-16764.9,41.6,-49.5,485210.4,6082468.2,1350.5,0.7,0.1,0.8,0.1,6,3,2.91,25.9
51356066800,1365150,800254280,1,0,73564000,61.6,0.3,-34.3,0.3,4.813,0.62,358.4,-44.5,319.6,-42.8,-21480,149,-22281.5,104.2,-71.7,455845.2,6076881,1328.3,0.9,0.1,0.9,0.1,6,3,0.27,28.65
51357922500,1366140,800272837,1,0,888715000,76.8,0.2,-129.7,0.2,5.274,0.719,310.2,14.3,203.5,-48,20012.4,48.5,-1757.7,51.6,-65,497260.6,6097496.7,1335,1,0.1,1,0.1,15,12,1.61,28.68
51363814200,1366990,800318154,1,0,260083000,79.2,0.2,78.8,0.2,5.147,0.882,174.2,58.7,159.4,42.8,8971.3,52,-21718.5,41.5,-61.9,486276.5,6077520.3,1338.1,0.9,0.2,1,0.2,13,10,2.51,28.76
51525130300,1415960,801713715,1,0,426250000,62.6,0.2,156.2,0.3,4.862,0.704,247.2,50,160.8,1.5,-10161.1,115,-22941.3,50.6,-62.2,467158.8,6076250.1,1337.8,0.9,0.1,0.9,0.1,11,8,4.17,30.77
51541443400,1420260,801849646,1,0,69850000,65.6,0.2,27.1,0.2,5.948,0.628,214.5,15.8,117.7,5.7,3949.1,27,-6457.3,13.9,-19.1,481218.9,6092759.5,1380.9,1.1,0.1,1.1,0.1,12,9,2.7,31.03
51587424500,1432390,802255057,1,0,604484000,77.2,0.1,-36,0.1,48.59,2.656,238.6,-51.1,57.7,-36.6,-14994.2,16.9,-14916.8,12.5,-33.8,462308.5,6084257.6,1366.2,7.8,0.4,8.2,0.4,52,49,31.9,31.75
51593427000,1433290,802301482,1,0,169635000,77.2,0.2,-101.1,0.1,4.342,0.658,312.7,-50.5,357.7,-65.4,-13013,51.4,-22124.9,30.3,-62,464306.6,6077058.8,1338,0.8,0.1,0.8,0.1,15,12,5.08,31.84
51628230700,1442230,802608719,1,0,214084000,68.1,0.2,-45,0.2,6.959,0.817,256.1,-27.6,91,-48.7,6616.9,19.6,-3857.7,19.6,-22.3,483878.6,6095364.3,1377.7,1.3,0.1,1.3,0.1,15,12,4.61,32.25
51687264300,1450640,803117455,1,0,208266000,71.3,0.2,-51.8,0.2,5.029,0.632,260.8,-43.3,66.1,-52.4,-18970.4,85.1,16314.2,73.5,47.8,458256,6115459.5,1447.8,1,0.1,0.9,0.1,8,5,2.27,33.05
51710215300,1454050,803306165,1,0,952089000,67.7,0.1,77.2,0.2,19.341,1.177,150.7,-25.3,42.4,31.2,-14485.5,60.3,-20618,37.4,-55.5,462831.2,6078561.1,1344.5,3.4,0.2,3.4,0.2,20,17,13.29,33.44
51716000300,1455060,803364015,1,0,613836000,69.3,0.2,179.4,0.2,4.217,0.685,310.5,51.3,197.7,-11.3,13981.7,27.1,-4243.2,56.8,-41.8,491239.8,6094997.5,1358.2,0.8,0.1,0.8,0.1,10,7,68.22,33.52
51720600100,1455680,803396413,1,0,378756000,68.1,0.2,115.9,0.2,6.099,0.874,128.8,-34.9,18.3,27.7,-31704.1,87.6,8045,103,53.6,445550.9,6107163.3,1453.6,1.1,0.2,1.1,0.2,11,8,1.53,33.58
51866998300,1482780,804669995,1,0,759963000,71.7,0.2,-51.5,0.2,5.167,0.713,259.4,-39.2,73,-52,-10960.8,25.9,-1815.7,29.5,7,466306.5,6097360.8,1407,1,0.1,1,0.1,13,10,2.86,35.04
51957165800,1488150,805449270,1,0,135689000,63,0.2,76.7,0.3,7.861,0.792,104.5,-34,355.8,26.5,-29904.7,36.4,9520.4,146.7,64.8,447345.6,6108642.4,1464.8,1.4,0.1,1.4,0.1,12,9,3.91,35.42
52154518400,1531130,807150796,1,0,665776000,63.9,0.3,-63,0.2,7.131,0.666,314.1,-50.5,355.8,-65.1,-25911.5,86.3,9161,93.3,68.2,451337.2,6108293.3,1468.2,1.3,0.1,1.3,0.1,11,8,1.97,38.29
52173288700,1534300,807311299,1,0,153764000,72.4,0.2,-12.8,0.2,4.2,0.576,15.4,-10.6,284.7,-20.3,-16247.1,80.5,-23953.1,35.9,-72.6,461079.1,6075223.6,1327.4,0.8,0.1,0.8,0.1,15,12,13.99,38.63
52228149800,1550320,807791910,1,0,322194000,72.9,0.1,74,0.1,12.481,1.012,166.1,-7.9,69.1,35.5,9030.9,32,-17901.5,32.3,-55.1,486326.4,6081335.2,1344.9,2.2,0.2,2.2,0.2,21,18,7.1,39.57
52336341900,1570570,808724231,1,0,886186000,72.7,0.2,165.4,0.2,6.157,0.784,32,4.9,278.1,1.4,-7516.6,80,-21061.8,21.9,-53.8,469797,6078135.1,1346.2,1.1,0.1,1.1,0.1,16,13,12.04,41.33
52391242100,1580020,809191633,1,0,861539000,60.5,0.3,120.1,0.4,5.927,0.51,198.9,15.6,110.9,19.3,-14470.6,86.4,-15630.4,134,-36.2,462833.6,6083545.7,1363.8,1,0.1,1.1,0.1,7,4,1.94,42.3
52471430900,1598500,809884721,1,0,570794000,60.9,0.3,132.4,0.4,4.184,0.602,206.1,18.7,116.8,14.2,5458.1,94.2,-17447.3,90.8,-45.6,482754.7,6081780.1,1354.4,0.7,0.1,0.8,0.1,7,4,0.96,43.7
52535593100,1615210,810444743,1,0,187544000,66.1,0.3,134.4,0.3,4.078,0.621,52.5,0.1,291.9,17.4,-24323.4,106.8,16249.1,105.8,84.8,452906.5,6115381,1484.8,0.8,0.1,0.8,0.1,8,5,1.84,44.54
52615338900,1632500,811133401,1,0,561728000,77.3,0.1,64,0.1,7.212,0.764,114.4,-26.1,3.3,36.1,20711.4,20.4,-484.8,31.8,-65.6,497956,6098770.6,1334.4,1.3,0.1,1.3,0.1,23,20,3.9,45.81
52621256200,1633490,811178974,1,0,387518000,71.3,0.1,-175.6,0.2,8.174,0.796,218,-22.3,84.8,-14.2,-13457.5,83.7,-26589.6,50.4,-81.2,463873.6,6072595.7,1318.8,1.5,0.1,1.5,0.1,15,12,6.08,45.9
52681378600,1644130,811698598,1,0,277532000,74.5,0.1,-96.8,0.1,9.643,0.986,303.5,-47.8,11.7,-69.3,-12501.2,18.1,-6938.4,25.6,-7.1,464779.8,6092237.4,1392.9,1.7,0.2,1.8,0.2,21,18,6.15,46.93
52702915200,1650410,811886764,1,0,328446000,73.2,0.1,-158.3,0.1,6.017,0.792,262.9,22.4,150.9,-27.1,19071.6,27.4,-279.6,38.9,-57.9,496316.7,6098971.5,1342.1,1.1,0.1,1.1,0.1,16,13,2.92,47.34
52771989800,1669750,812482310,1,0,114769000,71.7,0.2,-1.9,0.2,4.206,0.688,22.3,-5.5,283,-11.9,-10175.4,101.1,-26367,35.5,-79.1,467153.1,6072826.5,1320.9,0.8,0.1,0.8,0.1,10,7,4.96,48.62
52778407700,1672450,812546489,1,0,276589000,74.9,0.2,-7.5,0.1,9.883,1.243,308.9,48,197,-14.7,-20699.7,64,-23678.8,41.5,-75.9,456628.5,6075486.5,1324.1,1.8,0.2,1.8,0.2,17,14,7.02,48.75
52854411500,1695170,813197727,1,0,571462000,63.8,0.3,163.8,0.4,4.327,0.569,17.5,21.7,256.6,-2.9,15313.1,54.1,-5786.6,103.9,-48.6,492574.3,6093458.4,1351.4,0.8,0.1,0.8,0.1,6,3,2.52,50.19
52965294300,1714960,814156955,1,0,647763000,69.6,0.2,31.1,0.2,6.513,0.646,178.5,-31.2,58.9,11.2,8836.7,34.6,-7624.9,23.3,-33.3,486106.5,6091605,1366.7,1.2,0.1,1.2,0.1,15,12,6.51,52.07
52982002500,1718520,814296837,1,0,308400000,70.6,0.2,52,0.2,11.473,0.996,49.7,23.3,268.1,24.6,-6760.1,54.1,-24132.9,48.2,-65.6,470560.8,6075067.8,1334.4,2.1,0.2,2.1,0.2,18,15,11.02,52.36
53100432600,1758320,815317938,1,0,319592000,74.2,0.1,-58.2,0.1,9.17,0.78,341.6,-26.5,290.8,-55.6,-10055.2,11.9,-5067.8,19,-2.3,467219.7,6094113,1397.7,1.7,0.1,1.7,0.1,19,16,9.72,54.6
53102017800,1758720,815333790,1,0,325892000,66.9,0.2,14.2,0.2,4.777,0.535,40.7,-19.9,304,-2.4,-24529.4,83.8,13493.3,76.7,81.6,452707.6,6112626.4,1481.6,0.9,0.1,0.9,0.1,13,10,4.58,54.63
53153733600,1773380,815782948,1,0,462925000,77.6,0.2,-70.7,0.2,4.376,0.62,270.5,-27.1,95.3,-61.2,13462,33.7,-4185.1,43.4,-41.4,490720.3,6095054.3,1358.6,0.8,0.1,0.8,0.1,12,9,1.05,55.59
53163855700,1775700,815870569,1,0,809097000,65.8,0.3,-36.3,0.2,4.226,0.537,249.5,-55,51.7,-42.7,-26227.9,91.4,13608.2,104.8,87.4,451009.8,6112736.9,1487.4,0.8,0.1,0.8,0.1,14,11,4.64,55.79
53165202700,1776030,815884039,1,0,142435000,65.7,0.2,-57.9,0.2,4.415,0.525,274.1,-14.2,122.6,-60.2,-1287.2,73.3,-22375.6,69.1,-60.6,476025.9,6076837.8,1339.4,0.8,0.1,0.8,0.1,13,10,4.72,55.82
53194784500,1782260,816139057,1,0,243497000,60.9,0.2,92.2,0.3,8.542,0.78,112.1,-36.5,3.2,25.6,4299.9,83.9,-17427.5,46.8,-45.8,481597.2,6081796.9,1354.2,1.5,0.1,1.6,0.1,12,9,2.94,56.37
53201771500,1783620,816195327,1,0,967060000,60,0.3,55.5,0.3,6.008,0.721,43.5,17.7,271.3,17.1,-10008,118.5,-24072.9,102,-66.9,467314.7,6075119.6,1333.1,1,0.1,1.1,0.1,7,4,1.76,56.49
53446503200,1850950,818316244,1,0,632672000,63.4,0.2,161.7,0.3,5.019,0.636,177.3,-51,43.6,-1.6,7938.5,46.8,-11814.8,49.8,-37.3,485219.4,6087415.4,1362.7,0.9,0.1,0.9,0.1,11,8,4.06,61.14
53556166301,1874350,819263275,1,0,561962000,65.4,0.2,132.7,0.2,4.618,0.505,172.4,-27.2,58.1,17.8,-15180,88,-27405.1,93.9,-86.1,462154.2,6071776.4,1313.9,0.9,0.1,0.9,0.1,13,10,9.78,63.24
53608370000,1888610,819717312,1,0,678764000,67,0.2,-44.4,0.3,5.874,0.673,349,-24.6,290.1,-48.7,-5608.2,43.3,-9342,42.5,-13.2,471674.7,6089852.6,1386.8,1.1,0.1,1.1,0.1,10,7,3.79,64.36
53634477000,1895350,819937582,1,0,104170000,64.9,0.2,-10.4,0.2,12.447,1.07,235.9,-4,110,-22.2,-9981.6,72.8,-21028,23.4,-53.5,467333.4,6078162.7,1346.5,2.2,0.2,2.2,0.2,17,14,3,64.87
60031076000,1906950,820335573,1,0,35982000,68.9,0.2,81.4,0.2,5.66,0.684,58.6,25.9,268.3,33.1,-32888.4,19.4,7447.8,115.1,59.9,444368.9,6106563.4,1459.9,1.1,0.1,1.1,0.1,10,7,3.92,65.48
60111274600,1925150,821028759,1,0,252000000,64.2,0.3,-172.1,0.3,4.772,0.617,315,41.3,202.5,-20.6,-10980.6,35.1,-5110.7,59.9,-0.9,466294.9,6094067.7,1399.1,0.9,0.1,0.9,0.1,10,7,4.12,66.73
60171183800,1933270,821546251,1,0,660162000,63.1,0.2,-23,0.2,22.402,1.346,7.1,-73.8,355.4,-33.1,-22136.9,57.6,19210.1,77.5,59.5,455084.3,6118345.7,1459.5,3.8,0.2,3.9,0.2,21,18,9.18,67.48
60361222200,1977420,823188235,1,0,185887000,61.1,0.4,15.7,0.3,4.061,0.569,82.5,-62.1,355.1,-4.9,-34567.9,154.1,6090.2,181.8,70.7,442693.9,6105202.5,1470.7,0.7,0.1,0.8,0.1,9,6,1.35,70.84
60367338800,1980000,823249401,1,0,899006000,63.2,0.3,-51.4,0.3,4.492,0.639,340.6,-24.2,286.5,-56.1,-11917.4,66.5,-18650.3,79.4,-45.8,465392.8,6080534,1354.2,0.8,0.1,0.9,0.1,9,6,1.8,70.98
60414475400,1990300,823652767,1,0,703422000,77.8,0.1,103.2,0.1,10.49,1.103,157.6,-8.6,61,41,13628.3,26,-9217.3,25.5,-45.3,490899.2,6090025.7,1354.7,1.9,0.2,1.9,0.2,21,18,8.64,71.94
60506672500,2010760,824452338,1,0,134757000,61.8,0.3,-110.4,0.3,6.968,0.627,283.2,-35.2,72.4,-71.4,6838,69.3,-16284.8,73.4,-46.3,484130.8,6082945.3,1353.7,1.2,0.1,1.3,0.1,11,8,4.09,73.63
60510475200,2011400,824476765,1,0,687705000,63.1,0.3,-48.9,0.3,5.979,0.508,303.2,-63,12.7,-54.1,-18028.6,98.9,-17217,113.3,-44.8,459281.7,6081951.1,1355.2,1.1,0.1,1.1,0.1,8,5,1.4,73.69
60512042800,2011810,824492441,1,0,906606000,67,0.2,-26.6,0.3,4.413,0.58,236.1,-40.4,70.7,-34.2,-18412,84,-12930.7,59.1,-28.6,458887.8,6086233.8,1371.4,0.8,0.1,0.8,0.1,10,7,1.86,73.73
60526549600,2017650,824623909,1,0,777463000,66.8,0.2,42.1,0.3,4.379,0.598,15.5,61.8,220.8,16,-30330.6,107.5,1204.5,106.9,57.4,446940.8,6100330.4,1457.4,0.8,0.1,0.8,0.1,12,9,4.92,74.04
60590346600,2040960,825166679,1,0,543331000,70.4,0.1,-26.5,0.1,12.151,1.029,317.3,-84.5,11.2,-32.5,-6487.7,22.7,-9030.6,11.8,-11.2,470795,6090161.6,1388.8,2.2,0.2,2.2,0.2,20,17,9.82,75.32
60624278600,2053650,825465199,1,0,980663000,66,0.2,167.9,0.2,7.968,0.822,156.2,-63.6,27,-4.5,-14304.1,94.5,-19930.6,45.5,-52.4,463010.8,6079248.5,1347.6,1.5,0.1,1.5,0.1,14,11,4.69,76.06
60682742900,2073370,825968242,1,0,139599000,71.9,0.2,-161.7,0.2,4.386,0.68,19,-32,307.5,-25,-20209.1,43.6,-11942.9,74.3,-26,457089.3,6087216.5,1374,0.8,0.1,0.8,0.1,14,11,4.35,77.29
60698196700,2077020,826109180,1,0,228893000,70.7,0.2,175,0.2,5.041,0.468,297.7,55.6,189.9,-7.1,-28634.3,42.8,9512.2,86,63.6,448615.2,6108637.4,1463.6,1,0.1,0.9,0.1,14,11,2.76,77.63
60704780900,2078340,826161422,1,0,150273000,68.6,0.1,14,0.2,12.462,1.255,285.2,60.1,184.1,-1.5,396,12.3,-4649.2,3.7,-10.4,477663.4,6094557.6,1389.6,2.2,0.2,2.2,0.2,14,11,6.13,77.76
60743181800,2086560,826491031,1,0,724841000,70.3,0.2,30.1,0.2,4.325,0.541,207.4,13.6,112.7,11,-11063.3,33.2,-7076.2,49.1,-5.2,466217.3,6092103.3,1394.8,0.8,0.1,0.8,0.1,14,11,9.8,78.51
60778048300,2094080,826798896,1,0,340006000,65.1,0.2,-54.4,0.2,9.205,0.708,314.4,-58.4,1.7,-57.7,-27715.7,83.8,10553.8,78.9,72.8,449530.6,6109680.6,1472.8,1.7,0.1,1.7,0.1,13,10,4.77,79.23
60782838400,2094910,826833197,1,0,900971000,72.4,0.2,-65.8,0.2,6.295,0.686,292.2,-1.3,169.4,-62.2,-17752.9,46.6,-22402.4,70.2,-65.3,459570.3,6076769.6,1334.7,1.2,0.1,1.2,0.1,18,15,12.34,79.31
60793744400,2097270,826928657,1,0,294634000,60.7,0.2,94.9,0.3,7.467,0.633,180.1,-6.5,80.3,25.3,-11236.6,19.4,-5230.5,52.4,0.2,466039.4,6093947.4,1400.2,1.3,0.1,1.4,0.1,13,10,7.97,79.53
60808563600,2102370,827063249,1,0,134943000,64.2,0.3,96.7,0.3,6.129,0.666,58,14.5,280.5,28.6,-22153.1,142.1,24608.9,122.8,19.2,455054.5,6123741.1,1419.2,1.1,0.1,1.1,0.1,6,3,2.1,79.85
60835264400,2110950,827289457,1,0,591159000,75.6,0.3,103.1,0.2,5.976,0.523,183.8,41.8,136.1,38.8,-388.7,79.2,-24390.8,46.1,-65.2,476929,6074826,1334.8,1.1,0.1,1.1,0.1,12,9,2.59,80.37
60841528400,2113190,827338497,1,0,226714000,66.1,0.2,-170.1,0.3,6.805,0.767,13.7,-9.1,282.4,-21.2,-28172.3,98.3,12647.1,116.8,84.5,449069,6111771.5,1484.5,1.3,0.1,1.3,0.1,13,10,30.88,80.49
60876898100,2127460,827651394,1,0,819117000,69,0.2,-33.9,0.2,7.177,0.583,3.2,-41.2,315.3,-39.2,5277.8,47.3,-18841,47.6,-51.3,482578,6080386.7,1348.7,1.3,0.1,1.3,0.1,15,12,8.11,81.22
60880675800,2128450,827675571,1,0,168715000,68.4,0.2,65.1,0.2,9.111,0.972,101.7,-31,352.2,28.5,-4591.3,60.3,-22396.9,39.9,-59.5,472723.9,6076808.2,1340.5,1.7,0.2,1.7,0.2,17,14,7.92,81.27
60910981300,2139400,827937826,1,0,145459000,69.8,0.1,-61.9,0.1,31.039,1.827,270.4,-27.1,95.3,-61.1,-6410.1,11.1,-8876,16,-10.9,470872.2,6090316.3,1389.1,5.3,0.3,5.3,0.3,31,28,21.07,81.91
60934955500,2148960,828150368,1,0,737186000,72.6,0.2,-80.1,0.2,4.893,0.708,325.2,-31.4,300.7,-70.1,-17278.8,66,-22602.4,77.2,-67.3,460044.6,6076570.8,1332.7,0.9,0.1,0.9,0.1,12,9,1.56,82.42
60953418400,2158670,828307797,1,0,251191000,76.3,0.1,-113.3,0.1,9.498,1.01,335.7,-40.3,317.3,-59.9,-22861.6,23.4,18124.7,46.6,64.5,454362.7,6117259.1,1464.5,1.7,0.2,1.7,0.2,24,21,11.5,82.79
60973034700,2164220,828476760,1,0,188724000,63.4,0.4,-39.8,0.3,4.484,0.611,280.8,10.7,160.3,-46.5,-29900.7,135.4,10448.7,141.2,69.8,447347.2,6109570.1,1469.8,0.8,0.1,0.8,0.1,9,6,3.92,83.2
61053741500,2180740,829175028,1,0,810221000,71.5,0.2,54.3,0.2,6.491,0.888,203.5,50.8,148.8,26.5,-11349.7,26.2,-15.8,29.4,7.3,465913.2,6099158.6,1407.3,1.2,0.2,1.2,0.2,11,8,1.26,84.83
61090107200,2187960,829484285,1,0,372336000,62.1,0.3,176.8,0.4,4.847,0.372,8.9,15.4,257.6,-13.2,-6971,39.7,-4652.7,43,-1.5,470301,6094535.6,1398.5,0.9,0.1,0.9,0.1,7,4,1.47,85.55
61125621400,2197470,829798627,1,0,59433000,63.8,0.3,87.8,0.3,4.334,0.548,50.3,85.1,198.2,28.5,-6540.8,53.3,-10554.6,41.4,-15.2,470745.8,6088638.4,1384.8,0.8,0.1,0.8,0.1,8,5,3.26,86.26
61165916300,2212750,830147176,1,0,172543000,66,0.2,160.5,0.2,6.34,0.745,240.6,43.5,152.9,0.8,-29042.6,71.5,2497.6,102,55.8,448224.8,6101626,1455.8,1.2,0.1,1.2,0.1,13,10,6.51,87.05
61192148900,2222050,830368702,1,0,654268000,64.7,0.3,-66,0.3,4.792,0.581,293.1,-6.2,166.9,-67.1,-3113,28.9,-8428.6,31.9,-13.1,474166.1,6090771.7,1386.9,0.9,0.1,0.9,0.1,11,8,2.14,87.46
61197836800,2225060,830425581,1,0,533037000,64.6,0.2,46.7,0.3,8.354,0.68,79.4,-33.3,335.9,16.8,1745.7,32.9,-9699.5,33.5,-22,479025,6089513.8,1378,1.5,0.1,1.5,0.1,13,10,6.19,87.58
61228287400,2235960,830689287,1,0,808461000,79.4,0.3,2.2,0.2,4.691,0.828,173,-57.3,37.4,-4.3,-20783.6,35.7,3230.7,84.9,27.4,456476.9,6102379.4,1427.4,0.9,0.1,0.9,0.1,8,5,1.06,88.04
61258106700,2245780,830946680,1,0,699612000,75.6,0.1,-167.9,0.1,6.658,0.638,343.8,33.5,227.9,-18,-11332.5,57,-25475.3,42.3,-74.2,465994.5,6073714.7,1325.8,1.2,0.1,1.2,0.1,23,20,81.21,88.67
61302177200,2254210,831319385,1,0,55968000,67.1,0.1,-57.1,0.1,37.808,2.222,293.5,2.6,174.3,-58.9,-23197.1,54.3,21196.2,43.9,50.7,454019.6,6120327.9,1450.7,6.4,0.4,6.4,0.4,29,26,9.57,89.57
61317811300,2257560,831462126,1,0,522248000,77.8,0.5,-74.4,0.2,4.462,0.828,272.3,-29.3,90.9,-63,-30767.3,76.7,12165.3,105.8,80.6,446476.8,6111283.5,1480.6,0.8,0.1,0.8,0.1,11,8,1.84,89.91
