burst_id,mjd_topo,snr
B10933,60521.80478115,24.5
B10936,60521.80519675,42.1
B10938,60521.80532145,42.8
B10939,60521.80534225,21.1
B10943,60521.80575685,45.4
B10944,60521.80575694,23.5
B10945,60521.80575719,43
B10949,60521.80602836,22.1
B10950,60521.80625765,69.5
B10951,60521.80625791,21.2
B10952,60521.80632003,59.3
B10954,60521.80674218,23.9
B10955,60521.80677811,26.9
B10958,60521.80698585,25.1
B10960,60521.80745281,26.4
B10965,60521.80776744,89.3
B10966,60521.8084827,78.8
B10970,60521.80935402,46.4
B10972,60521.80936539,21.8
B10976,60521.80964921,96.5
B10977,60521.80964962,37.9
B10978,60521.80980382,41.3
B10979,60521.80985638,22.4
B10983,60521.81043603,101.1
B10984,60521.81043638,109.7
B10986,60521.81084537,24.2
B10988,60521.81144067,32.8
B10989,60521.81144172,40.4
B10990,60521.81150769,60
B10991,60521.81183299,71.6
B10992,60521.8118897,60.7
B10993,60521.81189065,21.2
B10996,60521.81217066,84.7
B11001,60521.81301494,21.5
B11004,60521.81387734,33.3
B11005,60521.81389056,83.7
B11006,60521.81385691,21
B11007,60521.81463762,31.9
B11009,60521.81465317,52.5
B11011,60521.81483884,63
B11013,60521.81499152,29.1
B11014,60521.81515598,23
B11015,60521.81517312,56.5
B11019,60521.81536974,43.9
B11024,60521.81604842,28.6
B11025,60521.81620763,42
B11029,60521.81725263,20.9
B11031,60521.81800532,111.1
B11032,60521.8182356,69.4
B11034,60521.81934408,42.6
B11035,60521.8193908,75
B11037,60521.82026111,119.8
B11038,60521.82026115,88.1
B11039,60521.82026151,24.2
B11051,60524.78501747,48.6
B11053,60524.78517219,26.7
B11055,60524.78539376,23.7
B11059,60524.78581131,59.6
B11061,60524.78609912,24.5
B11063,60524.78624083,36.7
B11065,60524.78630298,68.7
B11072,60524.78714601,34.4
B11076,60524.78752959,48
B11077,60524.78750924,20.8
B11080,60524.78786106,30.6
B11088,60524.78903444,51.2
B11089,60524.78903483,50.2
B11101,60524.79044006,26.5
B11103,60524.79070764,85.8
B11107,60524.79127869,39.6
B11114,60524.79206098,46.1
B11116,60524.79230476,46.9
B11121,60524.7937794,34.1
B11124,60524.79422954,42.5
B11129,60524.79439843,59.2
B11130,60524.79440034,27.8
B11131,60524.79440058,109.5
B11133,60524.79469324,23.1
B11136,60524.79506684,56.2
B11138,60524.79523251,28
B11140,60524.7960195,57.3
B11141,60524.79602056,29.9
B11142,60524.79614247,20.4
B11143,60524.79614302,81.3
B11145,60524.79628146,31.4
B11153,60527.77900476,21.3
B11155,60527.77913095,125.4
B11163,60527.78161159,79
B11168,60527.78271045,29.1
B11171,60527.78347899,48.4
B11172,60527.78352994,21.9
B11174,60527.78433317,24
B11183,60527.78595235,46.2
B11187,60527.78645926,21.4
B11188,60527.78753396,30.1
B11193,60527.78787125,49.1
B11194,60527.78806196,22.3
B11196,60527.78936145,32.3
B11199,60527.7902568,25.9
B11205,60530.77622871,29.4
B11209,60530.7774351,239.9
B11210,60530.77743522,33
B11214,60530.77782221,24.9
B11217,60530.77805264,37
B11218,60530.77816591,23.3
B11220,60530.77821165,34.4
B11224,60530.77843483,22.8
B11226,60530.77841983,22.1
B11228,60530.77884554,24.7
B11233,60530.78025865,32.9
B11234,60530.78037318,25.1
B11238,60530.78082443,27.5
B11242,60530.78094365,22.8
B11245,60530.78137342,20.3
B11247,60530.78158729,50.6
B11248,60530.7817452,20
B11251,60530.78199511,93.3
B11255,60530.7823109,93.7
B11256,60530.78231106,21.7
B11259,60530.78264143,25.4
B11266,60530.78349082,40
B11267,60530.78349109,39.1
B11270,60530.78381471,25.5
B11271,60530.7839444,30.2
B11273,60530.78426628,34.1
B11276,60530.78453623,51.9
B11278,60530.78510318,21
B11283,60530.78683773,36.5
B11296,60536.77892284,41.1
B11302,60536.78009555,105.3
B11304,60536.78079192,28.1
B11309,60536.78120434,28.5
B11311,60536.78149443,53.1
B11312,60536.78177469,43.6
B11318,60536.78317096,59.9
B11320,60536.78324875,37.3
B11321,60536.78330088,42.4
B11323,60536.78341324,28.8
B11328,60536.78406867,44.4
B11332,60536.78412577,46.3
B11344,60536.78607096,32.8
B11349,60536.78644205,44.5
B11356,60536.78768964,48.3
B11357,60536.78774268,35.3
B11362,60536.78849934,57.1
B11363,60536.7892119,25.4
B11367,60536.79007248,28
B11368,60536.79018648,55.7
B11372,60536.79060897,39
B11374,60536.79124348,63.8
B11375,60536.79136907,20.8
B11377,60536.7916028,20.2
B11379,60539.71088698,48.1
B11390,60539.71354492,36
B11391,60539.7136311,23.1
B11392,60539.71363124,20.5
B11393,60539.71370622,36.7
B11394,60539.71376208,97.2
B11396,60539.71419908,20.3
B11397,60539.71451611,27.2
B11398,60539.71451814,33.1
B11399,60539.71478807,27
B11404,60539.71584555,101
B11405,60539.71584586,72.6
B11412,60539.71668527,39
B11414,60539.71683067,24
B11415,60539.71685297,214.4
B11417,60539.71700985,100.1
B11418,60539.71767707,21.1
B11419,60539.71838656,96
B11420,60539.7184729,26.3
B11438,60539.72210234,23.9
B11439,60539.72229809,21.6
B11444,60539.72267003,34.8
B11445,60539.72287395,47.5
B11446,60539.72302851,23.6
B11447,60539.72356843,29.4
B11448,60543.73850607,25.7
B11450,60543.73911639,66.9
B11452,60543.73911662,31.1
B11453,60543.73911693,78.7
B11457,60543.74050885,35.3
B11458,60543.74057461,31
B11460,60543.74125226,25.4
B11466,60543.74207154,45.3
B11470,60543.74215417,54
B11471,60543.74234899,45.5
B11474,60543.74235198,21.4
B11480,60543.74442646,59.3
B11486,60543.74478729,30.8
B11488,60543.74560338,26.7
B11490,60543.74573706,52
B11500,60543.74767232,37.8
B11502,60543.74767467,110
B11507,60543.749497,36.4
B11513,60543.75058847,20.5
B11521,60551.70280992,30.8
B11525,60551.70292171,42.3
B11527,60551.70367903,22.9
B11530,60551.70418738,20.9
B11538,60551.70718936,47.8
B11544,60551.71049914,25.5
B11546,60551.71049936,27.2
B11547,60551.71048416,22.6
B11555,60558.69556191,98.1
B11584,60558.70159891,36.2
B11586,60558.70356282,25.6
B11587,60558.70356384,40.8
B11593,60558.70468844,21
B11597,60558.70575727,45.5
B11614,60566.53632801,24.2
B11617,60566.53632881,23.8
B11625,60566.53933754,25.2
B11627,60566.53952132,21.5
B11630,60566.53954678,25.6
B11634,60566.53991289,26.1
B11636,60566.53999628,67.4
B11653,60566.543802,722.1
B11657,60566.54380382,26.3
B11662,60566.54416337,26.5
B11668,60566.54535917,33
B11669,60566.5454504,22
B11670,60566.54558349,22.9
B11679,60566.54662646,20
B11678,60566.54662553,44.2
B11680,60566.54662676,31.4
B11683,60566.54694038,29.1
B11699,60566.5491744,85.8
B11722,60572.69052218,45.5
B11760,60580.64306173,41
B11761,60580.64326852,35.5
B11770,60588.52861966,54.9
B11772,60588.52895113,30.1
B11774,60588.52895569,37.8
B11782,60588.5302489,29
B11783,60588.5302817,21
B11786,60588.53055099,38.9
B11787,60588.53072716,40.3
B11800,60588.53598842,28
B11802,60588.53772402,25.9
B11806,60588.54049941,32.6
B11808,60594.48081043,36.9
B11815,60594.48236567,51.1
B11816,60594.48236582,20.2
B11842,60594.49034587,23.4
B11850,60604.52174968,20.5
B11853,60604.52271744,38.8
B11874,60604.52614765,38.2
B11883,60604.52702757,26.6
B11890,60604.52875236,38.1
B11894,60604.52996662,21.8
B11903,60604.53331474,68.7
B11916,60612.48161176,42.4
B11925,60612.48286847,30.5
B11924,60612.48286842,114.1
B11922,60612.48286809,29.3
B11933,60612.48421654,61.8
B11944,60612.48659203,85.1
B11947,60612.48753546,65.2
B11948,60612.4875356,61.6
B11955,60619.41802517,68.7
B11956,60619.41930992,29.1
B11957,60619.41965455,22.3
B11959,60619.42042563,21.9
B11979,60630.4070229,34.4
B11980,60630.40742311,25.2
B11985,60630.40849026,22
B11986,60630.40863528,30.1
B12029,60630.42072676,24.3
B12031,60630.42176533,20.2
B12036,60630.422306,25.4
B12039,60630.42378388,44.2
B12042,60630.42450751,46.9
B12051,60630.42633232,50.3
B12065,60630.4286803,40.6
B12085,60630.43540312,21.4
B12089,60630.43695124,20.3
B12092,60630.43916906,47.8
B12096,60630.44034836,20.2
B12097,60630.44056697,21
B12107,60630.4411328,50.2
B12120,60630.4432308,29.5
B12121,60630.44354474,33.2
B12299,60637.47580953,66.9
B12301,60637.47631663,44.6
B12310,60637.47787202,41.1
B12324,60637.48177262,30.6
B12332,60637.48360788,22.6
B12338,60637.48512527,57.6
B12341,60637.486682,36.3
B12345,60637.48704765,45.7
B12346,60637.48704826,75.7
B12351,60648.40430038,35.3
B12350,60648.40429995,24.5
B12355,60648.40490941,133.2
B12371,60648.41093683,24.1
B12374,60648.41162892,21.5
B12380,60648.41259978,23.3
B12390,60648.41642647,23.8
B12392,60648.41651034,80.8
B12406,60653.35775794,21.9
B12408,60653.35918157,21.7
B12411,60653.36013694,40.2
B12414,60653.36063594,54.7
B12422,60653.36177958,36
B12423,60653.36177999,36.1
B12432,60653.36276286,44.7
B12447,60653.36659888,22.9
B12451,60653.36742609,23.6
B12454,60653.3686583,22.9
B12457,60653.36872298,57.7
B12460,60653.36989654,38.9
B12471,60653.37207041,22.8
B12476,60653.37250634,42.1
B12475,60653.37250579,25
B12478,60653.37265178,43.3
B12479,60653.37267898,30.5
B12490,60653.37458038,70.8
B12502,60653.37820385,22.8
B12533,60653.38532824,21.1
B12551,60653.38998929,23.1
B12569,60653.39436756,24.5
B12575,60653.39449732,25.5
B12584,60653.39758267,33.4
B12585,60653.39758361,31.2
B12586,60653.39758371,124
B12588,60653.39758415,79.1
B12589,60653.3975844,71.3
B12592,60653.39765786,24
B12594,60653.39782028,23
B12615,60653.40422169,76.9
B12617,60653.40437158,22.1
B12621,60653.40649773,23.9
B12625,60653.40702288,27
B12628,60653.40751188,42.6
B12643,60653.41057217,35.7
B12645,60653.41106314,35.2
B12648,60653.41203344,35.4
B12650,60653.41262515,31.6
B12654,60653.41301083,32.9
B12662,60653.41524618,32.1
B12666,60653.41603646,21.3
B12671,60653.41642955,31.2
B12677,60653.4173169,68.6
B12695,60653.42189636,46.3
B12697,60653.42233893,54.1
B12702,60653.42253962,28
B12706,60653.42321038,149.5
B12710,60653.42393948,20.6
B12720,60653.42667755,20.8
B12722,60653.42692594,50.9
B12725,60653.42720242,40.9
B12727,60653.42733499,180.9
B12728,60653.42733549,245.7
B12730,60653.42841432,23.2
B12741,60653.43132473,24.7
B12746,60653.43215585,51.8
B12749,60653.43390766,20.5
B12758,60660.43629451,35.3
B12763,60660.43930236,78.3
B12766,60660.43940791,32.5
B12767,60660.4394081,31.2
B12768,60660.43958171,33.1
B12787,60669.34913981,84.2
B12789,60669.34926239,20.8
B12793,60669.35003735,22.9
B12802,60669.35185367,21
B12803,60669.35189414,21.2
B12804,60669.3519772,31.1
B12809,60669.35307722,20.2
B12816,60669.35360879,43.3
B12817,60669.35360989,47.1
B12820,60669.35399595,43.5
B12829,60669.35504158,108.5
B12837,60669.35704378,36.7
B12838,60669.35704393,42
B12845,60669.35802256,23.4
B12855,60669.3588608,21
B12857,60669.35918087,65.8
B12859,60669.35921878,63.8
B12861,60669.36002661,35.5
B12865,60669.36049976,53.8
B12869,60669.36074393,24.5
B12876,60669.3616441,28.4
B12885,60669.36243205,21.1
B12901,60669.36494576,31.2
B12902,60669.36500309,38.8
B12909,60669.36525026,25.3
B12919,60669.36620251,40
B12926,60669.36683674,26
B12929,60669.36683771,71.3
B12932,60669.3669674,42.5
B12936,60669.36732855,20.8
B12939,60669.36776239,48.4
B12942,60669.36824066,33.9
B12944,60669.3684749,48.4
B12945,60669.36854595,92.6
B12956,60669.37076689,47.6
B12957,60669.37076896,35.6
B12961,60669.37097061,58.2
B12977,60669.37360808,20.9
B12978,60669.37434866,51.9
B12979,60669.37452017,79.8
B12980,60669.37458822,40.8
B12986,60669.37552055,45.9
B12989,60669.37585622,71.4
B12995,60669.37783007,21.8
B12999,60669.37786787,27.3
B13000,60669.37786844,20.4
B13002,60669.37801621,50.9
B13013,60669.37936297,192.5
B13014,60669.37950569,24.9
B13017,60669.37962212,30.7
B13030,60669.38091739,108.9
B13036,60669.38172544,35.2
B13042,60669.38226227,46.5
B13044,60669.38308488,27.2
B13064,60669.38786257,21.5
B13067,60669.38805824,26.9
B13073,60669.3888316,29.7
B13077,60669.38910139,24.6
B13082,60669.38960879,27.4
B13083,60669.38971535,22.2
B13094,60669.39104421,20.5
B13098,60669.39114824,25.9
B13106,60669.39224418,30
B13108,60669.39243517,20.7
B13111,60669.39308721,33.3
B13112,60669.39308737,25.3
B13114,60669.39327246,39
B13115,60669.3932728,63.4
B13126,60669.39432225,67.5
B13129,60669.39447905,22
B13131,60669.39452337,46.2
B13134,60669.39476407,24.5
B13136,60669.39476595,25.7
B13140,60669.39539071,28.2
B13141,60669.39539201,58.1
B13149,60669.39626359,35
B13151,60669.3971512,31.5
B13153,60669.39725689,29.5
B13159,60669.39865527,73.9
B13161,60669.39867891,31.8
B13165,60669.39904918,44.9
B13168,60669.40044832,60.4
B13184,60669.40282607,24.2
B13185,60669.40320484,44.4
B13202,60669.40550512,23.2
B13203,60669.40582827,48
B13204,60669.40597669,28.4
B13205,60669.40602037,23.1
B13215,60669.40833362,20.7
B13220,60669.40893066,30.9
B13227,60669.40932145,39.7
B13228,60669.40949677,292.4
B13241,60669.41049145,44.6
B13244,60669.41225015,96.6
B13245,60669.41242993,23.8
B13247,60669.41257143,33.3
B13252,60669.41431437,34.7
B13253,60669.41439833,45.4
B13254,60669.41440215,31
B13280,60669.41970382,57
B13283,60669.42002378,51.6
B13286,60669.42006512,50.1
B13296,60669.42166419,26.8
B13297,60669.42166465,27.5
B13306,60669.42401337,50.3
B13315,60669.42576543,37.5
B13317,60669.42591791,45.4
B13326,60669.42811738,21.5
B13333,60669.42898715,47.7
B13354,60670.40074444,53.8
B13363,60670.40162226,68.4
B13364,60670.40174085,51.3
B13368,60670.40260998,20.4
B13371,60670.40294381,294.2
B13375,60670.40343609,30.6
B13376,60670.40343672,23.2
B13381,60670.40365993,24.1
B13385,60670.4039351,35.7
B13391,60670.40418586,33.3
B13393,60670.40431277,24.9
B13397,60670.40490076,69
B13399,60670.40542245,20.9
B13400,60670.40552598,22.7
B13404,60670.40605977,29.1
B13411,60670.40708959,44.4
B13412,60670.40712878,237.5
B13418,60670.4078873,37.8
B13419,60670.40803677,39.1
B13423,60670.40834104,91.7
B13426,60670.40849317,112.9
B13428,60670.40857192,20.1
B13439,60670.41043188,256.7
B13441,60670.41050664,39.1
B13447,60670.41095004,23.4
B13448,60670.4109504,56
B13453,60670.41109937,50
B13454,60670.4111,61
B13455,60670.41110012,20.6
B13460,60670.41143084,35.7
B13466,60670.41201964,71.6
B13467,60670.4120199,110.9
B13471,60670.41277317,32.2
B13472,60670.41278688,23.9
B13478,60676.31558313,43.9
B13479,60676.31558369,88.6
B13480,60676.3159332,265
B13482,60676.31606096,36
B13484,60676.31632323,267.1
B13486,60676.31659905,35.3
B13489,60676.31667235,28
B13490,60676.31677143,59.8
B13492,60676.31677267,508.5
B13491,60676.31677252,44.9
B13503,60676.31803797,25.1
B13504,60676.3182679,26.8
B13506,60676.31854824,127.6
B13507,60676.3186077,61.3
B13510,60676.31897071,25.6
B13512,60676.31908991,123.3
B13513,60676.31930248,63.6
B13516,60676.31943791,36.6
B13519,60676.31988824,60.6
B13523,60676.31993686,22.5
B13521,60676.31990289,556.8
B13522,60676.31990665,53.5
B13524,60676.3200391,258.9
B13525,60676.32027932,54.5
B13526,60676.32055788,26.8
B13528,60676.32082604,52.3
B13531,60676.32105242,50.5
B13534,60676.32123723,35.7
B13536,60676.32135618,41.2
B13537,60676.32136245,77.8
B13546,60676.32196134,93.8
B13548,60676.32204995,72.5
B13554,60676.32263658,61.4
B13555,60676.32306593,59.2
B13566,60676.32413796,31.7
B13568,60676.32427519,24
B13569,60676.32428303,41.7
B13572,60676.32481948,56.1
B13573,60676.32481984,69.9
B13574,60676.32482002,33.7
B13575,60676.32482015,35.9
B13576,60676.32493179,26.9
B13579,60676.32530972,24.2
B13580,60676.32533652,250
B13581,60676.3256039,21.7
B13592,60676.32674951,75.9
B13595,60676.32725515,142.9
B13596,60676.32726137,22.8
B13599,60676.32735572,31.1
B13612,60676.32822935,64.6
B13614,60676.32862403,131.1
B13617,60676.32893413,23.1
B13638,60676.330712,213.4
B13641,60676.33079049,117.3
B13643,60676.33101657,42.4
B13644,60676.33131123,90.1
B13645,60676.33131141,175.5
B13646,60676.33139082,46.5
B13647,60676.33144764,23.6
B13660,60676.33294384,165
B13661,60676.33306233,22
B13663,60676.33323891,46.4
B13664,60676.33324006,38.3
B13670,60676.33397782,130.1
B13673,60676.33410189,721.8
B13674,60676.33412134,30.5
B13675,60676.33412889,21.5
B13677,60676.33420885,33.6
B13678,60676.33426299,21.2
B13684,60676.33487,20.9
B13689,60676.33541197,29.9
B13690,60676.33541271,117.8
B13691,60676.33541296,22.3
B13693,60676.33556351,96
B13702,60676.33683049,84.9
B13705,60676.33696564,20.2
B13707,60676.33718606,63.7
B13709,60676.337495,183.2
B13710,60676.33758317,26.9
B13715,60676.33825474,25.4
B13716,60676.33831433,47.5
B13717,60676.33846661,39
B13718,60676.33853047,380.4
B13719,60676.33879604,46.7
B13721,60676.33921465,43.6
B13724,60676.33940024,84.9
B13733,60676.34021572,22.8
B13732,60676.34018759,181
B13735,60676.34025728,22.5
B13738,60676.34046928,31
B13742,60676.34077057,24.8
B13743,60676.34092974,49.1
B13756,60676.34219237,61.2
B13759,60676.34256773,131.6
B13760,60676.34256779,35.5
B13762,60676.34260325,25.3
B13763,60676.34260908,37.9
B13765,60676.34305136,33.3
B13766,60676.34313063,38.6
B13768,60676.34323545,39.4
B13769,60676.34343688,49.6
B13771,60676.34345663,24.3
B13772,60676.34345939,34.1
B13773,60676.34354087,22.2
B13778,60676.34426186,92.8
B13785,60676.34469695,26.5
B13789,60676.3450716,60.7
B13792,60676.34536114,58.5
B13791,60676.3453381,102.1
B13797,60676.34574846,95.7
B13799,60676.34596716,96
B13801,60676.34604061,47.5
B13804,60676.34625684,29.7
B13807,60676.34697204,53.7
B13811,60676.34723597,33.9
B13814,60676.3473527,135
B13816,60676.3474674,41.3
B13829,60676.3487592,31.2
B13830,60676.34882296,33.5
B13833,60676.34887434,30
B13836,60676.34919729,41.3
B13840,60676.34996031,179.1
B13844,60676.35017056,37.1
B13848,60676.3504667,23.1
B13850,60676.35052473,29.5
B13849,60676.35052438,35
B13852,60676.35098631,98.7
B13855,60676.35102472,24.7
B13851,60676.35098609,66.3
B13856,60676.35165654,65.5
B13858,60676.35178696,61.8
B13859,60676.35179841,61.7
B13860,60676.35184638,286.2
B13864,60676.35230047,26.9
B13871,60676.35300939,46.8
B13872,60676.35306371,24.8
B13873,60676.3530738,125.2
B13874,60676.35319515,134
B13875,60676.3532192,33.3
B13877,60676.35343459,32.3
B13880,60676.35400996,112.7
B13887,60676.35448664,106
B13891,60676.35462622,278.5
B13898,60676.35551335,110
B13900,60676.35562997,238.9
B13902,60676.35591616,27.4
B13903,60676.35596159,25.6
B13906,60676.35605134,170.2
B13907,60676.35606321,27.4
B13909,60676.35619725,22.2
B13910,60676.35619907,76
B13911,60676.35619938,221.2
B13912,60676.35621781,45.8
B13915,60676.35632589,118
B13916,60676.356326,109.7
B13917,60676.35644082,20.1
B13920,60676.3568463,26.4
B13926,60676.35756802,57.3
B13927,60676.35760469,142.3
B13938,60676.35859557,50.9
B13941,60676.35905392,25.5
B13943,60676.35911222,73.6
B13946,60676.35937628,52.7
B13952,60676.36016676,45.1
B13953,60676.36047682,40.5
B13958,60676.36104132,86.6
B13963,60676.36124746,38.4
B13961,60676.36121371,26.2
B13967,60676.36170458,27.1
B13969,60676.36181714,108.8
B13974,60676.36206372,40.7
B13976,60676.36245344,129.2
B13975,60676.36245311,355.9
B13977,60676.36247995,171.7
B13993,60676.36364979,32.4
B13999,60676.36439226,21.3
B14005,60676.36550824,22.2
B14008,60676.3656484,41.9
B14015,60676.36613527,27.2
B14021,60676.36624721,36
B14020,60676.36622644,447.6
B14023,60676.36635782,43.1
B14028,60676.36709953,21.3
B14030,60676.36785248,49.2
B14031,60676.36797828,68.8
B14034,60676.36812512,39.2
B14037,60676.36825362,76
B14044,60676.3690363,20.4
B14045,60676.36903638,23.9
B14053,60676.36963492,64
B14057,60676.36998358,64.8
B14055,60676.36994602,45.7
B14060,60676.3712097,35.7
B14063,60676.37138527,46.5
B14067,60676.3718418,72.2
B14068,60676.37198125,46.3
B14069,60676.37205766,91.7
B14071,60676.3722013,22.1
B14075,60676.37238936,25
B14079,60676.37259899,139.7
B14082,60676.37282708,118.4
B14085,60676.3729283,43
B14090,60676.37336275,76
B14091,60676.37336309,25
B14093,60676.37352038,23.9
B14094,60676.37352312,25.4
B14095,60676.37356182,178.7
B14096,60676.37359747,23.9
B14098,60676.37396905,37.8
B14104,60676.37430273,209.5
B14110,60676.37496957,95.8
B14111,60676.37526857,75.8
B14112,60676.37544328,68.1
B14113,60676.37545022,23.3
B14120,60676.37593845,51.3
B14119,60676.37591092,27.2
B14118,60676.37591,28.1
B14122,60676.37631108,49
B14127,60676.3773704,25.5
B14133,60676.37776977,36.4
B14131,60676.37776874,23.7
B14135,60676.37788162,412.9
B14136,60676.37789494,88.4
B14138,60676.37798297,39.4
B14145,60676.37839945,81.3
B14146,60676.37840021,50.7
B14153,60676.37898845,72.9
B14151,60676.37896497,24.9
B14152,60676.37896517,78
B14160,60676.380066,82.8
B14167,60676.38036247,29.3
B14169,60676.3806569,125.2
B14170,60676.38083102,28.4
B14172,60676.38102757,26.7
B14176,60676.3813077,35.8
B14181,60677.2706064,129.5
B14184,60677.27086384,21.1
B14185,60677.27091051,67.4
B14188,60677.27125461,29.2
B14189,60677.27153512,42.5
B14193,60677.27180324,102.4
B14195,60677.27195256,79.3
B14199,60677.27258719,31.3
B14204,60677.27326903,50.3
B14205,60677.27337165,125.6
B14211,60677.27410706,39.2
B14216,60677.27416194,92.1
B14217,60677.27417558,24.4
B14219,60677.27438822,134.9
B14223,60677.27455409,23
B14226,60677.27460008,473.4
B14228,60677.27476918,35.8
B14230,60677.27551869,71.2
B14234,60677.27579682,75.3
B14235,60677.27580335,60.2
B14240,60677.27624231,31.4
B14241,60677.27643829,25
B14246,60677.2766996,266.7
B14249,60677.27693002,190.4
B14251,60677.27755097,46.2
B14256,60677.27805311,32.2
B14260,60677.27842068,122.4
B14262,60677.27865083,31.6
B14265,60677.27892044,50
B14266,60677.27894398,45.4
B14267,60677.27900029,123.4
B14269,60677.27919204,20.3
B14273,60677.27962611,211
B14276,60677.2801504,146.4
B14303,60683.30775432,26.6
B14305,60683.30805664,38.3
B14307,60683.30805842,108.6
B14306,60683.30805752,41.9
B14312,60683.30831999,102.8
B14314,60683.30832099,37.8
B14316,60683.3084713,65.8
B14315,60683.30847094,112.8
B14325,60683.30903437,20.5
B14327,60683.30953958,42.9
B14328,60683.30968743,32.8
B14331,60683.31044829,70.9
B14334,60683.31085191,51.6
B14337,60683.31187216,301.5
B14338,60683.31187321,421.7
B14339,60683.3120497,26.5
B14343,60683.31285306,31.8
B14346,60683.31327153,59.6
B14355,60683.31386866,38.4
B14354,60683.31386814,231.3
B14356,60683.31425319,131.3
B14359,60683.31508251,32.1
B14361,60683.31532467,70.8
B14365,60683.31539559,132.1
B14375,60683.31680812,77.9
B14376,60683.31693878,32.1
B14383,60683.31882714,60.7
B14387,60683.31987974,290.8
B14391,60683.32084168,201.7
B14392,60683.32091782,47.5
B14393,60683.32114552,60.9
B14400,60683.32250922,32
B14401,60683.3227676,23.8
B14409,60683.32439302,42.9
B14410,60683.32447517,43.2
B14416,60683.32603566,36.4
B14418,60683.32610314,63.9
B14420,60683.32611117,21.9
B14423,60683.32684508,27.5
B14428,60683.32871287,24.1
B14431,60683.32933091,107.5
B14432,60683.329331,129.3
B14430,60683.3293306,125.9
B14434,60683.32949214,79.3
B14436,60683.33005537,39.6
B14438,60683.33030673,474.3
B14439,60683.33067319,138
B14444,60683.33272706,29.6
B14448,60683.3343232,60.3
B14450,60683.33458963,51.2
B14454,60683.33490197,40.8
B14456,60683.33501624,37.8
B14459,60683.33660371,26.8
B14462,60683.33717789,20.5
B14466,60683.33789607,104.9
B14467,60683.33836683,48.2
B14472,60683.33914535,59.9
B14473,60683.33914622,41.4
B14475,60683.33933545,40.3
B14478,60683.33975177,475.7
B14479,60683.33975196,46.4
B14485,60683.34105054,31
B14486,60683.34111223,114.6
B14487,60683.34130262,49.6
B14493,60683.34259896,131.2
B14496,60683.34304439,138.6
B14497,60683.34324859,22.5
B14500,60683.34432351,175.2
B14501,60683.34450561,258.7
B14506,60683.34499698,178
B14508,60683.34503913,33.4
B14539,60687.2943,130.4
B14554,60687.29566653,22.6
B14555,60687.29578323,61.2
B14561,60687.29595923,22.9
B14568,60687.29667691,47.8
B14569,60687.29667728,87.2
B14578,60687.29744464,50
B14583,60687.29746289,23.9
B14587,60687.29816346,132.7
B14591,60687.29840813,32.7
B14601,60687.29936917,332.5
B14602,60687.29950178,93.4
B14603,60687.29950223,23.5
B14608,60687.29972918,54.2
B14611,60687.29984412,178.1
B14613,60687.29998263,123.2
B14616,60687.30002049,24.1
B14626,60687.30062584,167.4
B14624,60687.30059348,68.1
B14625,60687.30059396,124.4
B14632,60687.30131699,35.7
B14640,60687.30212184,50
B14645,60687.30275979,137.8
B14647,60687.30287292,28.2
B14659,60687.30350051,30.1
B14663,60687.30391563,36.5
B14664,60687.30392611,26.8
B14669,60687.30422199,245.3
B14672,60687.30442743,95.5
B14674,60687.30480314,78.4
B14676,60687.30496387,229.3
B14677,60687.30496503,21.9
B14682,60687.30535719,56.3
B14683,60687.3054132,452.2
B14686,60687.30569433,48
B14688,60687.30581743,103.2
B14692,60687.30610085,21.7
B14695,60687.30622321,22.9
B14698,60687.30636115,36.4
B14699,60687.30636166,24.2
B14700,60687.30636283,44.1
B14708,60687.30700076,33.4
B14713,60687.30773621,54.2
B14716,60687.30773652,77.1
B14717,60687.30773674,146.5
B14714,60687.30773626,73.2
B14721,60687.30786205,326
B14727,60687.30804508,37.5
B14728,60687.30817621,67.4
B14732,60687.30856174,139.4
B14739,60687.30885719,26.1
B14738,60687.3088532,49.1
B14743,60687.30930549,41.5
B14744,60687.30931942,28.8
B14749,60687.3098102,70.4
B14752,60687.31032093,50.6
B14754,60687.31054495,89.5
B14761,60687.31094815,73.9
B14763,60687.31114294,47
B14764,60687.31114392,130.8
B14766,60687.3112418,41.8
B14767,60687.31151066,32.9
B14769,60687.31189882,21.4
B14771,60687.31218361,38.1
B14779,60687.31236951,22.6
B14782,60687.31252172,29.8
B14785,60687.31265081,101
B14791,60687.31308781,288.7
B14794,60687.31323579,79.4
B14795,60687.31328,57.3
B14796,60687.31334313,26.4
B14799,60687.31349893,52.1
B14800,60687.31353852,41.4
B14802,60687.31361297,113.6
B14805,60687.31390309,37.4
B14806,60687.31409139,26.8
B14814,60687.31481308,21.3
B14815,60687.31481355,39.8
B14819,60687.31503686,33.6
B14821,60687.31513919,54.1
B14824,60687.31546517,31.3
B14825,60687.31557125,23.7
B14831,60687.31609849,47.2
B14832,60687.31616785,20.8
B14836,60687.31658253,136.8
B14837,60687.31658337,45.5
B14838,60687.31658347,35.9
B14835,60687.31658128,20.1
B14846,60687.31713716,62.7
B14848,60687.31720267,65.1
B14850,60687.31735372,22.8
B14852,60687.31754682,46.5
B14854,60687.3176486,25.5
B14864,60687.31826398,30.1
B14871,60687.31883765,37.5
B14872,60687.31898795,22.2
B14879,60687.31978132,22.3
B14877,60687.31975272,56.5
B14881,60687.31985588,199.1
B14878,60687.31985601,140.2
B14884,60687.31985628,23.3
