repeater_name,tns_name,mjd_400,fluence_jyms,excluded_flag
FRB20200929C,FRB20201229C,59212.10830688671,3.6819909046791364,0
FRB20201130A,FRB20210105G,59219.21916601412,5.448744719481272,0
FRB20180916B,FRB20210111E,59225.10427867714,2.6874097391763465,0
FRB20190609C,FRB20210113D,59227.22623728304,0.9363955732486778,0
FRB20201130A,FRB20210114B,59228.19620702674,4.593802670972496,0
FRB20200223B,FRB20210115C,59229.040231364146,3.657294615091452,0
FRB20200223B,FRB20210117F,59231.031822338125,2.2553074102905364,0
FRB20201130A,FRB20210117E,59231.18612387324,nan,0
FRB20201130A,FRB20210118B,59232.18424588323,3.277475903577671,0
FRB20210125A,FRB20210125A,59239.92645047401,1.8052313799463564,0
FRB20180916B,FRB20210127E,59241.060714381216,3.820640692542628,0
FRB20200809E,FRB20210128B,59242.038459148,2.3356936438154037,0
FRB20180916B,FRB20210129E,59243.049366729305,3.8493415284154486,0
FRB20180916B,FRB20210129C,59243.05920535136,3.5142495217756062,0
FRB20180916B,FRB20210130I,59244.04399637289,5.476897173284942,0
FRB20180916B,FRB20210130H,59244.062294367825,6.910327621490163,0
FRB20200619A,FRB20210130E,59244.72817471655,1.7844898445089576,0
FRB20180916B,FRB20210131A,59245.05832686789,3.9205191139883313,0
FRB20190303A,FRB20210203C,59248.53542624536,2.708649278133048,0
FRB20190208A,FRB20210203B,59248.74874045155,2.5251867408382718,0
FRB20201130A,FRB20210205D,59250.13808498764,nan,0
FRB20190303A,FRB20210207A,59252.52665557878,2.2144272063185477,0
FRB20200809E,FRB20210208B,59253.002414132985,6.601369430361714,0
FRB20210209C,FRB20210209C,59254.5032580377,2.853888064245512,0
FRB20190303A,FRB20210209B,59254.52322676641,2.5182570462659895,0
FRB20190417A,FRB20210211A,59256.7553779916,17.64991281623486,0
FRB20191106C,FRB20210212C,59257.48754205144,0.9630676707673407,0
FRB20190417A,FRB20210213F,59258.751964474766,2.918795910122289,0
FRB20180916B,FRB20210214D,59259.00883068436,1.2281483995550428,0
FRB20181017A,FRB20210215C,59260.629819408794,nan,0
FRB20190212A,FRB20210216B,59261.715523305385,2.7423707347319035,0
FRB20190117A,FRB20210218E,59263.83968822014,nan,0
FRB20210219C,FRB20210219C,59264.95073719241,1.1679352868708799,0
FRB20201130A,FRB20210220E,59265.09605059526,4.833619215102761,0
FRB20201124A,FRB20210220A,59265.12943161468,5.592317285409679,0
FRB20190417A,FRB20210223C,59268.71988331825,2.2323026637633547,0
FRB20201221B,FRB20210224A,59269.249368001205,3.6306648373857398,0
FRB20201221B,FRB20210226C,59271.236631614185,3.0863002795340466,0
FRB20190303A,FRB20210226B,59271.4689951527,1.9975779223825396,0
FRB20201130A,FRB20210228B,59273.069107841126,nan,0
FRB20201124A,FRB20210301A,59274.10330110041,12.004320555421303,0
FRB20180916B,FRB20210301B,59274.97350028958,1.4536302486374402,0
FRB20201221B,FRB20210302E,59275.24211015728,6.028324702188903,0
FRB20190303A,FRB20210302C,59275.4663289026,6.032363164592331,0
FRB20180916B,FRB20210302A,59275.96877312813,6.7174185663648736,0
FRB20180916B,FRB20210302G,59275.97809482441,1.0987631543911538,0
FRB20201221B,FRB20210303F,59276.23157565129,9.05025234837821,0
FRB20180916B,FRB20210303B,59276.9625700563,2.641701109039138,0
FRB20190417A,FRB20210304B,59277.696670472986,3.6669600362857473,0
FRB20180916B,FRB20210304A,59277.9603373503,3.2330741424115415,0
FRB20210305A,FRB20210305A,59278.97183832809,0.7136561835853641,0
FRB20190417A,FRB20210308C,59281.68794174849,1.8280984239796267,0
FRB20201221B,FRB20210313E,59286.202112635896,2.0395090405212546,0
FRB20200929C,FRB20210313B,59286.904990893716,4.833506376379845,0
FRB20200929C,FRB20210314A,59287.90333930559,2.260119850206915,0
FRB20191106C,FRB20210316C,59289.3989053357,0.7308392772803523,0
FRB20180916B,FRB20210320A,59293.90412563125,1.5439032497075897,1
FRB20201124A,FRB20210321A,59294.05026081125,5.529944968190486,0
FRB20210209C,FRB20210321B,59294.40411803326,1.2447734861928323,0
FRB20201124A,FRB20210322A,59295.04912428051,3.263041226964969,0
FRB20190110C,FRB20210322F,59295.52652173992,1.3166556977600208,0
FRB20201130A,FRB20210323E,59296.010826828206,2.054047103352714,0
FRB20201124A,FRB20210323A,59296.047269239345,7.623751694933128,0
FRB20210323C,FRB20210323C,59296.163551155856,1.989542118455641,0
FRB20201124A,FRB20210326A,59299.03739690027,9.389823499769896,0
FRB20200929C,FRB20210326B,59299.86586099862,3.920559977753983,0
FRB20201130A,FRB20210327F,59300.00032312665,11.586838309039614,0
FRB20201124A,FRB20210327A,59300.03220219912,8.062168683726897,0
FRB20201124A,FRB20210327C,59300.03692850693,3.9315962631993724,0
FRB20201124A,FRB20210328A,59301.03412329538,1.4239541419407622,1
FRB20190604A,FRB20210329A,59302.42051469977,3.6298311024892533,1
FRB20210330B,FRB20210330B,59303.03646586085,nan,1
FRB20201124A,FRB20210331A,59304.022992642604,4.339093339160785,0
FRB20201124A,FRB20210331B,59304.02591088124,10.145149389139563,0
FRB20201124A,FRB20210331C,59304.02679330173,2.9706562260376614,0
FRB20201124A,FRB20210331D,59304.027295184285,7.298775582566295,0
FRB20210323C,FRB20210331F,59304.14773667027,6.9186471726766605,0
FRB20180916B,FRB20210402B,59306.890100372126,1.47479180833868,0
FRB20201124A,FRB20210404A,59308.00814031536,6.464812566580897,0
FRB20190417A,FRB20210404E,59308.611174872225,2.734406976710863,0
FRB20201124A,FRB20210405A,59309.00945495836,11.289618802390951,0
FRB20201124A,FRB20210405B,59309.009452060134,18.863859093597334,0
FRB20201130A,FRB20210406A,59310.96607200017,2.004706603792463,0
FRB20210409B,FRB20210409B,59313.08732919313,4.483175076945684,0
FRB20190212A,FRB20210410C,59314.04278931214,3.581527461227644,0
FRB20201124A,FRB20210411A,59315.98847574151,nan,0
FRB20201124A,FRB20210411B,59315.992972742846,4.908365459558146,0
FRB20201124A,FRB20210412A,59316.983433332825,5.05449465370901,0
FRB20210219C,FRB20210415C,59319.189742161914,243.5378957114881,0
FRB20200120E,FRB20210421E,59325.16930987479,1.2827624599841325,0
