episode,mjd,fluence_jyms,energy_erg
xu2022_spring,59320.27064968,0.3112,
xu2022_spring,59320.27095701,0.7909,
xu2022_spring,59320.27135499,0.2814,
xu2022_spring,59320.27183262,1.0878,
xu2022_spring,59320.27187099,2.7931,
xu2022_spring,59320.27870022,0.0699,
xu2022_spring,59320.27870051,0.1219,
xu2022_spring,59320.27885087,0.588,
xu2022_spring,59320.27926463,0.1045,
xu2022_spring,59320.28304279,3.2843,
xu2022_spring,59320.28657231,4.0522,
xu2022_spring,59320.28744041,1.4258,
xu2022_spring,59320.28912375,2.9946,
xu2022_spring,59320.2917526,6.716,
xu2022_spring,59320.29189098,0.7645,
xu2022_spring,59320.29198153,1.5757,
xu2022_spring,59320.29303707,0.4254,
xu2022_spring,59320.29355314,0.0909,
xu2022_spring,59320.2950759,0.0712,
xu2022_spring,59320.29623872,0.1586,
xu2022_spring,59320.29742863,0.1322,
xu2022_spring,59320.29752699,0.3702,
xu2022_spring,59320.29767566,0.0843,
xu2022_spring,59320.29781524,0.0685,
xu2022_spring,59320.29944627,0.1688,
xu2022_spring,59320.29977407,7.1237,
xu2022_spring,59320.29998664,2.1874,
xu2022_spring,59320.30019489,0.0382,
xu2022_spring,59321.22548245,0.4062,
xu2022_spring,59321.22774398,7.4235,
xu2022_spring,59321.22784428,0.3757,
xu2022_spring,59321.22803872,1.8114,
xu2022_spring,59321.23137511,0.1184,
xu2022_spring,59321.23165361,0.0646,
xu2022_spring,59321.23541569,0.6923,
xu2022_spring,59321.2354164,0.6083,
xu2022_spring,59321.23753746,0.8584,
xu2022_spring,59321.23763375,1.435,
xu2022_spring,59321.23773863,4.7782,
xu2022_spring,59321.23773917,4.7635,
xu2022_spring,59321.23797482,0.3221,
xu2022_spring,59321.23860756,0.0504,
xu2022_spring,59321.24135936,0.0741,
xu2022_spring,59321.24334241,0.0461,
xu2022_spring,59321.24428173,4.3488,
xu2022_spring,59321.24559972,2.0955,
xu2022_spring,59321.25420959,0.3328,
xu2022_spring,59321.25491129,8.3043,
xu2022_spring,59321.25735683,0.199,
xu2022_spring,59321.25747667,0.2227,
xu2022_spring,59321.26017955,0.1022,
xu2022_spring,59321.26629901,0.1339,
xu2022_spring,59321.26699493,1.1467,
xu2022_spring,59321.27795354,0.1248,
xu2022_spring,59321.27806376,2.455,
xu2022_spring,59321.2800016,0.6075,
xu2022_spring,59321.28159934,0.2013,
xu2022_spring,59321.28182665,0.0648,
xu2022_spring,59321.28235604,0.092,
xu2022_spring,59321.28278252,5.2805,
xu2022_spring,59322.3004719,0.152,
xu2022_spring,59322.30060723,1.0955,
xu2022_spring,59322.30340927,0.3499,
xu2022_spring,59322.30421631,0.1334,
xu2022_spring,59322.30463995,4.2597,
xu2022_spring,59322.30500865,0.199,
xu2022_spring,59322.30584471,0.2963,
xu2022_spring,59322.30756964,0.0792,
xu2022_spring,59322.30872324,0.4566,
xu2022_spring,59322.30927612,0.0658,
xu2022_spring,59322.30939658,0.2955,
xu2022_spring,59322.30961218,3.5056,
xu2022_spring,59322.3101425,2.7246,
xu2022_spring,59322.3135341,0.0787,
xu2022_spring,59322.31557261,12.2358,
xu2022_spring,59322.3155737,1.049,
xu2022_spring,59322.31788477,0.1445,
xu2022_spring,59322.31913238,1.9618,
xu2022_spring,59322.31913262,0.6163,
xu2022_spring,59322.32049209,0.1621,
xu2022_spring,59322.32255243,1.661,
xu2022_spring,59322.32305439,5.1099,
xu2022_spring,59322.32407437,0.5298,
xu2022_spring,59322.32569608,0.9402,
xu2022_spring,59322.32619754,0.7712,
xu2022_spring,59322.33014368,0.083,
xu2022_spring,59322.3346205,1.128,
xu2022_spring,59322.33499847,0.1411,
xu2022_spring,59322.33652274,0.0803,
xu2022_spring,59322.33945266,1.6448,
xu2022_spring,59322.34226603,0.245,
xu2022_spring,59322.34415884,1.4402,
xu2022_spring,59322.34524008,0.341,
xu2022_spring,59322.34690291,2.76,
xu2022_spring,59322.34722913,0.3666,
xu2022_spring,59322.34722954,3.4608,
xu2022_spring,59322.34808966,4.4341,
xu2022_spring,59322.35027633,3.9424,
xu2022_spring,59322.35090328,4.416,
xu2022_spring,59322.35369339,5,
xu2022_spring,59322.35375164,1.2611,
xu2022_spring,59322.35993688,0.1746,
xu2022_spring,59322.36001699,0.0922,
xu2022_spring,59322.36001714,0.2494,
xu2022_spring,59322.36338482,0.2426,
xu2022_spring,59322.36442227,0.3533,
xu2022_spring,59322.3645966,0.1506,
xu2022_spring,59322.3674586,5.6381,
xu2022_spring,59322.36778294,0.1384,
xu2022_spring,59322.3677832,2.7379,
xu2022_spring,59322.36852349,3.1771,
xu2022_spring,59322.37092263,2.3518,
xu2022_spring,59322.37147563,1.2645,
xu2022_spring,59322.37516191,1.5344,
xu2022_spring,59322.37516233,0.4826,
xu2022_spring,59322.37735484,1.0898,
xu2022_spring,59323.29766878,0.0805,
xu2022_spring,59323.29915951,0.8352,
xu2022_spring,59323.29951625,7.5661,
xu2022_spring,59323.30197204,3.7523,
xu2022_spring,59323.3021397,0.3035,
xu2022_spring,59323.3021881,0.3698,
xu2022_spring,59323.30228852,0.2102,
xu2022_spring,59323.30228898,2.1382,
xu2022_spring,59323.30282347,0.6581,
xu2022_spring,59323.30338872,0.4787,
xu2022_spring,59323.30358212,6.2026,
xu2022_spring,59323.30393952,0.1538,
xu2022_spring,59323.30399163,26.1229,
xu2022_spring,59323.30556302,0.3813,
xu2022_spring,59323.30569729,1.593,
xu2022_spring,59323.30825713,0.3472,
xu2022_spring,59323.3083265,0.987,
xu2022_spring,59323.309162,0.0576,
xu2022_spring,59323.30922099,0.3728,
xu2022_spring,59323.31007345,0.6048,
xu2022_spring,59323.3116396,0.4456,
xu2022_spring,59323.31281683,2.4179,
xu2022_spring,59323.31434369,0.0283,
xu2022_spring,59323.31479872,0.1832,
xu2022_spring,59323.3153746,1.5256,
xu2022_spring,59323.31702278,0.8413,
xu2022_spring,59323.32565633,0.2882,
xu2022_spring,59323.32638627,1.8966,
xu2022_spring,59323.3299013,5.5973,
xu2022_spring,59323.33137444,1.1059,
xu2022_spring,59323.33144138,0.0514,
xu2022_spring,59323.33257816,0.2376,
xu2022_spring,59323.33491083,1.5898,
xu2022_spring,59323.3349111,0.1632,
xu2022_spring,59323.33590575,9.0235,
xu2022_spring,59323.33883713,3.709,
xu2022_spring,59323.33892302,1.0925,
xu2022_spring,59323.34149782,0.5102,
xu2022_spring,59323.34153371,0.2238,
xu2022_spring,59323.34213976,0.1774,
xu2022_spring,59323.34540061,0.5819,
xu2022_spring,59323.34621651,0.8002,
xu2022_spring,59323.3470752,0.6339,
xu2022_spring,59323.35059886,3.9114,
xu2022_spring,59323.35156338,2.7299,
xu2022_spring,59323.35226649,0.2283,
xu2022_spring,59323.35421864,0.3286,
xu2022_spring,59323.35582977,1.7778,
xu2022_spring,59323.3583958,0.3438,
xu2022_spring,59323.35845089,1.9762,
xu2022_spring,59323.35845128,1.4835,
xu2022_spring,59323.35845182,8.5869,
xu2022_spring,59323.36061068,0.3283,
xu2022_spring,59323.36122354,0.885,
xu2022_spring,59323.36367017,0.1178,
xu2022_spring,59323.36436458,1.2448,
xu2022_spring,59323.36515481,0.2787,
xu2022_spring,59323.3665494,1.2123,
xu2022_spring,59323.36672925,0.7896,
xu2022_spring,59323.3694115,2.4934,
xu2022_spring,59323.37200991,0.3264,
xu2022_spring,59323.37631557,0.4755,
xu2022_spring,59323.37651023,0.1232,
xu2022_spring,59323.37651052,0.1037,
xu2022_spring,59324.3313358,0.1504,
xu2022_spring,59324.33380761,0.048,
xu2022_spring,59324.33426466,6.7626,
xu2022_spring,59324.33508726,5.7117,
xu2022_spring,59324.33648633,0.5112,
xu2022_spring,59324.33715272,0.0618,
xu2022_spring,59324.33715384,0.7374,
xu2022_spring,59324.34788155,0.1051,
xu2022_spring,59324.34826638,0.0538,
xu2022_spring,59324.34878566,2.0883,
xu2022_spring,59324.34878598,0.6195,
xu2022_spring,59324.34888561,0.4752,
xu2022_spring,59324.34897753,1.444,
xu2022_spring,59324.35219278,3.3869,
xu2022_spring,59324.35552585,0.3934,
xu2022_spring,59324.35754652,0.3648,
xu2022_spring,59324.35757745,0.871,
xu2022_spring,59324.35942573,3.5131,
xu2022_spring,59324.36112431,0.1154,
xu2022_spring,59324.3611667,0.0437,
xu2022_spring,59324.37120887,2.8795,
xu2022_spring,59324.37333315,2.8054,
xu2022_spring,59324.37453298,0.7648,
xu2022_spring,59324.37544921,0.6738,
xu2022_spring,59324.37580587,3.3394,
xu2022_spring,59324.37682179,0.0715,
xu2022_spring,59324.38446577,0.272,
xu2022_spring,59324.38534648,0.5501,
xu2022_spring,59324.38831772,0.201,
xu2022_spring,59324.38843711,0.1104,
xu2022_spring,59324.38843846,0.5054,
xu2022_spring,59324.3899348,2.4526,
xu2022_spring,59324.3901549,0.0872,
xu2022_spring,59324.39153747,0.1502,
xu2022_spring,59324.39265865,1.5829,
xu2022_spring,59324.39426275,0.459,
xu2022_spring,59324.39426372,1.2635,
xu2022_spring,59324.40011143,2.5821,
xu2022_spring,59324.40343594,2.0037,
xu2022_spring,59324.40366222,0.0982,
xu2022_spring,59324.40662582,0.2499,
xu2022_spring,59324.40709616,0.3168,
xu2022_spring,59324.40947271,4.644,
xu2022_spring,59324.41015058,0.1341,
xu2022_spring,59324.41507358,0.12,
xu2022_spring,59324.41629993,0.3606,
xu2022_spring,59324.4177343,0.4904,
xu2022_spring,59325.2472452,1.351,
xu2022_spring,59325.24775487,6.9056,
xu2022_spring,59325.25024987,0.8166,
xu2022_spring,59325.25260798,0.1053,
xu2022_spring,59325.25330689,1.7275,
xu2022_spring,59325.25343437,0.0834,
xu2022_spring,59325.25390616,1.5613,
xu2022_spring,59325.25621882,0.2646,
xu2022_spring,59325.25621931,0.1216,
xu2022_spring,59325.25675937,0.0974,
xu2022_spring,59325.26297797,1.0718,
xu2022_spring,59325.26412716,0.1096,
xu2022_spring,59325.26412737,1.2661,
xu2022_spring,59325.26425253,1.5448,
xu2022_spring,59325.26439894,0.952,
xu2022_spring,59325.28568073,1.559,
xu2022_spring,59325.28574333,0.063,
xu2022_spring,59325.2857444,0.1349,
xu2022_spring,59325.28973206,0.2954,
xu2022_spring,59325.29408246,0.1594,
xu2022_spring,59325.30550242,2.3058,
xu2022_spring,59325.32850463,0.1077,
xu2022_spring,59325.32860479,0.3741,
xu2022_spring,59325.32860569,8.8066,
xu2022_spring,59325.33182827,1.9992,
xu2022_spring,59325.33274496,0.288,
xu2022_spring,59325.3358667,0.1443,
xu2022_spring,59325.34021801,0.233,
xu2022_spring,59325.3403728,0.3496,
xu2022_spring,59325.34039303,2.2006,
xu2022_spring,59325.34170092,1.0733,
xu2022_spring,59325.34613698,0.0408,
xu2022_spring,59325.34721292,0.5893,
xu2022_spring,59325.36905201,2.156,
xu2022_spring,59325.37050186,0.1728,
xu2022_spring,59325.37208842,0.0299,
xu2022_spring,59325.37392528,0.3683,
xu2022_spring,59325.37555792,3.4242,
xu2022_spring,59325.37557572,1.2075,
xu2022_spring,59325.3759071,0.0469,
xu2022_spring,59325.37962676,1.8266,
xu2022_spring,59325.37966846,2.0387,
xu2022_spring,59325.38022411,1.0269,
xu2022_spring,59325.38175305,2.2475,
xu2022_spring,59325.38297811,0.2427,
xu2022_spring,59325.38330944,0.168,
xu2022_spring,59325.38500374,0.5102,
xu2022_spring,59325.38534212,0.4664,
xu2022_spring,59325.38639409,0.3357,
xu2022_spring,59325.38796585,0.0555,
xu2022_spring,59326.22368679,0.0734,
xu2022_spring,59326.22429195,2.0688,
xu2022_spring,59326.22521533,1.0478,
xu2022_spring,59326.22648127,1.0496,
xu2022_spring,59326.22942959,0.0686,
xu2022_spring,59326.23030908,3.2613,
xu2022_spring,59326.23066383,2.6805,
xu2022_spring,59326.234671,0.0912,
xu2022_spring,59326.23592161,0.1426,
xu2022_spring,59326.24219365,3.9992,
xu2022_spring,59326.24222739,0.2173,
xu2022_spring,59326.24310829,0.4126,
xu2022_spring,59326.26663509,0.1885,
xu2022_spring,59326.26844842,2.0306,
xu2022_spring,59326.26957918,2.3053,
xu2022_spring,59326.27047428,0.3229,
xu2022_spring,59326.27319377,2.8096,
xu2022_spring,59326.278032,0.22,
xu2022_spring,59326.27932999,0.8608,
xu2022_spring,59326.28210892,4.6211,
xu2022_spring,59326.28282736,0.5651,
xu2022_spring,59326.28335958,0.279,
xu2022_spring,59326.28415166,0.4917,
xu2022_spring,59326.28513715,0.1427,
xu2022_spring,59326.30683577,0.3571,
xu2022_spring,59326.30690942,0.251,
xu2022_spring,59326.3093002,3.047,
xu2022_spring,59326.31255416,1.4698,
xu2022_spring,59326.31406985,5.0214,
xu2022_spring,59326.31457803,0.2989,
xu2022_spring,59326.31492021,2.4227,
xu2022_spring,59326.31492115,0.2019,
xu2022_spring,59326.31632863,3.9163,
xu2022_spring,59326.31845522,0.361,
xu2022_spring,59326.32987529,0.1685,
xu2022_spring,59326.33180509,0.32,
xu2022_spring,59326.33235459,0.2384,
xu2022_spring,59326.33311164,0.193,
xu2022_spring,59326.3337493,0.489,
xu2022_spring,59326.33640725,6.297,
xu2022_spring,59326.3378539,1.8891,
xu2022_spring,59326.33835265,5.2283,
xu2022_spring,59326.33978649,1.236,
xu2022_spring,59326.34093313,0.3902,
xu2022_spring,59326.34123006,0.2477,
xu2022_spring,59326.34310059,0.3432,
xu2022_spring,59326.34538567,1.1922,
xu2022_spring,59326.3465638,1.1128,
xu2022_spring,59326.35182526,0.3502,
xu2022_spring,59326.35197838,1.6784,
xu2022_spring,59326.35197886,2.5824,
xu2022_spring,59326.35257921,0.0562,
xu2022_spring,59326.3526161,0.5509,
xu2022_spring,59326.35494724,1.3022,
xu2022_spring,59326.35834528,3.8418,
xu2022_spring,59326.35835154,0.409,
xu2022_spring,59326.35866142,0.0749,
xu2022_spring,59326.36255489,0.2907,
xu2022_spring,59326.3630308,0.2053,
xu2022_spring,59326.36356704,0.0338,
xu2022_spring,59326.36406232,1.9339,
xu2022_spring,59326.36443691,3.1578,
xu2022_spring,59326.3667348,0.4288,
xu2022_spring,59326.36823192,2.4554,
xu2022_spring,59326.37033797,0.5299,
xu2022_spring,59327.21655508,2.3827,
xu2022_spring,59327.21704949,0.0274,
xu2022_spring,59327.22348311,0.115,
xu2022_spring,59327.23378155,4.1091,
xu2022_spring,59327.2361167,0.4851,
xu2022_spring,59327.25865096,0.9373,
xu2022_spring,59327.25947418,0.5605,
xu2022_spring,59327.26018673,5.292,
xu2022_spring,59327.26030519,0.0422,
xu2022_spring,59327.26177629,3.2816,
xu2022_spring,59327.26547233,0.5963,
xu2022_spring,59327.26611943,0.5066,
xu2022_spring,59327.26806406,0.0474,
xu2022_spring,59327.27052605,0.2334,
xu2022_spring,59327.27174347,0.069,
xu2022_spring,59327.27311262,0.3981,
xu2022_spring,59327.2731134,5.3304,
xu2022_spring,59327.27311403,1.2429,
xu2022_spring,59327.27502935,3.1686,
xu2022_spring,59327.27503195,3.3862,
xu2022_spring,59327.27594655,0.6656,
xu2022_spring,59327.27706288,0.1602,
xu2022_spring,59327.2773326,1.5978,
xu2022_spring,59327.30002259,0.1534,
xu2022_spring,59327.30119102,0.0587,
xu2022_spring,59327.30410491,0.5237,
xu2022_spring,59327.30743516,0.1563,
xu2022_spring,59327.30799703,1.2643,
xu2022_spring,59327.30870278,0.4405,
xu2022_spring,59327.31256787,1.4162,
xu2022_spring,59327.31336189,0.3394,
xu2022_spring,59327.31763554,1.0882,
xu2022_spring,59327.31894917,0.0818,
xu2022_spring,59327.34464401,0.987,
xu2022_spring,59327.34529116,1.3317,
xu2022_spring,59327.34599381,0.311,
xu2022_spring,59327.34667695,0.1086,
xu2022_spring,59327.34951116,0.155,
xu2022_spring,59327.34999545,0.7235,
xu2022_spring,59327.35128626,0.387,
xu2022_spring,59328.26498175,0.8506,
xu2022_spring,59328.26808393,0.0291,
xu2022_spring,59328.26836329,0.139,
xu2022_spring,59328.27080646,0.5331,
xu2022_spring,59328.27671335,0.0405,
xu2022_spring,59328.27700892,0.1576,
xu2022_spring,59328.27844731,0.6971,
xu2022_spring,59328.27944764,0.1019,
xu2022_spring,59328.28431287,1.0632,
xu2022_spring,59328.2844354,1.383,
xu2022_spring,59328.30734348,0.3459,
xu2022_spring,59328.30878252,3.7342,
xu2022_spring,59328.30972402,0.8757,
xu2022_spring,59328.31218004,0.2862,
xu2022_spring,59328.31354547,0.9466,
xu2022_spring,59328.31377355,0.1234,
xu2022_spring,59328.31561108,0.5738,
xu2022_spring,59328.31781222,1.6072,
xu2022_spring,59328.32104072,0.1682,
xu2022_spring,59328.32150018,0.2251,
xu2022_spring,59328.32285081,0.5778,
xu2022_spring,59328.32481879,2.4357,
xu2022_spring,59328.32481897,0.0677,
xu2022_spring,59328.32481953,0.3283,
xu2022_spring,59328.32666335,4.1104,
xu2022_spring,59328.34864943,0.0829,
xu2022_spring,59328.35119472,3.0114,
xu2022_spring,59328.35186722,2.2248,
xu2022_spring,59328.35204577,0.0882,
xu2022_spring,59328.35444086,1.2658,
xu2022_spring,59328.35530745,0.1424,
xu2022_spring,59328.35740264,2.108,
xu2022_spring,59328.35780915,0.199,
xu2022_spring,59328.3592195,0.4763,
xu2022_spring,59328.3596121,0.7936,
xu2022_spring,59328.36315994,4.7266,
xu2022_spring,59328.36316246,4.0059,
xu2022_spring,59328.36357664,0.3773,
xu2022_spring,59328.36391163,0.9078,
xu2022_spring,59328.36425073,0.6546,
xu2022_spring,59328.36425114,0.1048,
xu2022_spring,59328.36521381,0.4637,
xu2022_spring,59328.36546217,0.0374,
xu2022_spring,59328.36810367,0.2576,
xu2022_spring,59328.39095835,0.5576,
xu2022_spring,59328.39313651,3.4856,
xu2022_spring,59328.39406119,0.363,
xu2022_spring,59328.39513508,0.4723,
xu2022_spring,59328.39770445,0.1714,
xu2022_spring,59328.39821555,1.0554,
xu2022_spring,59328.4000689,2.8122,
xu2022_spring,59328.40061447,1.6861,
xu2022_spring,59328.40061659,1.8629,
xu2022_spring,59328.40377941,0.7376,
xu2022_spring,59328.40395984,0.0474,
xu2022_spring,59328.40407473,0.1578,
xu2022_spring,59328.40424429,0.4898,
xu2022_spring,59328.40532394,0.1525,
xu2022_spring,59328.40557505,0.049,
xu2022_spring,59328.40721494,1.0171,
xu2022_spring,59328.40912646,0.0443,
xu2022_spring,59328.40912685,0.7482,
xu2022_spring,59329.37955646,0.116,
xu2022_spring,59329.38080024,0.3552,
xu2022_spring,59329.38080157,1.1317,
xu2022_spring,59329.38246917,1.1318,
xu2022_spring,59329.38339006,0.5842,
xu2022_spring,59329.3838111,8.9234,
xu2022_spring,59329.38495518,0.0819,
xu2022_spring,59329.38526438,2.5614,
xu2022_spring,59329.38819366,2.5206,
xu2022_spring,59329.38863562,1.8112,
xu2022_spring,59329.39113605,3.5018,
xu2022_spring,59329.39194853,0.3522,
xu2022_spring,59329.39439261,4.3909,
xu2022_spring,59329.39600982,0.2658,
xu2022_spring,59329.39613561,1.3186,
xu2022_spring,59329.39687076,0.2107,
xu2022_spring,59329.39701316,0.2824,
xu2022_spring,59329.39759555,0.065,
xu2022_spring,59329.40351034,0.3216,
xu2022_spring,59329.40551899,1.4021,
xu2022_spring,59329.41237566,0.6158,
xu2022_spring,59329.41365464,0.4274,
xu2022_spring,59329.41504886,0.0386,
xu2022_spring,59329.41543753,1.5232,
xu2022_spring,59329.41543797,0.9224,
xu2022_spring,59329.41606972,0.2277,
xu2022_spring,59329.41721977,0.0539,
xu2022_spring,59329.41819288,0.7141,
xu2022_spring,59329.42616871,2.6312,
xu2022_spring,59329.42628078,0.0915,
xu2022_spring,59329.4318102,0.2157,
xu2022_spring,59329.43190342,0.7114,
xu2022_spring,59329.43273091,1.8616,
xu2022_spring,59329.43372869,0.3352,
xu2022_spring,59329.4362968,0.4512,
xu2022_spring,59329.43629749,1.3136,
xu2022_spring,59329.4378213,0.2445,
xu2022_spring,59330.24633082,0.244,
xu2022_spring,59330.24719378,0.0427,
xu2022_spring,59330.24741629,0.2291,
xu2022_spring,59330.24818026,0.18,
xu2022_spring,59330.24827539,0.2141,
xu2022_spring,59330.24839078,0.019,
xu2022_spring,59330.24919622,1.8746,
xu2022_spring,59330.25321582,2.9666,
xu2022_spring,59330.25321653,0.8323,
xu2022_spring,59330.2542488,0.1658,
xu2022_spring,59330.2561904,0.1774,
xu2022_spring,59330.25755249,0.3674,
xu2022_spring,59330.25944855,1.3285,
xu2022_spring,59330.28268913,0.0757,
xu2022_spring,59330.28472792,1.0296,
xu2022_spring,59330.28534418,0.3002,
xu2022_spring,59330.2862232,0.2045,
xu2022_spring,59330.28642618,0.1859,
xu2022_spring,59330.28733537,2.1109,
xu2022_spring,59330.28857376,1.0027,
xu2022_spring,59330.29074769,0.0877,
xu2022_spring,59330.29074875,0.1611,
xu2022_spring,59330.29138536,0.6976,
xu2022_spring,59330.29472959,0.3058,
xu2022_spring,59330.29739274,0.0261,
xu2022_spring,59330.29739335,0.1203,
xu2022_spring,59330.29861227,3.633,
xu2022_spring,59330.32438628,1.4293,
xu2022_spring,59330.32458497,0.8086,
xu2022_spring,59330.32564148,2.3602,
xu2022_spring,59330.32696208,0.1949,
xu2022_spring,59330.32870424,1.9965,
xu2022_spring,59330.32917014,0.467,
xu2022_spring,59330.32924726,6.0986,
xu2022_spring,59330.33064991,6.4882,
xu2022_spring,59330.33169814,0.7558,
xu2022_spring,59330.33235697,2.5934,
xu2022_spring,59330.33556843,0.4,
xu2022_spring,59330.33556887,3.5467,
xu2022_spring,59330.33630363,0.911,
xu2022_spring,59330.33730884,1.7731,
xu2022_spring,59330.33839066,0.0403,
xu2022_spring,59330.34009123,1.145,
xu2022_spring,59330.34089628,3.8117,
xu2022_spring,59330.34103506,0.2221,
xu2022_spring,59330.34359431,0.2446,
xu2022_spring,59330.3684994,0.1115,
xu2022_spring,59330.37427718,0.5326,
xu2022_spring,59330.37595629,0.9541,
xu2022_spring,59330.37597614,0.2242,
xu2022_spring,59331.26315344,0.1339,
xu2022_spring,59331.26315452,0.389,
xu2022_spring,59331.26370546,0.0418,
xu2022_spring,59331.26428599,0.2144,
xu2022_spring,59331.26757494,0.7232,
xu2022_spring,59331.26855025,0.833,
xu2022_spring,59331.26861094,0.1638,
xu2022_spring,59331.2711536,0.325,
xu2022_spring,59331.27115521,3.3939,
xu2022_spring,59331.27261791,0.2498,
xu2022_spring,59331.27347755,0.7102,
xu2022_spring,59331.27347954,0.2778,
xu2022_spring,59331.27441052,0.125,
xu2022_spring,59331.27474448,2.1565,
xu2022_spring,59331.2762166,0.1982,
xu2022_spring,59331.27671389,0.0738,
xu2022_spring,59331.27709163,2.5254,
xu2022_spring,59331.30691031,0.9536,
xu2022_spring,59331.30724223,2.3014,
xu2022_spring,59331.30827874,0.0883,
xu2022_spring,59331.31313595,0.2373,
xu2022_spring,59331.31393413,0.2715,
xu2022_spring,59331.314656,0.1864,
xu2022_spring,59331.31652999,0.1765,
xu2022_spring,59331.31924004,0.652,
xu2022_spring,59331.32108157,0.4443,
xu2022_spring,59331.32227526,1.3792,
xu2022_spring,59331.32279122,0.5755,
xu2022_spring,59331.34647934,0.1021,
xu2022_spring,59331.34670235,0.2386,
xu2022_spring,59331.34907693,0.2886,
xu2022_spring,59331.35180928,0.6894,
xu2022_spring,59331.35344488,2.4214,
xu2022_spring,59331.35934004,1.5576,
xu2022_spring,59331.36012354,2.6211,
xu2022_spring,59331.36574152,0.164,
xu2022_spring,59331.3935459,1.5778,
xu2022_spring,59331.39468755,0.3627,
xu2022_spring,59331.39636504,0.8454,
xu2022_spring,59331.3988473,0.0706,
xu2022_spring,59331.39956572,0.1598,
xu2022_spring,59331.4049897,5.0654,
xu2022_spring,59331.40543201,0.3779,
xu2022_spring,59334.22724451,0.4019,
xu2022_spring,59334.22771053,1.9835,
xu2022_spring,59334.22904467,0.1517,
xu2022_spring,59334.23072269,8.7661,
xu2022_spring,59334.23239181,3.1725,
xu2022_spring,59334.23327347,0.2821,
xu2022_spring,59334.23482511,0.1098,
xu2022_spring,59334.23663707,2.9966,
xu2022_spring,59334.23752137,0.0493,
xu2022_spring,59334.23950151,4.6027,
xu2022_spring,59334.23977441,8.6952,
xu2022_spring,59334.24002438,0.5512,
xu2022_spring,59334.24002558,0.1482,
xu2022_spring,59334.24075572,0.0586,
xu2022_spring,59334.24137133,0.0538,
xu2022_spring,59334.2454273,0.2318,
xu2022_spring,59334.24551321,0.2013,
xu2022_spring,59334.26806997,2.0667,
xu2022_spring,59334.26866879,0.0522,
xu2022_spring,59334.26971571,0.6525,
xu2022_spring,59334.26971616,0.1944,
xu2022_spring,59334.27421948,0.968,
xu2022_spring,59334.2773292,0.1934,
xu2022_spring,59334.27733157,0.407,
xu2022_spring,59334.27737527,1.4699,
xu2022_spring,59334.27867345,2.3507,
xu2022_spring,59334.2794249,1.4651,
xu2022_spring,59334.27984816,2.7141,
xu2022_spring,59334.28045931,0.6125,
xu2022_spring,59334.2824823,0.3862,
xu2022_spring,59334.28485442,0.2571,
xu2022_spring,59334.28556337,0.2397,
xu2022_spring,59334.28666373,0.2514,
xu2022_spring,59334.31055837,0.5453,
xu2022_spring,59334.31145812,0.1402,
xu2022_spring,59334.31169967,1.2781,
xu2022_spring,59334.31227801,0.1314,
xu2022_spring,59334.31227839,0.4526,
xu2022_spring,59334.31338179,0.6093,
xu2022_spring,59334.3146775,0.1582,
xu2022_spring,59334.31504319,0.7624,
xu2022_spring,59334.31568173,1.2144,
xu2022_spring,59334.31659792,0.4186,
xu2022_spring,59334.31735295,0.0598,
xu2022_spring,59334.31777544,1.6251,
xu2022_spring,59334.31885127,2.3069,
xu2022_spring,59334.31927413,0.1325,
xu2022_spring,59334.31969281,1.4862,
xu2022_spring,59334.319693,0.2901,
xu2022_spring,59334.32077967,1.3366,
xu2022_spring,59334.32084723,1.5272,
xu2022_spring,59334.32093413,0.1707,
xu2022_spring,59334.32169636,0.1477,
xu2022_spring,59334.32204813,3.1893,
xu2022_spring,59334.32289951,4.601,
xu2022_spring,59334.32483193,0.804,
xu2022_spring,59334.32495303,9.1283,
xu2022_spring,59334.32769317,0.0173,
xu2022_spring,59334.32838334,0.7346,
xu2022_spring,59334.32838368,0.5778,
xu2022_spring,59334.35808034,2.2203,
xu2022_spring,59334.358275,0.2168,
xu2022_spring,59334.35918867,0.5176,
xu2022_spring,59334.35965411,14.2962,
xu2022_spring,59334.3611034,0.1248,
xu2022_spring,59334.36349036,5.8696,
xu2022_spring,59334.36379628,0.1667,
xu2022_spring,59334.36415006,0.1387,
xu2022_spring,59334.36457395,1.1437,
xu2022_spring,59334.36669429,0.0922,
xu2022_spring,59334.37164512,0.0402,
xu2022_spring,59334.37218059,0.1149,
xu2022_spring,59334.37428185,0.237,
xu2022_spring,59334.37443828,0.3144,
xu2022_spring,59334.37444564,0.1229,
xu2022_spring,59334.37495507,8.5162,
xu2022_spring,59334.37495557,0.9674,
xu2022_spring,59336.21508682,1.2227,
xu2022_spring,59336.21799926,0.0907,
xu2022_spring,59336.21942432,3.681,
xu2022_spring,59336.22010264,0.0253,
xu2022_spring,59336.22027441,0.4568,
xu2022_spring,59336.22532921,2.432,
xu2022_spring,59336.23002516,0.0506,
xu2022_spring,59336.23043304,0.2598,
xu2022_spring,59336.24787945,0.2251,
xu2022_spring,59336.2489936,1.364,
xu2022_spring,59336.25056052,0.6003,
xu2022_spring,59336.25084203,0.8491,
xu2022_spring,59336.25475282,0.8099,
xu2022_spring,59336.25717592,0.2026,
xu2022_spring,59336.25743848,0.0448,
xu2022_spring,59336.26036925,0.5862,
xu2022_spring,59336.26151212,0.064,
xu2022_spring,59336.26222465,0.1976,
xu2022_spring,59336.26562277,0.9634,
