episode,mjd,fluence_jyms,energy_erg
xu2022_spring,59336.26562312,0.123,
xu2022_spring,59336.26569182,0.3016,
xu2022_spring,59336.31132608,1.2042,
xu2022_spring,59336.31360892,0.8336,
xu2022_spring,59336.31682042,1.5466,
xu2022_spring,59336.31704369,0.7758,
xu2022_spring,59336.32137353,0.2558,
xu2022_spring,59336.3214585,4.4286,
xu2022_spring,59336.3219974,2.2162,
xu2022_spring,59336.32208534,4.236,
xu2022_spring,59336.32549015,0.2139,
xu2022_spring,59336.32735375,0.1888,
xu2022_spring,59336.35773243,0.3869,
xu2022_spring,59336.35961969,6.1181,
xu2022_spring,59336.36726261,0.8461,
xu2022_spring,59336.3683214,0.171,
xu2022_spring,59336.36924148,0.8461,
xu2022_spring,59336.37072521,2.8256,
xu2022_spring,59337.20867753,0.0586,
xu2022_spring,59337.21365241,0.128,
xu2022_spring,59337.21410828,0.4757,
xu2022_spring,59337.21410851,0.1277,
xu2022_spring,59337.2169293,4.4662,
xu2022_spring,59337.2172778,1.2165,
xu2022_spring,59337.21727814,3.8381,
xu2022_spring,59337.21951783,0.4424,
xu2022_spring,59337.21954503,5.0747,
xu2022_spring,59337.22246539,1.2275,
xu2022_spring,59337.22246564,0.5749,
xu2022_spring,59337.22246624,2.7474,
xu2022_spring,59337.2242447,2.0325,
xu2022_spring,59337.22517282,0.2851,
xu2022_spring,59337.24895942,0.368,
xu2022_spring,59337.25081486,1.7443,
xu2022_spring,59337.25094977,6.3784,
xu2022_spring,59337.25106334,4.097,
xu2022_spring,59337.25415287,1.46,
xu2022_spring,59337.25495273,0.1386,
xu2022_spring,59337.25606476,0.2298,
xu2022_spring,59337.25845278,1.8482,
xu2022_spring,59337.25890703,2.6533,
xu2022_spring,59337.26112323,2.1611,
xu2022_spring,59337.26180855,0.1205,
xu2022_spring,59337.26626927,0.1402,
xu2022_spring,59337.26655183,0.033,
xu2022_spring,59337.2666345,0.0406,
xu2022_spring,59337.26675032,5.8158,
xu2022_spring,59337.26693287,0.2869,
xu2022_spring,59337.28855866,1.0315,
xu2022_spring,59337.29035382,0.0555,
xu2022_spring,59337.29035387,0.0803,
xu2022_spring,59337.29196832,3.7149,
xu2022_spring,59337.29422743,1.8486,
xu2022_spring,59337.29521481,1.1008,
xu2022_spring,59337.29583209,0.2618,
xu2022_spring,59337.29711661,1.4054,
xu2022_spring,59337.2984469,0.0819,
xu2022_spring,59337.3055235,0.1699,
xu2022_spring,59337.30558969,0.7934,
xu2022_spring,59337.30573704,2.1267,
xu2022_spring,59337.30682411,6.82,
xu2022_spring,59337.33037032,5.0323,
xu2022_spring,59337.33049481,9.1627,
xu2022_spring,59337.33093505,0.0248,
xu2022_spring,59337.33186455,0.2698,
xu2022_spring,59337.33214608,0.2309,
xu2022_spring,59337.33462689,0.1392,
xu2022_spring,59337.34005841,0.0496,
xu2022_spring,59337.34077833,0.052,
xu2022_spring,59337.3409279,0.2333,
xu2022_spring,59337.34117331,0.0283,
xu2022_spring,59337.34161246,0.2182,
xu2022_spring,59337.34486786,0.1949,
xu2022_spring,59337.34486815,0.2189,
xu2022_spring,59337.34545458,0.5374,
xu2022_spring,59337.34614237,1.2634,
xu2022_spring,59337.34678624,67.3181,
xu2022_spring,59337.34727845,0.0936,
xu2022_spring,59337.34748943,0.4227,
xu2022_spring,59337.34885658,0.0413,
xu2022_spring,59337.35026273,3.6491,
xu2022_spring,59338.28506274,5.1923,
xu2022_spring,59338.28528115,2.8266,
xu2022_spring,59338.28619658,0.0325,
xu2022_spring,59338.28838632,0.0304,
xu2022_spring,59338.28841056,0.2634,
xu2022_spring,59338.28841091,3.985,
xu2022_spring,59338.29247468,0.0486,
xu2022_spring,59338.38105811,1.3229,
xu2022_spring,59338.38552766,0.1838,
xu2022_spring,59338.38790917,0.1482,
xu2022_spring,59338.39030769,0.4678,
xu2022_spring,59338.39113479,7.3864,
xu2022_spring,59339.25886179,5.4051,
xu2022_spring,59339.25912113,0.3539,
xu2022_spring,59339.2593443,2.0499,
xu2022_spring,59339.26818669,0.2742,
xu2022_spring,59339.26866625,0.1062,
xu2022_spring,59339.26866637,0.2066,
xu2022_spring,59339.26882189,8.9125,
xu2022_spring,59339.26882257,13.9768,
xu2022_spring,59339.2688228,0.0592,
xu2022_spring,59339.2707395,0.6453,
xu2022_spring,59339.27306362,0.955,
xu2022_spring,59339.2735771,2.8328,
xu2022_spring,59339.27593821,2.0429,
xu2022_spring,59339.27640282,0.3563,
xu2022_spring,59339.27694986,1.033,
xu2022_spring,59339.31455396,0.687,
xu2022_spring,59339.31748351,7.2827,
xu2022_spring,59339.31989185,1.6378,
xu2022_spring,59339.32651839,0.076,
xu2022_spring,59340.18514694,0.0739,
xu2022_spring,59340.19152169,0.072,
xu2022_spring,59340.19152181,0.0653,
xu2022_spring,59340.19554215,0.2592,
xu2022_spring,59340.19628755,0.1712,
xu2022_spring,59340.22398683,0.1435,
xu2022_spring,59340.22777277,1.1336,
xu2022_spring,59340.23449978,0.7677,
xu2022_spring,59340.23737366,0.3147,
xu2022_spring,59340.25561066,0.5811,
xu2022_spring,59340.26086666,0.0526,
xu2022_spring,59340.2608671,0.603,
xu2022_spring,59340.26886421,1.5115,
xu2022_spring,59340.27086344,0.1877,
xu2022_spring,59340.27326175,0.2638,
xu2022_spring,59340.2899977,3.6706,
xu2022_spring,59340.28999865,3.5485,
xu2022_spring,59340.29580657,0.085,
xu2022_spring,59340.29926125,0.528,
xu2022_spring,59341.20531234,5.3712,
xu2022_spring,59341.21163534,1.1222,
xu2022_spring,59341.21472685,0.1907,
xu2022_spring,59341.24565904,0.1832,
xu2022_spring,59341.25919867,0.3202,
xu2022_spring,59341.28677148,0.7238,
xu2022_spring,59341.29029176,0.695,
xu2022_spring,59341.292702,0.0981,
xu2022_spring,59341.29479541,3.6832,
xu2022_spring,59341.29668227,0.1494,
xu2022_spring,59341.32681161,0.5411,
xu2022_spring,59341.33826045,1.0298,
xu2022_spring,59341.34035408,4.8998,
xu2022_spring,59343.1918873,0.9259,
xu2022_spring,59343.19925552,1.9802,
xu2022_spring,59343.20046467,0.1883,
xu2022_spring,59343.2061529,0.3022,
xu2022_spring,59343.20615307,0.1456,
xu2022_spring,59343.20615327,2.4651,
xu2022_spring,59343.25236438,0.7144,
xu2022_spring,59343.27736997,0.6923,
xu2022_spring,59343.28711688,7.1422,
xu2022_spring,59343.28746849,0.1432,
xu2022_spring,59343.28873312,0.3075,
xu2022_spring,59343.29334755,0.4024,
xu2022_spring,59343.33080068,10.908,
xu2022_spring,59344.22692407,0.3315,
xu2022_spring,59344.23566547,0.0722,
xu2022_spring,59344.26734254,0.1306,
xu2022_spring,59344.27742987,4.7126,
xu2022_spring,59344.28431463,0.9403,
xu2022_spring,59344.31271465,1.6442,
xu2022_spring,59344.31578339,2.8586,
xu2022_spring,59344.32075871,0.0538,
xu2022_spring,59344.32383271,0.3885,
xu2022_spring,59344.32672784,0.471,
xu2022_spring,59344.35994101,0.0914,
xu2022_spring,59345.23374948,5.9741,
xu2022_spring,59345.24685277,0.4538,
xu2022_spring,59345.27403733,1.0653,
xu2022_spring,59345.27999813,0.4821,
xu2022_spring,59345.28382379,2.3758,
xu2022_spring,59345.28494796,0.564,
xu2022_spring,59345.28514739,0.2851,
xu2022_spring,59345.31441404,0.0688,
xu2022_spring,59345.31868507,0.4224,
xu2022_spring,59345.31890597,2.3309,
xu2022_spring,59345.32012669,0.5078,
xu2022_spring,59345.32259821,0.941,
xu2022_spring,59345.32988872,0.3885,
xu2022_spring,59345.35482943,8.2272,
xu2022_spring,59345.35824606,3.1491,
xu2022_spring,59345.36201462,0.0323,
xu2022_spring,59345.36224064,0.5677,
xu2022_spring,59345.36430673,0.6061,
xu2022_spring,59345.370773,0.0998,
xu2022_spring,59346.28128641,0.4917,
xu2022_spring,59346.2818807,0.5694,
xu2022_spring,59346.2862951,6.1142,
xu2022_spring,59346.28846011,0.2282,
xu2022_spring,59346.29415408,0.2261,
xu2022_spring,59346.30371259,0.2656,
xu2022_spring,59346.30511533,7.1408,
xu2022_spring,59346.32045223,0.2067,
xu2022_spring,59346.33595841,1.84,
xu2022_spring,59346.34630164,0.4518,
xu2022_spring,59346.34713844,4.736,
xu2022_spring,59346.35001195,6.6064,
xu2022_spring,59346.35063513,5.0976,
xu2022_spring,59346.36140552,0.4142,
xu2022_spring,59346.36932554,0.2285,
xu2022_spring,59346.37427823,1.0275,
xu2022_spring,59347.16154643,0.5434,
xu2022_spring,59347.17321397,3.8787,
xu2022_spring,59347.1735252,0.387,
xu2022_spring,59347.17352606,5.4728,
xu2022_spring,59347.17352682,1.8523,
xu2022_spring,59347.17813641,0.4971,
xu2022_spring,59347.18072107,1.4955,
xu2022_spring,59347.21982524,0.1418,
xu2022_spring,59347.2230844,0.0827,
xu2022_spring,59347.22336039,0.6317,
xu2022_spring,59347.22336114,1.2099,
xu2022_spring,59347.22336141,3.373,
xu2022_spring,59347.22609376,0.0995,
xu2022_spring,59347.2311343,0.1666,
xu2022_spring,59347.24496833,1.4942,
xu2022_spring,59347.24595348,1.1306,
xu2022_spring,59347.2476943,1.3654,
xu2022_spring,59347.24931406,0.6797,
xu2022_spring,59347.25799509,7.3205,
xu2022_spring,59347.25842779,1.7062,
xu2022_spring,59347.26034478,1.8598,
xu2022_spring,59347.26064394,0.2984,
xu2022_spring,59347.29470484,3.6853,
xu2022_spring,59347.29703767,0.2408,
xu2022_spring,59347.30172229,0.3338,
xu2022_spring,59348.19316267,18.999,
xu2022_spring,59348.19341907,0.3702,
xu2022_spring,59348.19582139,0.0507,
xu2022_spring,59348.19675285,0.2384,
xu2022_spring,59348.19925515,2.752,
xu2022_spring,59348.19994775,8.5179,
xu2022_spring,59348.20213781,0.0962,
xu2022_spring,59348.20293422,0.2008,
xu2022_spring,59348.2032183,1.7232,
xu2022_spring,59348.2033057,3.2203,
xu2022_spring,59348.22902245,0.2202,
xu2022_spring,59348.23223672,0.2691,
xu2022_spring,59348.23223716,2.1517,
xu2022_spring,59348.23223765,8.9341,
xu2022_spring,59348.23456777,0.1314,
xu2022_spring,59348.23743059,0.4488,
xu2022_spring,59348.23782254,0.5325,
xu2022_spring,59348.23787045,2.2054,
xu2022_spring,59348.23852642,0.6789,
xu2022_spring,59348.23938347,2.9626,
xu2022_spring,59348.23981135,1.8045,
xu2022_spring,59348.24157808,0.2035,
xu2022_spring,59348.27221756,6.6238,
xu2022_spring,59348.27268589,1.507,
xu2022_spring,59348.27268632,0.4325,
xu2022_spring,59348.2728978,0.2144,
xu2022_spring,59348.2783429,0.0771,
xu2022_spring,59348.27893755,5.8384,
xu2022_spring,59348.27893804,1.5749,
xu2022_spring,59348.27893908,5.336,
xu2022_spring,59348.27907879,0.0397,
xu2022_spring,59348.28252731,0.7053,
xu2022_spring,59348.28658023,1.8363,
xu2022_spring,59348.2880697,0.6146,
xu2022_spring,59348.32720271,1.0536,
xu2022_spring,59348.32743517,0.4019,
xu2022_spring,59348.33435516,0.3336,
xu2022_spring,59348.33435667,0.1957,
xu2022_spring,59348.33440446,1.3277,
xu2022_spring,59348.33440499,0.3496,
xu2022_spring,59348.33456101,0.9531,
xu2022_spring,59348.3362635,2.7152,
xu2022_spring,59348.33626391,2.168,
xu2022_spring,59348.33736929,0.7546,
xu2022_spring,59349.16941135,0.3709,
xu2022_spring,59349.17004785,0.0562,
xu2022_spring,59349.17649181,0.8533,
xu2022_spring,59349.17746006,0.1008,
xu2022_spring,59349.17844731,3.2741,
xu2022_spring,59349.21021295,0.3734,
xu2022_spring,59349.21215865,0.1618,
xu2022_spring,59349.21570177,0.0939,
xu2022_spring,59349.21570338,0.2579,
xu2022_spring,59349.2157422,0.8979,
xu2022_spring,59349.21574256,2.2245,
xu2022_spring,59349.21911392,0.4349,
xu2022_spring,59349.22078316,1.489,
xu2022_spring,59349.22085059,3.828,
xu2022_spring,59349.24655726,1.9499,
xu2022_spring,59349.2467993,3.039,
xu2022_spring,59349.25157901,0.6168,
xu2022_spring,59349.25376112,4.8134,
xu2022_spring,59349.25612398,6.2534,
xu2022_spring,59349.29663317,0.1414,
xu2022_spring,59349.29722798,0.0899,
xu2022_spring,59349.29812516,0.9762,
xu2022_spring,59349.30009114,1.1574,
xu2022_spring,59349.3057965,0.1715,
xu2022_spring,59349.30826087,0.9723,
xu2022_spring,59349.30981855,1.1413,
xu2022_spring,59350.1632802,2.6296,
xu2022_spring,59350.16337726,4.0291,
xu2022_spring,59350.16539963,1.0974,
xu2022_spring,59350.16803561,0.3365,
xu2022_spring,59350.17929953,2.0912,
xu2022_spring,59350.18310923,2.7541,
xu2022_spring,59350.20477816,0.1595,
xu2022_spring,59350.20697739,0.2349,
xu2022_spring,59350.20870506,0.5445,
xu2022_spring,59350.21170671,0.061,
xu2022_spring,59350.21642105,7.184,
xu2022_spring,59350.21826975,0.1174,
xu2022_spring,59350.22018323,0.9125,
xu2022_spring,59350.22458927,1.0613,
xu2022_spring,59350.25453149,0.4362,
xu2022_spring,59350.25461922,1.2624,
xu2022_spring,59350.25477093,0.0696,
xu2022_spring,59350.25555074,3.6626,
xu2022_spring,59350.25672218,0.0744,
xu2022_spring,59350.25734563,0.9026,
xu2022_spring,59350.25826963,0.5453,
xu2022_spring,59350.25832278,0.3355,
xu2022_spring,59350.25947142,0.1936,
xu2022_spring,59350.2602241,1.4406,
xu2022_spring,59350.26389588,0.8251,
xu2022_spring,59350.26423821,0.3659,
xu2022_spring,59350.26468297,2.6115,
xu2022_spring,59350.26468395,2.1448,
xu2022_spring,59350.26566916,2.3248,
xu2022_spring,59350.26981598,2.2952,
xu2022_spring,59350.2712731,0.1234,
xu2022_spring,59350.27162472,0.569,
xu2022_spring,59350.30391067,0.5003,
xu2022_spring,59350.30418596,0.204,
xu2022_spring,59350.30884618,3.4562,
xu2022_spring,59350.31406455,0.3275,
xu2022_spring,59350.31619525,2.8661,
xu2022_spring,59350.31746066,0.8126,
xu2022_spring,59350.31889995,1.7147,
xu2022_spring,59351.16745942,3.7098,
xu2022_spring,59351.16870006,0.8384,
xu2022_spring,59351.17113256,0.404,
xu2022_spring,59351.17114056,1.4102,
xu2022_spring,59351.17338571,2.7406,
xu2022_spring,59351.17638351,0.2475,
xu2022_spring,59351.18102874,0.6584,
xu2022_spring,59351.18153699,0.1069,
xu2022_spring,59351.18172217,2.1029,
xu2022_spring,59351.19515117,1.507,
xu2022_spring,59351.19518402,7.4862,
xu2022_spring,59351.20417755,0.0432,
xu2022_spring,59351.2071598,0.1898,
xu2022_spring,59351.20751707,0.876,
xu2022_spring,59351.20772878,2.9138,
xu2022_spring,59351.20782843,0.2797,
xu2022_spring,59351.20941892,0.0867,
xu2022_spring,59351.21070246,3.7042,
xu2022_spring,59351.21286974,0.1226,
xu2022_spring,59351.21416748,0.237,
xu2022_spring,59351.22858857,5.377,
xu2022_spring,59351.22971357,4.3258,
xu2022_spring,59351.2325624,0.0494,
xu2022_spring,59351.23314186,0.1704,
xu2022_spring,59351.23746591,0.179,
xu2022_spring,59351.23911104,0.096,
xu2022_spring,59351.23956592,0.3101,
xu2022_spring,59351.2406324,4.4907,
xu2022_spring,59351.24545601,0.2826,
xu2022_spring,59351.25713474,0.1245,
xu2022_spring,59351.2587999,0.0794,
xu2022_spring,59351.25902807,0.1992,
xu2022_spring,59351.25908601,6.375,
xu2022_spring,59351.25927182,0.1875,
xu2022_spring,59351.26018589,4.7746,
xu2022_spring,59351.26425141,0.0339,
xu2022_spring,59351.26469927,0.2179,
xu2022_spring,59351.26523343,0.2504,
xu2022_spring,59351.26641201,1.3278,
xu2022_spring,59351.26845276,0.0739,
xu2022_spring,59351.27318189,2.272,
xu2022_spring,59351.27353582,0.0798,
xu2022_spring,59351.27389332,2.7875,
xu2022_spring,59352.24649245,0.2691,
xu2022_spring,59352.24698453,3.9635,
xu2022_spring,59352.25657497,0.1384,
xu2022_spring,59352.25841741,0.3126,
xu2022_spring,59352.25983048,0.1139,
xu2022_spring,59352.26433013,3.7299,
xu2022_spring,59352.26521117,1.8699,
xu2022_spring,59352.26521152,2.5285,
xu2022_spring,59352.27763902,5.2958,
xu2022_spring,59352.27847276,1.4296,
xu2022_spring,59352.27980775,1.6368,
xu2022_spring,59352.28037754,0.1187,
xu2022_spring,59352.28037771,0.591,
xu2022_spring,59352.28323584,2.9595,
xu2022_spring,59352.2834973,0.2827,
xu2022_spring,59352.28844098,1.1064,
xu2022_spring,59352.29075715,5.7181,
xu2022_spring,59352.2917396,1.821,
xu2022_spring,59352.2975334,1.0518,
xu2022_spring,59352.31099644,0.5646,
xu2022_spring,59352.31476273,1.488,
xu2022_spring,59352.31860418,0.4624,
xu2022_spring,59352.3188125,1.8942,
xu2022_spring,59352.31990417,0.2354,
xu2022_spring,59352.32113535,0.7507,
xu2022_spring,59352.32133453,0.3573,
xu2022_spring,59352.32175859,1.0365,
xu2022_spring,59352.32234058,2.0654,
xu2022_spring,59352.32685772,0.0886,
xu2022_spring,59352.32811732,0.5085,
xu2022_spring,59352.34066151,0.0693,
xu2022_spring,59352.34198467,0.9771,
xu2022_spring,59352.34206647,0.5766,
xu2022_spring,59352.34261891,0.2414,
xu2022_spring,59352.3448861,0.1787,
xu2022_spring,59352.34979265,1.2152,
xu2022_spring,59352.3520266,0.3322,
xu2022_spring,59352.35286421,3.625,
xu2022_spring,59352.35379991,0.4917,
xu2022_spring,59352.35739724,0.3974,
xu2022_spring,59352.35739846,0.7954,
xu2022_spring,59353.23346763,0.3016,
xu2022_spring,59353.23892472,0.095,
xu2022_spring,59353.23950966,1.9678,
xu2022_spring,59353.24054126,1.5698,
xu2022_spring,59353.24098763,4.531,
xu2022_spring,59353.2450196,1.2824,
xu2022_spring,59353.24583221,0.631,
xu2022_spring,59353.24670587,1.0075,
xu2022_spring,59353.24903576,4.6611,
xu2022_spring,59353.24990553,0.879,
xu2022_spring,59353.25221895,0.1333,
xu2022_spring,59353.25221913,0.2901,
xu2022_spring,59353.25224944,0.0934,
xu2022_spring,59353.25232865,0.3021,
xu2022_spring,59353.27669605,0.1035,
xu2022_spring,59353.27672302,0.791,
xu2022_spring,59353.27712275,0.5445,
xu2022_spring,59353.27829588,0.6168,
xu2022_spring,59353.27880058,0.2523,
xu2022_spring,59353.27913539,0.4125,
xu2022_spring,59353.28128512,0.735,
xu2022_spring,59353.28159655,0.1997,
xu2022_spring,59353.28348133,0.229,
xu2022_spring,59353.28483328,0.7893,
xu2022_spring,59353.28716186,0.7467,
xu2022_spring,59353.29212138,0.9437,
xu2022_spring,59353.29244434,0.1344,
xu2022_spring,59354.13845308,1.74,
xu2022_spring,59354.14136731,0.2096,
xu2022_spring,59354.1438,0.3795,
xu2022_spring,59354.14380022,2.1866,
xu2022_spring,59354.14765369,0.4602,
xu2022_spring,59354.14774236,0.0445,
xu2022_spring,59354.14931889,3.0586,
xu2022_spring,59354.15119562,0.7605,
xu2022_spring,59354.15192864,0.9469,
xu2022_spring,59354.15432579,0.459,
xu2022_spring,59354.1546943,0.1163,
xu2022_spring,59354.15671287,3.272,
xu2022_spring,59354.15724957,0.6557,
xu2022_spring,59354.17790768,0.096,
xu2022_spring,59354.17898339,1.8291,
xu2022_spring,59354.18195936,0.3048,
xu2022_spring,59354.18319454,0.1838,
xu2022_spring,59354.18342933,0.2152,
xu2022_spring,59354.18587368,0.3536,
xu2022_spring,59354.18850597,6.201,
xu2022_spring,59354.18896704,0.2672,
xu2022_spring,59354.19102709,0.1466,
xu2022_spring,59354.19241744,0.084,
xu2022_spring,59357.13344239,0.8299,
xu2022_spring,59357.13366943,0.1725,
xu2022_spring,59357.13398594,2.5806,
xu2022_spring,59357.13492595,2.5318,
xu2022_spring,59357.13695923,0.1682,
xu2022_spring,59357.13734964,0.3659,
xu2022_spring,59357.13826591,0.1213,
xu2022_spring,59357.13927858,0.6469,
xu2022_spring,59357.13927904,0.844,
xu2022_spring,59357.14045876,2.1742,
xu2022_spring,59357.14468673,0.8315,
xu2022_spring,59357.14468764,0.1067,
xu2022_spring,59357.14468783,0.1248,
xu2022_spring,59357.16694689,0.5141,
xu2022_spring,59357.1673143,0.4374,
xu2022_spring,59357.16796822,0.084,
xu2022_spring,59357.16890181,1.0613,
xu2022_spring,59357.16890238,3.1958,
xu2022_spring,59357.16911574,0.5586,
xu2022_spring,59357.16952447,0.0853,
xu2022_spring,59357.16983605,0.3811,
xu2022_spring,59357.17110804,0.1707,
xu2022_spring,59357.17437071,1.4378,
xu2022_spring,59357.17918816,0.1173,
xu2022_spring,59357.17918928,0.5819,
xu2022_spring,59357.1823314,0.288,
xu2022_spring,59357.18411592,5.0285,
xu2022_spring,59357.18437713,0.0909,
xu2022_spring,59360.12505553,0.061,
xu2022_spring,59360.12564555,0.071,
xu2022_spring,59360.13125764,0.8635,
xu2022_spring,59360.13177791,1.7717,
xu2022_spring,59360.13226661,0.3552,
xu2022_spring,59360.13427254,0.073,
xu2022_spring,59360.13427267,1.6765,
xu2022_spring,59360.13427404,1.5976,
xu2022_spring,59360.13584138,0.3014,
xu2022_spring,59360.13744953,0.5099,
xu2022_spring,59360.13880098,1.9242,
xu2022_spring,59360.14438381,2.3798,
xu2022_spring,59360.15951605,0.9843,
xu2022_spring,59360.16561676,0.345,
xu2022_spring,59360.16717848,2.4693,
xu2022_spring,59360.16758728,4.2306,
xu2022_spring,59360.16818151,0.0659,
xu2022_spring,59360.16818473,0.3451,
xu2022_spring,59360.16836278,0.1581,
xu2022_spring,59360.16864957,1.876,
xu2022_spring,59360.16902366,3.7848,
xu2022_spring,59360.17246319,0.159,
xu2022_spring,59360.17382038,0.6699,
xu2022_spring,59360.17413031,1.3518,
xu2022_spring,59360.17561689,0.0482,
xu2022_spring,59360.17605194,6.3206,
xu2022_spring,59360.17697507,0.9506,
xu2022_spring,59360.17900902,2.3163,
zhangyk2022_autumn,59482.944514719,0.041,1.15e+37
zhangyk2022_autumn,59482.946731974,0.108,3.02e+37
zhangyk2022_autumn,59482.947007613,0.026,7.28e+36
zhangyk2022_autumn,59482.94712126,0.02,5.6e+36
zhangyk2022_autumn,59482.94735591,0.043,1.2e+37
zhangyk2022_autumn,59482.947576756,0.031,8.68e+36
zhangyk2022_autumn,59482.947690227,1.787,5e+38
zhangyk2022_autumn,59482.950048429,0.395,1.11e+38
zhangyk2022_autumn,59482.952261654,0.143,4e+37
zhangyk2022_autumn,59482.953261568,0.23,6.44e+37
zhangyk2022_autumn,59482.953261777,0.369,1.03e+38
zhangyk2022_autumn,59482.953545641,0.03,8.4e+36
zhangyk2022_autumn,59482.953787567,0.02,5.6e+36
zhangyk2022_autumn,59482.955691648,0.114,3.19e+37
zhangyk2022_autumn,59482.959269256,1.537,4.3e+38
zhangyk2022_autumn,59482.961554168,5.403,1.51e+39
zhangyk2022_autumn,59482.961568878,0.022,6.16e+36
zhangyk2022_autumn,59482.962379029,0.128,3.58e+37
zhangyk2022_autumn,59482.963114767,0.063,1.76e+37
zhangyk2022_autumn,59482.965566529,0.435,1.22e+38
zhangyk2022_autumn,59482.965939315,0.061,1.71e+37
zhangyk2022_autumn,59482.965939574,1.825,5.11e+38
zhangyk2022_autumn,59482.966453859,0.021,5.88e+36
zhangyk2022_autumn,59482.966454059,0.029,8.12e+36
zhangyk2022_autumn,59482.967833165,0.067,1.88e+37
zhangyk2022_autumn,59482.97383026,1.058,2.96e+38
zhangyk2022_autumn,59482.974318269,0.738,2.07e+38
zhangyk2022_autumn,59482.974319569,0.069,1.93e+37
zhangyk2022_autumn,59482.978616609,0.033,9.24e+36
zhangyk2022_autumn,59482.978819236,0.027,7.56e+36
zhangyk2022_autumn,59482.980459129,3.678,1.03e+39
zhangyk2022_autumn,59482.980459629,0.309,8.65e+37
zhangyk2022_autumn,59482.981124866,0.056,1.57e+37
zhangyk2022_autumn,59482.981353739,0.182,5.09e+37
zhangyk2022_autumn,59482.982836085,0.061,1.71e+37
zhangyk2022_autumn,59483.864686554,0.379,1.06e+38
zhangyk2022_autumn,59483.865235197,0.023,6.44e+36
zhangyk2022_autumn,59483.866094138,0.218,6.1e+37
zhangyk2022_autumn,59483.866095148,0.036,1.01e+37
zhangyk2022_autumn,59483.866310688,0.757,2.12e+38
zhangyk2022_autumn,59483.866348127,2.147,6.01e+38
zhangyk2022_autumn,59483.86634901,0.034,9.52e+36
zhangyk2022_autumn,59483.866349538,1.694,4.74e+38
zhangyk2022_autumn,59483.867032708,0.42,1.18e+38
zhangyk2022_autumn,59483.867435873,0.135,3.78e+37
zhangyk2022_autumn,59483.869077769,0.188,5.26e+37
zhangyk2022_autumn,59483.869521302,0.012,3.36e+36
zhangyk2022_autumn,59483.87008404,0.246,6.89e+37
zhangyk2022_autumn,59483.870098317,1.47,4.11e+38
zhangyk2022_autumn,59483.870919457,0.934,2.61e+38
zhangyk2022_autumn,59483.870941448,0.23,6.44e+37
zhangyk2022_autumn,59483.871067702,0.015,4.2e+36
zhangyk2022_autumn,59483.871607732,0.035,9.8e+36
zhangyk2022_autumn,59483.871783389,0.133,3.72e+37
zhangyk2022_autumn,59483.871783684,0.059,1.65e+37
zhangyk2022_autumn,59483.87223682,0.669,1.87e+38
zhangyk2022_autumn,59483.872543849,0.048,1.34e+37
zhangyk2022_autumn,59483.872931633,0.151,4.23e+37
zhangyk2022_autumn,59483.874111422,0.041,1.15e+37
zhangyk2022_autumn,59483.874111868,0.105,2.94e+37
zhangyk2022_autumn,59483.874349238,0.057,1.6e+37
zhangyk2022_autumn,59483.874349725,0.067,1.88e+37
zhangyk2022_autumn,59483.875056675,0.315,8.82e+37
zhangyk2022_autumn,59483.875057431,0.036,1.01e+37
zhangyk2022_autumn,59483.875402715,0.214,5.99e+37
zhangyk2022_autumn,59483.876300725,0.346,9.69e+37
zhangyk2022_autumn,59483.876301212,0.026,7.28e+36
zhangyk2022_autumn,59483.878282943,3.544,9.92e+38
zhangyk2022_autumn,59483.878603455,1.065,2.98e+38
zhangyk2022_autumn,59483.878676878,0.685,1.92e+38
zhangyk2022_autumn,59483.879074091,0.104,2.91e+37
zhangyk2022_autumn,59483.879856241,1.886,5.28e+38
zhangyk2022_autumn,59483.880226783,0.51,1.43e+38
zhangyk2022_autumn,59483.880466827,0.067,1.88e+37
zhangyk2022_autumn,59483.880813045,0.02,5.6e+36
zhangyk2022_autumn,59483.881119121,0.101,2.83e+37
zhangyk2022_autumn,59483.883632446,0.912,2.55e+38
zhangyk2022_autumn,59483.883836521,1.19,3.33e+38
zhangyk2022_autumn,59483.884844752,0.422,1.18e+38
zhangyk2022_autumn,59483.885707702,0.1,2.8e+37
zhangyk2022_autumn,59483.887452049,0.37,1.04e+38
zhangyk2022_autumn,59483.887664102,0.05,1.4e+37
zhangyk2022_autumn,59483.891226358,0.025,7e+36
zhangyk2022_autumn,59483.891699437,0.041,1.15e+37
zhangyk2022_autumn,59483.892220131,0.857,2.4e+38
zhangyk2022_autumn,59483.89280816,0.469,1.31e+38
zhangyk2022_autumn,59483.892808675,0.042,1.18e+37
zhangyk2022_autumn,59483.894640599,0.072,2.02e+37
zhangyk2022_autumn,59483.89507809,0.027,7.56e+36
zhangyk2022_autumn,59483.895658199,1.368,3.83e+38
zhangyk2022_autumn,59483.895700046,0.105,2.94e+37
zhangyk2022_autumn,59483.895881803,0.114,3.19e+37
zhangyk2022_autumn,59483.896042101,0.038,1.06e+37
zhangyk2022_autumn,59483.896265661,0.262,7.33e+37
zhangyk2022_autumn,59483.896633672,0.055,1.54e+37
zhangyk2022_autumn,59483.89676439,0.044,1.23e+37
zhangyk2022_autumn,59483.897673601,0.051,1.43e+37
zhangyk2022_autumn,59483.898236478,0.212,5.93e+37
zhangyk2022_autumn,59483.898804482,0.039,1.09e+37
