name,mjd_start,mjd_end,exposure_s
PSR_J0537-6910,59033.1072453704,59033.4388773148,908.0
PSR_J0537-6910,59037.050462963,59037.9664351852,8137.0
PSR_J0537-6910,59038.0113194444,59038.6733796296,9629.0
PSR_J0537-6910,59039.1150462963,59039.9659722222,6173.0
PSR_J0537-6910,59040.0141203704,59040.41875,7092.0
PSR_J0537-6910,59043.880787037,59043.9763888889,1083.0
PSR_J0537-6910,59044.0293981481,59044.6861111111,3624.0
PSR_J0537-6910,59046.268287037,59046.9912384259,4454.0
PSR_J0537-6910,59047.0416666667,59047.5074421296,2147.0
PSR_J0537-6910,59047.6256712963,59047.9588425926,1502.0
PSR_J0537-6910,59048.0148148148,59048.0877777778,665.0
PSR_J0537-6910,59051.4496990741,59051.7636574074,2732.0
PSR_J0537-6910,59053.2991435185,59053.9761574074,16207.0
PSR_J0537-6910,59054.018287037,59054.1696759259,4915.0
PSR_J0537-6910,59059.5569560185,59059.6358796296,2406.0
PSR_J0537-6910,59062.8523148148,59062.9953703704,2517.0
PSR_J0537-6910,59063.0462962963,59063.0541666667,156.0
PSR_J0537-6910,59066.9775462963,59066.9819444444,100.0
PSR_J0537-6910,59067.170474537,59067.958275463,7776.0
PSR_J0537-6910,59068.0087962963,59068.7979166667,6913.0
PSR_J0537-6910,59070.0102430556,59070.0163773148,0.0
PSR_J0537-6910,59071.3208333333,59071.5891203704,1781.0
PSR_J0537-6910,59076.0229166667,59076.6840277778,3001.0
PSR_J0537-6910,59077.2523148148,59077.2580555556,0.0
PSR_J0537-6910,59078.5270833333,59078.9898148148,5184.0
PSR_J0537-6910,59078.9942361111,59079.5069444444,6642.0
PSR_J0537-6910,59090.2806134259,59090.8724537037,5197.0
PSR_J0537-6910,59096.7760300926,59096.980787037,3450.0
PSR_J0537-6910,59097.0316666667,59097.950462963,10682.0
PSR_J0537-6910,59098.1945138889,59098.3405092593,3327.0
PSR_J0537-6910,59108.3238541667,59108.9960648148,9967.0
PSR_J0537-6910,59109.0361111111,59109.954537037,6781.0
PSR_J0537-6910,59110.005787037,59110.9819444444,4377.0
PSR_J0537-6910,59111.0421296296,59111.5684259259,2027.0
PSR_J0537-6910,59112.077025463,59112.0837847222,142.0
PSR_J0537-6910,59114.404849537,59114.4136921296,88.0
PSR_J0537-6910,59126.3243981482,59126.5252314815,1830.0
PSR_J0537-6910,59128.3282407407,59128.9388888889,8329.0
PSR_J0537-6910,59128.980787037,59129.5027777778,10385.0
PSR_J0537-6910,59134.7231481482,59134.9997685185,3814.0
PSR_J0537-6910,59135.0418981481,59135.96875,13213.0
PSR_J0537-6910,59136.0178240741,59136.935150463,9332.0
PSR_J0537-6910,59136.9858796296,59137.9680324074,10115.0
PSR_J0537-6910,59138.0237384259,59138.5490393518,3140.0
PSR_J0537-6910,59138.6050347222,59138.9381365741,4478.0
PSR_J0537-6910,59138.9925925926,59139.0011226852,581.0
PSR_J0537-6910,59142.3354166667,59142.476712963,2286.0
PSR_J0537-6910,59148.7275578704,59148.9993055556,2120.0
PSR_J0537-6910,59149.3081018518,59149.9025462963,7113.0
PSR_J0537-6910,59150.0169212963,59150.9997685185,6757.0
PSR_J0537-6910,59151.1844907407,59151.3224537037,1781.0
PSR_J0537-6910,59163.4796064815,59163.95,4604.0
PSR_J0537-6910,59163.9953703704,59164.5958333333,7468.0
PSR_J0537-6910,59165.5437037037,59165.9396527778,1456.0
PSR_J0537-6910,59166.2531944444,59166.4562037037,830.0
PSR_J0537-6910,59167.1601851852,59167.1661689815,424.0
PSR_J0537-6910,59168.2490740741,59168.8488773148,1198.0
PSR_J0537-6910,59169.0321759259,59169.9536574074,1919.0
PSR_J0537-6910,59170.0018287037,59170.9224074074,3829.0
PSR_J0537-6910,59171.3573032407,59171.955787037,4499.0
PSR_J0537-6910,59172.1302083333,59172.7835648148,2216.0
PSR_J0537-6910,59172.6452430556,59172.6655092593,630.0
PSR_J0537-6910,59174.456412037,59174.7261342593,279.0
PSR_J0537-6910,59174.7763888889,59174.987962963,2326.0
PSR_J0537-6910,59175.0381944444,59175.6331018519,1277.0
PSR_J0537-6910,59187.3674305556,59187.376099537,0.0
PSR_J0537-6910,59192.6366319444,59192.9736111111,4993.0
PSR_J0537-6910,59193.0233796296,59193.5622685185,2109.0
PSR_J0537-6910,59194.6384259259,59194.9738425926,3957.0
PSR_J0537-6910,59195.025462963,59195.3611111111,3982.50285086036
PSR_J0537-6910,59207.2486111111,59207.8981481481,2853.0
PSR_J0537-6910,59208.0229166667,59208.9953240741,4342.0
PSR_J0537-6910,59209.0564814815,59209.9631944444,9234.0
PSR_J0537-6910,59210.0159143519,59210.350462963,3396.0
PSR_J0537-6910,59219.4150462963,59219.9405092593,1937.0
PSR_J0537-6910,59219.9944444444,59220.974537037,2623.0
PSR_J0537-6910,59221.0277199074,59221.8789351852,5765.0
PSR_J0537-6910,59222.1249768519,59222.5259259259,2981.0
PSR_J0537-6910,59222.837962963,59222.8453240741,239.0
PSR_J0537-6910,59225.993287037,59226.0009259259,389.0
PSR_J0537-6910,59227.9275,59227.9326273148,210.0
PSR_J0537-6910,59228.1217592593,59228.7715277778,616.0
PSR_J0537-6910,59229.3462962963,59229.4168981481,0.0
PSR_J0537-6910,59229.6694444444,59229.9976851852,754.0
PSR_J0537-6910,59230.0564814815,59230.5141087963,635.0
PSR_J0537-6910,59232.061087963,59232.9819444444,8693.0
PSR_J0537-6910,59233.029849537,59233.3687847222,3697.0
PSR_J0537-6910,59235.6034722222,59235.6122685185,250.0
PSR_J0537-6910,59247.1445486111,59247.999537037,12655.0
PSR_J0537-6910,59248.0475347222,59248.7108796296,9116.0
PSR_J0537-6910,59251.8094907407,59251.943900463,324.0
PSR_J0537-6910,59252.1333333333,59252.8475578704,240.0
PSR_J0537-6910,59253.493287037,59253.4960648148,181.0
PSR_J0537-6910,59255.0983796296,59255.3680555556,627.0
PSR_J0537-6910,59257.9372685185,59257.9408101852,253.0
PSR_J0537-6910,59259.925462963,59259.9483333333,503.0
PSR_J0537-6910,59261.3523148148,59261.8702199074,1708.0
PSR_J0537-6910,59261.9979166667,59262.9844791667,15355.0552572608
PSR_J0537-6910,59277.4745023148,59277.6166666667,1230.0
PSR_J0537-6910,59278.4417708333,59278.8391203704,794.0
PSR_J0537-6910,59279.60625,59279.9349537037,1377.0
PSR_J0537-6910,59280.2483101852,59280.9696759259,2786.0
PSR_J0537-6910,59281.6069444444,59281.8747685185,2239.0
PSR_J0537-6910,59281.9910416667,59282.9738425926,6355.0
PSR_J0537-6910,59283.0880208333,59283.7493055556,3452.0
PSR_J0537-6910,59286.0712962963,59286.074849537,222.0
PSR_J0537-6910,59286.5717592593,59286.9826388889,427.0
PSR_J0537-6910,59287.3594907407,59287.4347222222,1368.0
PSR_J0537-6910,59287.4884259259,59287.4939583333,357.0
PSR_J0537-6910,59289.0400462963,59289.7534143518,10160.0
PSR_J0537-6910,59300.1334490741,59300.9872685185,6883.0
PSR_J0537-6910,59301.0396990741,59301.6965277778,3705.0
PSR_J0537-6910,59302.782974537,59302.7928240741,255.0
PSR_J0537-6910,59317.8758449074,59317.9363425926,621.0
PSR_J0537-6910,59318.0052430556,59318.4502314815,5114.0
PSR_J0537-6910,59319.2143518518,59319.9307407407,5411.0
PSR_J0537-6910,59319.9860648148,59320.4467361111,2139.0
PSR_J0537-6910,59321.1576388889,59321.9361111111,462.0
PSR_J0537-6910,59328.0701967593,59328.0803240741,9.0
PSR_J0537-6910,59329.4275694444,59329.6951388889,2150.0
PSR_J0537-6910,59329.7949074074,59329.7999074074,49.0
PSR_J0537-6910,59331.9236111111,59331.9300578704,507.0
PSR_J0537-6910,59332.1382407407,59332.1428240741,0.0
PSR_J0537-6910,59335.9233796296,59335.9916319444,466.0
PSR_J0537-6910,59340.9568287037,59340.9645833333,584.0
PSR_J0537-6910,59341.0857638889,59341.8050925926,2149.0
PSR_J0537-6910,59342.2475462963,59342.9689814815,2447.0
PSR_J0537-6910,59343.0218287037,59343.8072337963,5693.0
PSR_J0537-6910,59344.0542708333,59344.9060185185,5817.0
PSR_J0537-6910,59345.1513657407,59345.9961805556,3459.0
PSR_J0537-6910,59345.8752314815,59345.8803240741,214.0
PSR_J0537-6910,59346.0549768519,59346.9712962963,4386.0
PSR_J0537-6910,59347.0230555556,59347.9292592593,3755.0
PSR_J0537-6910,59348.00625,59348.9218055556,5554.0
PSR_J0537-6910,59348.850462963,59348.8569675926,0.0
PSR_J0537-6910,59349.0428240741,59349.9564814815,3254.0
PSR_J0537-6910,59350.0152777778,59350.730787037,1485.0
PSR_J0537-6910,59351.6039930556,59351.9361805556,2651.0
PSR_J0537-6910,59352.1851967593,59352.9693287037,3329.0
PSR_J0537-6910,59353.0896296296,59353.9460648148,2453.0
PSR_J0537-6910,59354.0043981482,59354.5928125,3175.0
PSR_J0537-6910,59355.0287037037,59355.81625,1657.0
PSR_J0537-6910,59356.6486111111,59356.9853703704,3808.0
PSR_J0537-6910,59357.4256944444,59357.5662384259,1719.0
PSR_J0537-6910,59358.1349537037,59358.8608449074,5331.0
PSR_J0537-6910,59359.0381944444,59359.3684953704,1623.0
PSR_J0537-6910,59359.7476851852,59359.7519791667,0.0
PSR_J0537-6910,59360.00625,59360.9909722222,10263.0
PSR_J0537-6910,59361.0395833333,59361.9587962963,7962.0
PSR_J0537-6910,59362.0102777778,59362.7939351852,4509.0
PSR_J0537-6910,59363.6909027778,59363.9590277778,0.0
PSR_J0537-6910,59375.0287615741,59375.4949074074,1648.0
PSR_J0537-6910,59375.9974537037,59376.9810185185,2492.0
PSR_J0537-6910,59377.3525462963,59377.6823726852,98.0
PSR_J0537-6910,59378.1966087963,59378.6606481482,1359.0
PSR_J0537-6910,59379.4242939815,59379.7597222222,1780.0
PSR_J0537-6910,59387.9992013889,59388.9805555556,4482.0
PSR_J0537-6910,59389.0886574074,59389.7529282407,4074.0
PSR_J0537-6910,59390.4550925926,59390.8534722222,2023.0
PSR_J0537-6910,59396.7613541667,59396.7715625,449.0
PSR_J0537-6910,59398.4386458333,59398.8344675926,1417.0
PSR_J0537-6910,59399.0198958333,59399.8034490741,2327.0
PSR_J0537-6910,59400.9567013889,59400.966412037,704.0
PSR_J0537-6910,59401.0212847222,59401.353912037,1411.0
PSR_J0537-6910,59402.3936226852,59402.9717592593,1756.0
PSR_J0537-6910,59403.0198726852,59403.927337963,7233.0
PSR_J0537-6910,59403.9872685185,59404.1349537037,4151.0
PSR_J0537-6910,59405.2953703704,59405.9950694444,2015.0
PSR_J0537-6910,59406.0541435185,59406.1259259259,854.0
PSR_J0537-6910,59411.0261574074,59411.3678125,3048.0
PSR_J0537-6910,59412.187037037,59412.7169328704,2424.0
PSR_J0537-6910,59413.349537037,59413.4268402778,431.0
PSR_J0537-6910,59417.6865740741,59417.9590277778,4658.0
PSR_J0537-6910,59417.9958333333,59418.281712963,8918.0
PSR_J0537-6910,59419.74375,59419.8814814815,1177.0
PSR_J0537-6910,59423.1664467593,59423.9573726852,6489.0
PSR_J0537-6910,59424.0759259259,59424.9873726852,5244.0
PSR_J0537-6910,59425.1046296296,59425.114525463,746.0
PSR_J0537-6910,59431.6736111111,59431.9383680556,1211.0
PSR_J0537-6910,59431.9962037037,59432.9710648148,5220.0
PSR_J0537-6910,59433.0946759259,59433.9408796296,4211.0
PSR_J0537-6910,59433.9993055556,59434.0689583333,0.0
PSR_J0537-6910,59439.7502314815,59439.8180324074,86.0
PSR_J0537-6910,59445.4229166667,59445.9506944444,4184.0
PSR_J0537-6910,59446.0685185185,59446.9844907407,6327.0
PSR_J0537-6910,59447.0337731481,59447.1782407407,676.0
PSR_J0537-6910,59460.7048263889,59460.9759375,3269.0
PSR_J0537-6910,59461.0275,59461.9465277778,11038.0
PSR_J0537-6910,59461.9963310185,59462.269525463,4423.0
PSR_J0537-6910,59464.3162037037,59464.3338541667,1236.0
PSR_J0537-6910,59467.356712963,59467.3752314815,679.0
PSR_J0537-6910,59468.268287037,59468.9930555556,4204.0
PSR_J0537-6910,59469.1155092593,59469.9613425926,3735.0
PSR_J0537-6910,59470.0875,59470.9296296296,1577.0
PSR_J0537-6910,59471.0330902778,59471.7035648148,4918.0
PSR_J0537-6910,59472.2071759259,59472.9217476852,3525.0
PSR_J0537-6910,59473.0465277778,59473.8988425926,4238.0
PSR_J0537-6910,59474.3377314815,59474.8025462963,1961.0
PSR_J0537-6910,59481.3043981481,59481.5093171296,558.0
PSR_J0537-6910,59485.3643518519,59485.9650462963,16863.0
PSR_J0537-6910,59486.0023148148,59486.1636574074,4724.0
PSR_J0537-6910,59487.5027777778,59487.5828356482,460.0
PSR_J0537-6910,59491.5064814815,59491.5203356482,212.0
PSR_J0537-6910,59492.1351851852,59492.4865740741,499.0
PSR_J0537-6910,59493.4263888889,59493.7549652778,1146.0
PSR_J0537-6910,59499.6909722222,59499.8418981481,2492.0
PSR_J0537-6910,59500.0847222222,59500.9416666667,7557.0
PSR_J0537-6910,59501.0516203704,59501.0715277778,1520.0
PSR_J0537-6910,59503.4321759259,59503.9576157407,255.0
PSR_J0537-6910,59505.1734490741,59505.3201273148,365.0
PSR_J0537-6910,59506.6664351852,59506.7338078704,0.0
PSR_J0537-6910,59507.9613425926,59507.9674768519,434.0
PSR_J0537-6910,59509.1748148148,59509.1795949074,322.0
PSR_J0537-6910,59509.7736111111,59509.7764699074,182.0
PSR_J0537-6910,59513.6428240741,59513.8449074074,2318.0
PSR_J0537-6910,59514.6019675926,59514.7361111111,172.0
PSR_J0537-6910,59528.4615625,59528.9968402778,1463.0
PSR_J0537-6910,59529.0402777778,59529.8365740741,7083.0
PSR_J0537-6910,59535.2458333333,59535.2579398148,385.0
PSR_J0537-6910,59539.0532407407,59539.3216898148,153.0
PSR_J0537-6910,59544.3532407407,59544.6703356481,564.0
PSR_J0537-6910,59544.9988425926,59545.0014583333,170.0
PSR_J0537-6910,59549.8134259259,59549.8233796296,711.0
PSR_J0537-6910,59550.4060185185,59550.4089351852,205.0
PSR_J0537-6910,59551.6238425926,59551.7759259259,2139.0
PSR_J0537-6910,59555.299837963,59555.8965277778,3378.0
PSR_J0537-6910,59556.018287037,59556.9458333333,6462.0
PSR_J0537-6910,59557.0430555556,59557.8969907407,6909.0
PSR_J0537-6910,59558.0776851852,59558.800462963,3313.0
PSR_J0537-6910,59558.9971759259,59559.9113425926,5866.0
PSR_J0537-6910,59560.0280439815,59560.8826388889,8995.0
PSR_J0537-6910,59561.319375,59561.9798611111,4771.0
PSR_J0537-6910,59562.0304166667,59562.9479166667,11057.0
PSR_J0537-6910,59562.9969444444,59563.9634259259,8285.0
PSR_J0537-6910,59564.0149884259,59564.8155092593,5017.0
PSR_J0537-6910,59565.1255208333,59565.9801388889,5621.0
PSR_J0537-6910,59566.0304282407,59566.9483912037,9619.0
PSR_J0537-6910,59566.9983564815,59567.9006944444,5688.0
PSR_J0537-6910,59568.0965277778,59568.2405092593,1089.0
PSR_J0537-6910,59569.6421296296,59569.9825578704,1370.0
PSR_J0537-6910,59570.1002314815,59570.1742708333,547.0
PSR_J0537-6910,59571.0481481481,59571.5844675926,2380.0
PSR_J0537-6910,59573.1329282407,59573.9178472222,3529.0
PSR_J0537-6910,59574.0377199074,59574.3059837963,1424.0
PSR_J0537-6910,59583.8849421296,59583.9569444444,980.0
PSR_J0537-6910,59584.0111111111,59584.9884259259,4808.0
PSR_J0537-6910,59585.1736921296,59585.9576388889,5714.0
PSR_J0537-6910,59586.0130092593,59586.3451388889,3352.0
PSR_J0537-6910,59596.7849537037,59596.7927430556,208.0
PSR_J0537-6910,59597.6857175926,59597.9648148148,2762.0
PSR_J0537-6910,59598.0090625,59598.9960648148,6219.0
PSR_J0537-6910,59599.1107523148,59599.9631597222,2174.0
PSR_J0537-6910,59600.016412037,59600.9942013889,3718.0
PSR_J0537-6910,59601.6080439815,59601.8321296296,983.0
PSR_J0537-6910,59602.0183796296,59602.6458217593,1327.0
PSR_J0537-6910,59603.1821180556,59603.444212963,0.0
PSR_J0537-6910,59611.2819560185,59611.9418055556,4248.0
PSR_J0537-6910,59612.6381944444,59612.7821759259,1823.0
PSR_J0537-6910,59613.0958333333,59613.8158680556,6472.0
PSR_J0537-6910,59618.2627314815,59618.91875,1021.0
PSR_J0537-6910,59623.8583217593,59623.9472222222,1947.0
PSR_J0537-6910,59623.9860763889,59624.9746759259,6291.0
PSR_J0537-6910,59625.0832986111,59625.4940740741,11008.0
PSR_J0537-6910,59626.200462963,59626.9076851852,1090.0
PSR_J0537-6910,59627.2171296296,59627.9398842593,1365.0
PSR_J0537-6910,59627.9995601852,59628.0044675926,0.0
PSR_J0537-6910,59629.1083333333,59629.1127314815,227.0
PSR_J0537-6910,59631.3483796296,59631.4166550926,380.0
PSR_J0537-6910,59644.5032407407,59644.9597222222,2179.0
PSR_J0537-6910,59645.0143518519,59645.7358796296,4049.0
PSR_J0537-6910,59649.2189814815,59649.9363425926,1481.0
PSR_J0537-6910,59649.9930555556,59650.9041203704,1546.0
PSR_J0537-6910,59651.0215277778,59651.5518518519,7035.0
PSR_J0537-6910,59653.0277777778,59653.2269907407,1645.0
PSR_J0537-6910,59657.400462963,59657.9444444444,1971.0
PSR_J0537-6910,59657.9834837963,59658.5891203704,9312.0
PSR_J0537-6910,59664.4421759259,59664.9719907407,1931.0
PSR_J0537-6910,59665.0249305556,59665.9386574074,4853.0
PSR_J0537-6910,59665.9928009259,59666.0675925926,267.0
PSR_J0537-6910,59671.8374652778,59671.9791203704,2047.0
PSR_J0537-6910,59672.0309837963,59672.560775463,5188.0
PSR_J0537-6910,59679.0080439815,59679.7930324074,3557.0
PSR_J0537-6910,59681.9617939815,59681.9710416667,51.0
PSR_J0537-6910,59682.0261458333,59682.6793634259,848.0
PSR_J0537-6910,59682.9904861111,59683.1292476852,881.0
PSR_J0537-6910,59685.6412037037,59685.6459837963,346.0
PSR_J0537-6910,59685.8969907407,59685.9730092593,451.0
PSR_J0537-6910,59686.0261574074,59686.4900810185,4326.0
PSR_J0537-6910,59690.9460648148,59690.9497685185,242.0
PSR_J0537-6910,59691.1314814815,59691.9821759259,4245.0
PSR_J0537-6910,59692.034375,59692.6275462963,1341.0
PSR_J0537-6910,59693.0698842593,59693.6597222222,1334.0
PSR_J0537-6910,59696.9155092593,59696.9914351852,1318.0
PSR_J0537-6910,59704.0773148148,59704.0803240741,156.0
PSR_J0537-6910,59707.0446527778,59707.8300925926,7499.0
PSR_J0537-6910,59709.0437615741,59709.958287037,5643.0
PSR_J0537-6910,59710.4657407407,59710.9907407407,3999.0
PSR_J0537-6910,59711.0430902778,59711.7648148148,4927.0
PSR_J0537-6910,59712.1383680556,59712.9902777778,6543.0
PSR_J0537-6910,59712.9974537037,59713.9747685185,7107.0
PSR_J0537-6910,59714.0321759259,59714.7467939815,9477.0
PSR_J0537-6910,59715.9458333333,59715.9503009259,156.0
PSR_J0537-6910,59716.2064814815,59716.9868865741,3720.0
PSR_J0537-6910,59717.0446759259,59717.9574421296,3385.0
PSR_J0537-6910,59718.0118055556,59718.8716203704,5070.0
PSR_J0537-6910,59718.9865740741,59719.3239467593,3281.0
PSR_J0537-6910,59720.143287037,59720.1652314815,1024.0
PSR_J0537-6910,59720.4673611111,59720.93125,1072.0
PSR_J0537-6910,59721.0490740741,59721.9641203704,5371.0
PSR_J0537-6910,59722.0197453704,59723.0,2652.0
PSR_J0537-6910,59723.0513888889,59723.6453703704,2407.0
PSR_J0537-6910,59724.9268055556,59724.9405092593,930.0
PSR_J0537-6910,59724.9981481481,59725.9724537037,5659.0
PSR_J0537-6910,59726.2190393519,59726.2303240741,641.0
PSR_J0537-6910,59733.5106481481,59733.6837962963,1013.0
PSR_J0537-6910,59735.424537037,59735.9479166667,5951.0
PSR_J0537-6910,59737.2259259259,59737.296712963,611.0
PSR_J0537-6910,59738.2585416667,59738.2724537037,373.0
PSR_J0537-6910,59741.7458333333,59741.9525462963,3195.0
PSR_J0537-6910,59742.0047916667,59742.275462963,395.0
PSR_J0537-6910,59745.6699652778,59745.9418981482,859.0
PSR_J0537-6910,59746.121875,59746.971400463,4574.0
PSR_J0537-6910,59747.0303240741,59747.8916666667,484.0
PSR_J0537-6910,59749.8659490741,59749.9421527778,225.0
PSR_J0537-6910,59750.1921296296,59750.2060185185,385.0
PSR_J0537-6910,59753.3418981481,59753.3492708333,0.0
PSR_J0537-6910,59754.9645833333,59754.9679282407,0.0
PSR_J0537-6910,59755.0935185185,59755.0970949074,57.0
PSR_J0537-6910,59756.187962963,59756.4610416667,423.0
PSR_J0537-6910,59763.010162037,59763.7328703704,8075.0
PSR_J0537-6910,59765.1453703704,59765.5365740741,723.0
PSR_J0537-6910,59767.3391203704,59767.7361111111,601.0
PSR_J0537-6910,59768.1171296296,59768.3166782407,445.0
PSR_J0537-6910,59769.5314814815,59769.5439699074,376.0
PSR_J0537-6910,59770.1036226852,59770.5796296296,8027.0
PSR_J0537-6910,59771.0766203704,59771.9961574074,5844.0
PSR_J0537-6910,59772.04375,59772.9071759259,4602.0
PSR_J0537-6910,59773.356712963,59773.5345486111,357.0
PSR_J0537-6910,59774.1671296296,59774.9511226852,4851.0
PSR_J0537-6910,59775.0060185185,59775.9856481481,4645.0
PSR_J0537-6910,59776.0387037037,59776.9613425926,3480.0
PSR_J0537-6910,59777.0122685185,59777.7967592593,652.0
PSR_J0537-6910,59781.4814814815,59781.485162037,256.0
PSR_J0537-6910,59797.8966087963,59797.9712962963,764.0
PSR_J0537-6910,59798.093287037,59798.6797337963,5932.0
PSR_J0537-6910,59805.3200462963,59805.9203703704,8892.0
PSR_J0537-6910,59826.4484490741,59826.981099537,3782.77590149641
PSR_J0537-6910,59827.0286226852,59827.6809259259,4701.0
PSR_J0537-6910,59831.9919791667,59832.9710648148,9255.53894180059
PSR_J0537-6910,59833.0234722222,59833.999212963,8260.0
PSR_J0537-6910,59834.0587962963,59834.9641203704,4333.0
PSR_J0537-6910,59835.0240740741,59835.9331018518,2252.0
PSR_J0537-6910,59836.7659722222,59836.9682523148,1672.0
PSR_J0537-6910,59837.024537037,59837.9447685185,2711.0
PSR_J0537-6910,59838.1898263889,59838.9703472222,1759.0
PSR_J0537-6910,59839.0302083333,59839.8085763889,314.0
PSR_J0537-6910,59840.7078703704,59840.9755092593,381.0
PSR_J0537-6910,59841.0346180556,59841.3007060185,1133.0
PSR_J0537-6910,59843.2164351852,59843.9509259259,10981.0
PSR_J0537-6910,59843.9923611111,59844.256712963,5654.0
PSR_J0537-6910,59851.2263888889,59851.3664351852,3319.0
PSR_J0537-6910,59852.5622685185,59852.8263888889,3159.0
PSR_J0537-6910,59853.3983564815,59853.7949074074,3058.0
PSR_J0537-6910,59854.6240740741,59854.887037037,711.0
PSR_J0537-6910,59855.0737731481,59855.8585648148,3049.0
PSR_J0537-6910,59861.0761574074,59861.9962615741,8993.0
PSR_J0537-6910,59868.3814814815,59868.9085648148,6211.0
PSR_J0537-6910,59869.0076388889,59869.0375,901.0
PSR_J0537-6910,59870.8130208333,59870.8974537037,1122.0
PSR_J0537-6910,59871.0321759259,59871.9899652778,1320.0
PSR_J0537-6910,59872.1125,59872.8989467593,2611.0
PSR_J0537-6910,59873.0770833333,59873.3443634259,572.0
PSR_J0537-6910,59874.8206828704,59874.9652777778,1316.0
PSR_J0537-6910,59875.077025463,59875.7355439815,2125.0
PSR_J0537-6910,59880.2444560185,59880.9662037037,5646.0
PSR_J0537-6910,59881.0215277778,59881.9970486111,2506.0
PSR_J0537-6910,59882.0548611111,59882.3856481481,779.0
PSR_J0537-6910,59887.6438773148,59887.9751736111,1452.0
PSR_J0537-6910,59888.2229513889,59888.7516203704,2550.0
PSR_J0537-6910,59889.4473032407,59889.9786805556,5023.0
PSR_J0537-6910,59890.0265740741,59890.818287037,4488.0
PSR_J0537-6910,59895.056400463,59895.846412037,9552.53477042913
PSR_J0537-6910,59896.0198726852,59896.9429398148,10416.0
PSR_J0537-6910,59896.9908217593,59897.9013888889,6933.0
PSR_J0537-6910,59898.7939814815,59898.8828703704,2747.53832566738
PSR_J0537-6910,59899.18125,59899.5903819444,1302.0
PSR_J0537-6910,59902.6077546296,59902.9416203704,1071.0
PSR_J0537-6910,59902.9981134259,59903.7199074074,2826.0
PSR_J0537-6910,59906.4196759259,59906.4280092593,0.0
PSR_J0537-6910,59916.4735185185,59916.8523148148,3194.0
PSR_J0537-6910,59917.229375,59917.9469907407,5305.0
PSR_J0537-6910,59918.006712963,59918.2055555556,1285.0
PSR_J0537-6910,59924.0052199074,59924.6148148148,12941.0
PSR_J0537-6910,59929.1769675926,59929.1914351852,122.0
PSR_J0537-6910,59929.5012384259,59929.8381944444,1711.0
PSR_J0537-6910,59930.2175925926,59931.0,2803.0
PSR_J0537-6910,59931.0412037037,59931.3226851852,3351.0
PSR_J0537-6910,59936.6620138889,59936.9988425926,1262.0
PSR_J0537-6910,59937.3727893519,59937.5752083333,1822.0
PSR_J0537-6910,59938.1491898148,59938.9986111111,6149.0
PSR_J0537-6910,59939.0537962963,59939.9660763889,5634.0
PSR_J0537-6910,59940.0226851852,59940.1611111111,1081.0
PSR_J0537-6910,59950.8978703704,59950.9752314815,1337.0
PSR_J0537-6910,59951.0284722222,59951.9439814815,4900.0
PSR_J0537-6910,59952.0599537037,59952.9125,6615.0
PSR_J0537-6910,59956.1217592593,59956.9671064815,4132.0
PSR_J0537-6910,59957.0852546296,59957.9356134259,2161.5389777422
PSR_J0537-6910,59957.99375,59958.9675578704,3089.0
PSR_J0537-6910,59959.0206944444,59959.5490740741,824.0
PSR_J0537-6910,59960.2488425926,59960.968287037,2654.0
PSR_J0537-6910,59961.0863657407,59961.0944097222,85.0
PSR_J0537-6910,59961.1509490741,59961.9372453704,4315.0
PSR_J0537-6910,59961.9906828704,59962.5729050926,2837.0
PSR_J0537-6910,59965.8050810185,59965.8087962963,21.0
PSR_J0537-6910,59973.51875,59973.9789351852,4907.0
PSR_J0537-6910,59974.0347222222,59974.5592708333,804.0
PSR_J0537-6910,59975.0078703704,59975.91875,1134.0
PSR_J0537-6910,59976.0395833333,59976.0476736111,74.0
PSR_J0537-6910,59980.2203703704,59980.6287037037,10957.0
PSR_J0537-6910,59983.7210648148,59983.7238078704,58.0
PSR_J0537-6910,59986.4152777778,59986.9386574074,3873.0
PSR_J0537-6910,59986.994212963,59987.7125,6372.0
PSR_J0537-6910,59988.8085648148,59988.9455555556,840.0
PSR_J0537-6910,59989.1953703704,59989.203900463,524.0
PSR_J0537-6910,59990.8701388889,59990.8747453704,0.0
PSR_J0537-6910,59993.1930671296,59993.9726851852,5557.0
PSR_J0537-6910,59994.0235416667,59994.0372685185,966.0
PSR_J0537-6910,60000.1138888889,60000.6372685185,9891.0
PSR_J0537-6910,60008.2819444444,60009.0,3233.0
PSR_J0537-6910,60009.0560069444,60009.9043981481,3902.0
PSR_J0537-6910,60010.0243055556,60010.4861111111,3257.0
PSR_J0537-6910,60014.2386574074,60014.2421412037,0.0
PSR_J0537-6910,60016.2287152778,60016.9516203704,6922.0
PSR_J0537-6910,60017.0009259259,60017.0162037037,1248.0
PSR_J0537-6910,60020.9405092593,60020.9553240741,974.0
PSR_J0537-6910,60021.006712963,60021.9209722222,10264.8945885301
PSR_J0537-6910,60022.0323032407,60022.9480902778,13433.0
PSR_J0537-6910,60023.0115740741,60023.9776273148,14862.0
PSR_J0537-6910,60024.0391203704,60024.9537037037,4628.0
PSR_J0537-6910,60025.0069444444,60025.9854166667,6342.0
PSR_J0537-6910,60026.8700925926,60026.8835648148,854.0
PSR_J0537-6910,60026.9991898148,60027.0108796296,668.0
PSR_J0537-6910,60028.1639351852,60028.9503935185,5791.0
PSR_J0537-6910,60029.0048611111,60029.3368055556,2003.0
