t_s,flux,flux_err
62.186,3.91272e-08,4.0198e-09
63.3224,3.38299e-08,4.49741e-09
64.384,3.67239e-08,3.84531e-09
65.529,3.41797e-08,4.23297e-09
66.787,3.60255e-08,3.84063e-09
68.099,3.51491e-08,3.84102e-09
69.375,4.10146e-08,4.5109e-09
70.3782,4.76004e-08,5.23863e-09
71.368,5.08878e-08,5.42377e-09
72.2877,5.20338e-08,5.51146e-09
73.0979,7.23865e-08,7.43606e-09
73.8172,5.82766e-08,6.45013e-09
74.5865,6.30982e-08,6.72492e-09
75.2947,7.47259e-08,7.916e-09
75.9996,5.30572e-08,5.98902e-09
76.8658,5.97838e-08,6.29277e-09
77.6925,3.34672e-08,4.53361e-09
78.64,2.85021e-08,3.93675e-09
79.708,2.80519e-08,3.52565e-09
80.913,2.99036e-08,3.86366e-09
82.171,1.92687e-08,2.53693e-09
83.855,1.84587e-08,2.36495e-09
84.8599,2.05494e-08,2.402e-09
85.4363,1.48965e-08,1.85324e-09
85.9789,1.6707e-08,2.12734e-09
86.5268,1.63338e-08,2.08151e-09
87.0365,1.6379e-08,2.11228e-09
87.5884,1.76133e-08,2.24891e-09
88.1005,1.62479e-08,2.01043e-09
88.7333,1.2207e-08,1.53352e-09
89.3707,1.8231e-08,2.27052e-09
89.8944,1.40467e-08,1.78833e-09
90.5402,1.41825e-08,1.82984e-09
91.147,1.75914e-08,2.20443e-09
91.6125,1.77762e-08,2.22903e-09
92.1585,1.47864e-08,1.85736e-09
92.7771,1.46084e-08,1.89263e-09
93.3708,1.60787e-08,2.02334e-09
93.8822,1.73107e-08,2.14147e-09
94.3782,1.76144e-08,2.18059e-09
94.9345,1.56415e-08,2.0164e-09
95.4155,1.54283e-08,2.02033e-09
96.156,9.99485e-09,1.33259e-09
96.9143,1.28211e-08,1.63932e-09
97.6326,1.29902e-08,1.63916e-09
98.3862,1.07028e-08,1.3775e-09
99.218,9.63062e-09,1.20976e-09
100.143,1.06518e-08,1.31779e-09
101.012,1.05836e-08,1.31638e-09
