t_s,flux,flux_err
125.055,1.65822e-07,1.81242e-08
125.64,2.25268e-07,2.4019e-08
126.188,1.89739e-07,2.0952e-08
126.83,1.84859e-07,1.9965e-08
127.537,1.50361e-07,1.64561e-08
128.211,1.81317e-07,1.94113e-08
128.854,1.78853e-07,1.91638e-08
129.548,1.63771e-07,1.83439e-08
130.183,1.74913e-07,1.91584e-08
130.985,1.21481e-07,1.3953e-08
131.973,1.31839e-07,1.51834e-08
132.816,1.01125e-07,1.12453e-08
133.972,1.09217e-07,1.29021e-08
134.994,1.14164e-07,1.28815e-08
135.885,1.25702e-07,1.40574e-08
136.747,1.32606e-07,1.41849e-08
137.708,1.08402e-07,1.18271e-08
138.705,9.28234e-08,1.03288e-08
139.968,9.50875e-08,1.04557e-08
141.314,7.38823e-08,8.15751e-09
142.727,7.22379e-08,8.05437e-09
144.137,8.47262e-08,9.26861e-09
145.571,7.55297e-08,8.54097e-09
146.9,7.1228e-08,7.66178e-09
148.307,7.67071e-08,8.45489e-09
149.811,6.41089e-08,7.30436e-09
151.303,8.18136e-08,9.01642e-09
152.523,8.35904e-08,9.01442e-09
154.015,7.35887e-08,8.02394e-09
155.502,6.81879e-08,7.40328e-09
157.143,6.15023e-08,6.83827e-09
158.908,5.38621e-08,5.99153e-09
160.923,5.67515e-08,5.97288e-09
162.117,4.011e-08,4.17468e-09
162.767,5.03433e-08,5.28998e-09
163.441,4.41838e-08,4.60162e-09
164.057,3.64214e-08,4.6294e-09
164.678,3.95585e-08,4.28673e-09
165.44,3.88251e-08,4.0532e-09
166.11,3.64679e-08,4.7262e-09
166.747,3.8658e-08,4.16831e-09
167.492,4.25391e-08,4.53585e-09
168.186,4.25359e-08,4.55415e-09
168.875,3.11039e-08,4.09641e-09
169.406,3.50157e-08,4.47318e-09
169.965,3.60324e-08,4.6032e-09
170.534,3.17645e-08,4.10624e-09
171.133,3.35436e-08,4.28614e-09
171.882,2.7994e-08,3.63473e-09
172.495,3.13747e-08,4.00885e-09
173.243,2.43919e-08,3.12856e-09
173.981,2.81349e-08,3.62088e-09
174.662,2.67578e-08,3.47912e-09
175.405,2.84894e-08,3.61192e-09
176.06,2.86288e-08,3.60773e-09
176.81,2.52713e-08,3.29186e-09
177.555,2.83564e-08,3.68908e-09
178.311,2.22237e-08,2.86548e-09
179.167,2.48174e-08,3.13992e-09
180.07,2.19926e-08,2.81978e-09
180.927,2.27137e-08,2.88993e-09
181.897,1.97661e-08,2.49101e-09
182.936,1.8727e-08,2.42723e-09
183.902,1.78839e-08,2.39343e-09
185.066,1.53981e-08,2.04985e-09
186.193,1.76466e-08,2.32013e-09
186.951,1.97285e-08,2.53182e-09
187.441,1.8449e-08,2.46216e-09
188.005,1.71981e-08,2.30189e-09
188.522,1.84055e-08,2.38127e-09
189.019,1.79035e-08,2.43079e-09
189.494,2.15135e-08,2.63371e-09
190.065,1.68422e-08,2.22927e-09
190.601,1.56284e-08,2.00455e-09
191.182,1.79788e-08,2.33841e-09
191.792,1.49919e-08,1.96859e-09
192.4,1.40367e-08,1.81277e-09
193.048,1.43341e-08,1.89042e-09
193.623,1.57737e-08,2.11703e-09
194.232,1.5045e-08,1.95437e-09
194.872,1.47488e-08,1.89719e-09
195.505,1.53991e-08,1.99117e-09
196.087,1.72387e-08,2.2051e-09
196.713,1.17968e-08,1.56389e-09
197.528,1.2636e-08,1.66564e-09
198.215,1.47301e-08,1.9053e-09
198.789,1.59899e-08,2.07828e-09
199.436,1.23573e-08,1.56662e-09
200.366,1.07412e-08,1.37747e-09
201.128,1.28213e-08,1.66538e-09
201.774,1.44671e-08,1.86227e-09
