t_s,flux,flux_err
94.041,7.16375e-09,9.15489e-10
94.9902,7.85908e-09,1.01123e-09
95.92,9.22814e-09,1.17721e-09
96.864,7.55463e-09,9.62746e-10
97.878,6.89872e-09,9.03545e-10
98.9163,8.29145e-09,1.15035e-09
99.954,6.42373e-09,8.63317e-10
101.092,6.91643e-09,9.47431e-10
102.039,7.65021e-09,1.04275e-09
103.051,9.09111e-09,1.19624e-09
103.947,8.44419e-09,1.11419e-09
104.836,6.36228e-09,8.25878e-10
105.956,7.87976e-09,1.03917e-09
106.86,7.59629e-09,9.68477e-10
107.869,6.76121e-09,8.81135e-10
108.746,1.06528e-08,1.37221e-09
109.543,7.73633e-09,1.00898e-09
110.417,9.8572e-09,1.24496e-09
111.123,9.3006e-09,1.25219e-09
111.817,1.12793e-08,1.44139e-09
112.547,9.32324e-09,1.18719e-09
113.471,7.44986e-09,9.72391e-10
114.456,6.70481e-09,9.77922e-10
115.431,7.36321e-09,9.87066e-10
116.481,7.2079e-09,9.47093e-10
117.451,7.81289e-09,1.07946e-09
118.196,1.00121e-08,1.33083e-09
118.979,9.92433e-09,1.31975e-09
119.732,8.83397e-09,1.17452e-09
120.546,9.19167e-09,1.2718e-09
121.323,1.04143e-08,1.32534e-09
121.998,1.1464e-08,1.4451e-09
122.663,9.81336e-09,1.29926e-09
123.549,7.77236e-09,1.01204e-09
124.419,9.13038e-09,1.17126e-09
125.171,8.2534e-09,1.05359e-09
126.043,9.60493e-09,1.20978e-09
126.839,8.7314e-09,1.09935e-09
127.656,9.66269e-09,1.25292e-09
128.506,7.22138e-09,9.19933e-10
129.442,8.31664e-09,1.06353e-09
130.334,8.30617e-09,1.0851e-09
131.146,8.20949e-09,1.06125e-09
132.131,7.59588e-09,9.59418e-10
133.053,8.36786e-09,1.07078e-09
133.916,7.56401e-09,9.57861e-10
134.84,8.86048e-09,1.15418e-09
135.543,1.02229e-08,1.32002e-09
136.35,8.66966e-09,1.12871e-09
137.242,6.91245e-09,9.14623e-10
138.355,7.35075e-09,9.66844e-10
139.319,6.99603e-09,9.47967e-10
140.229,8.07293e-09,1.05578e-09
141.178,7.95794e-09,1.06649e-09
141.925,9.39046e-09,1.19983e-09
142.661,1.12517e-08,1.46081e-09
143.34,8.42604e-09,1.11951e-09
144.389,5.87758e-09,7.80081e-10
145.453,7.84594e-09,1.03244e-09
146.575,6.16511e-09,8.00292e-10
147.849,4.8965e-09,6.71961e-10
149.324,6.05165e-09,8.34151e-10
150.534,5.75033e-09,8.02073e-10
151.639,7.01229e-09,9.20701e-10
152.666,6.66349e-09,8.64105e-10
153.788,6.75302e-09,9.01833e-10
154.821,7.31614e-09,9.80295e-10
155.965,5.75607e-09,7.9743e-10
157.083,5.84035e-09,7.59477e-10
158.3,6.50886e-09,8.78253e-10
159.607,5.50082e-09,7.52045e-10
160.944,5.50686e-09,7.38809e-10
162.152,6.16681e-09,7.88372e-10
163.382,6.03237e-09,8.02395e-10
164.629,5.29086e-09,7.15162e-10
166.129,5.51134e-09,7.1598e-10
167.321,5.72756e-09,7.70574e-10
168.47,6.70805e-09,8.90616e-10
169.698,5.3619e-09,7.26948e-10
171.107,5.48105e-09,7.62983e-10
172.212,6.54341e-09,8.84651e-10
173.462,6.0941e-09,7.81938e-10
174.397,8.52994e-09,1.15218e-09
175.214,1.02254e-08,1.33992e-09
176.044,7.91877e-09,1.04356e-09
176.97,8.08101e-09,1.07136e-09
177.96,7.69272e-09,1.01615e-09
178.909,6.723e-09,8.82383e-10
179.834,8.74737e-09,1.1775e-09
180.69,7.86692e-09,1.06005e-09
181.843,5.50471e-09,7.48834e-10
183.04,7.20846e-09,9.33459e-10
184.042,7.27382e-09,9.35013e-10
184.954,7.29994e-09,9.37e-10
185.991,7.25397e-09,9.23919e-10
187.026,7.14549e-09,9.28856e-10
187.977,7.38205e-09,9.55506e-10
188.861,8.25178e-09,1.11864e-09
189.849,6.39975e-09,8.32532e-10
190.96,7.02507e-09,9.30701e-10
191.987,6.97558e-09,9.25814e-10
192.983,6.7939e-09,8.58194e-10
194.133,6.72347e-09,8.5884e-10
195.31,6.13994e-09,8.05651e-10
196.521,5.76115e-09,7.37939e-10
197.839,5.61997e-09,7.14687e-10
199.065,5.97782e-09,7.64896e-10
200.129,7.96739e-09,1.0582e-09
201.045,7.41107e-09,1.00075e-09
202.194,5.73445e-09,7.48292e-10
203.362,7.50587e-09,9.50986e-10
204.377,6.23663e-09,8.03362e-10
205.509,7.05128e-09,8.97094e-10
206.722,5.5618e-09,6.99011e-10
207.877,6.41276e-09,8.07604e-10
209.092,6.27001e-09,7.95564e-10
210.269,4.71641e-09,5.81177e-10
211.108,4.13251e-09,5.04878e-10
211.77,2.82951e-09,4.29864e-10
212.315,3.2501e-09,4.84504e-10
212.916,4.49132e-09,5.48714e-10
213.51,3.23504e-09,4.91473e-10
214.095,3.8964e-09,4.76032e-10
214.756,3.06469e-09,4.93308e-10
215.28,3.21888e-09,4.79849e-10
215.855,2.81433e-09,4.19541e-10
216.54,2.71572e-09,4.04842e-10
217.155,3.10977e-09,4.63584e-10
217.734,2.88691e-09,4.30362e-10
218.425,2.82231e-09,4.20732e-10
219.113,2.23403e-09,3.33036e-10
219.789,2.34235e-09,3.55855e-10
220.596,2.57023e-09,3.83154e-10
221.328,2.13469e-09,3.18225e-10
222.09,2.50041e-09,3.72744e-10
222.98,1.972e-09,2.93971e-10
223.805,2.17353e-09,3.30206e-10
224.61,2.31653e-09,3.45332e-10
225.48,1.80599e-09,2.74369e-10
226.558,1.47751e-09,2.20257e-10
227.717,1.51759e-09,2.26232e-10
228.899,1.72546e-09,2.5722e-10
229.989,1.55508e-09,2.31821e-10
231.121,1.69072e-09,2.52041e-10
232.198,1.67368e-09,2.495e-10
233.355,1.26561e-09,1.8867e-10
234.632,1.71997e-09,2.66338e-10
235.856,1.17691e-09,1.75446e-10
237.45,1.14871e-09,1.71242e-10
239.255,9.49376e-10,1.44231e-10
241.069,9.53885e-10,1.4771e-10
242.923,9.93137e-10,1.5678e-10
245.001,6.67933e-10,1.01473e-10
247.428,7.63842e-10,1.13869e-10
250.032,7.9942e-10,1.2145e-10
252.366,6.81239e-10,1.03495e-10
254.967,7.90593e-10,1.17857e-10
257.162,7.85914e-10,1.19397e-10
259.707,6.88294e-10,1.02606e-10
262.802,5.3277e-10,7.94218e-11
265.567,8.41676e-10,1.25472e-10
268.03,6.40899e-10,9.55412e-11
271.212,5.76053e-10,8.75149e-11
274.174,4.93331e-10,7.49478e-11
277.772,5.35828e-10,7.98778e-11
281.319,5.58009e-10,8.31842e-11
284.549,5.73007e-10,8.70522e-11
286.993,9.3711e-10,1.39698e-10
288.542,1.51029e-09,2.33869e-10
289.651,1.5516e-09,2.35722e-10
290.676,2.36999e-09,3.60052e-10
291.365,2.28286e-09,3.46816e-10
292.19,2.13432e-09,3.18171e-10
293.003,2.4935e-09,3.71715e-10
293.716,2.17375e-09,3.49895e-10
294.484,2.35924e-09,3.517e-10
295.242,2.55686e-09,3.81161e-10
295.919,2.08625e-09,3.16948e-10
296.662,3.07153e-09,4.57884e-10
297.313,2.59655e-09,3.87077e-10
