t_s,flux,flux_err
88.006,1.77348e-10,3.23795e-11
105.624,7.92319e-11,1.65395e-11
127.378,7.25039e-11,1.58606e-11
151.479,5.01122e-11,1.12635e-11
184.461,4.85965e-11,1.09087e-11
227.805,2.86617e-11,6.43384e-12
280.276,3.88255e-11,8.50374e-12
335.725,2.41482e-11,5.28255e-12
414.1,2.03493e-11,4.48463e-12
483.56,3.03842e-11,6.63852e-12
547.009,1.99199e-11,4.47152e-12
626.287,1.66893e-11,3.74634e-12
704.816,2.97203e-11,6.65424e-12
762.472,2.06129e-11,4.63908e-12
844.096,2.31795e-11,5.07688e-12
921.105,1.88061e-11,4.25453e-12
1001.18,2.0481e-11,4.62139e-12
1084.22,2.06017e-11,4.62457e-12
1159.75,1.44733e-11,3.24889e-12
1275.31,1.835e-11,4.02407e-12
1388.39,1.21787e-11,2.73028e-12
1495.24,1.91277e-11,4.29369e-12
1566.18,2.1748e-11,4.90728e-12
1696.88,1.03989e-11,2.29457e-12
1832.06,1.02699e-11,2.31138e-12
1935.1,9.84424e-12,2.22169e-12
2017.5,1.13652e-11,2.49887e-12
2103.37,8.69329e-12,1.95675e-12
2212.36,1.03629e-11,2.26705e-12
2304.28,1.01882e-11,2.29931e-12
5585.83,4.26629e-12,9.67966e-13
5813.57,4.94425e-12,1.09538e-12
5956.1,5.14694e-12,1.16467e-12
6154.19,3.3592e-12,8.04699e-13
6357.91,5.24961e-12,1.1879e-12
6547.72,4.36486e-12,9.63344e-13
6771.55,4.19109e-12,9.20333e-13
6965.8,4.26953e-12,9.43498e-13
7207.38,3.74324e-12,8.48162e-13
7417.39,3.12183e-12,7.31376e-13
7655.72,5.40927e-12,1.21917e-12
7929.3,4.31781e-12,6.98465e-13
11405.6,2.53127e-12,6.64087e-13
11632.8,3.54304e-12,9.24217e-13
11867.9,3.28455e-12,8.52891e-13
12112.1,2.32361e-12,6.06816e-13
12358.8,4.99121e-12,1.09626e-12
12602.6,2.20081e-12,5.78054e-13
12901.4,2.24246e-12,5.88993e-13
13189,2.17387e-12,5.66416e-13
13667.9,2.27507e-12,4.3656e-13
17295.2,3.41001e-12,7.66216e-13
17629.9,2.14425e-12,5.59063e-13
17987.2,1.97634e-12,5.15958e-13
18320.3,2.15184e-12,5.6031e-13
18641.2,2.16488e-12,5.64074e-13
19011.4,1.70935e-12,4.48307e-13
19446.2,2.18257e-12,4.6863e-13
23692.3,9.80675e-13,2.58897e-13
24307.5,1.35609e-12,3.56591e-13
24828.2,1.21232e-12,3.16291e-13
25271.6,1.77698e-12,4.63305e-13
29450.8,1.32856e-12,3.47979e-13
30118.7,8.68363e-13,2.28041e-13
30943.2,1.37955e-12,2.98728e-13
43916,6.19352e-13,1.08929e-13
59689.3,1.12821e-12,2.30301e-13
64525.2,4.61947e-13,9.42135e-14
69636.9,8.86131e-13,2.3426e-13
70829.8,5.80241e-13,1.29542e-13
75703.2,4.40069e-13,1.18138e-13
77036.2,6.9873e-13,1.80038e-13
81375.2,6.06282e-13,1.60919e-13
82676.6,6.53104e-13,1.4757e-13
87768.5,4.28991e-13,9.18824e-14
93469.3,4.18847e-13,9.01041e-14
99551.5,4.56342e-13,9.56939e-14
106896,3.06253e-13,5.87483e-14
123215,4.65572e-13,1.14292e-13
147455,2.93741e-13,5.48938e-14
191656,1.76395e-13,3.64291e-14
242833,2.34057e-13,5.00388e-14
259023,2.3559e-13,5.02489e-14
1.92198e+06,2.48223e-13,0
