t_s,flux,flux_err
115.929,1.39603e-10,2.75747e-11
126.692,7.70445e-11,1.46269e-11
140.443,8.62479e-11,1.7735e-11
151.333,1.21457e-10,2.21753e-11
163.925,9.19399e-11,1.74548e-11
172.582,1.77251e-10,3.36512e-11
181.242,9.2374e-11,1.82459e-11
190.339,2.12187e-10,3.87407e-11
200.021,1.07948e-10,2.41069e-11
213.124,1.16593e-10,2.21353e-11
220.883,2.13393e-10,4.21497e-11
226.862,1.7525e-10,3.32713e-11
243.316,1.36186e-10,2.58549e-11
259.238,1.58093e-10,3.12268e-11
264.889,1.85657e-10,3.66713e-11
272.025,1.66821e-10,3.04579e-11
277.937,1.79476e-10,3.40736e-11
284.648,1.62752e-10,3.08986e-11
290.819,2.56233e-10,4.67826e-11
295.029,2.88998e-10,5.70834e-11
299.836,2.39321e-10,4.72712e-11
303.483,2.88306e-10,5.47351e-11
307.398,2.48684e-10,4.91205e-11
312.991,1.62901e-10,2.97421e-11
319.258,2.74411e-10,5.20971e-11
323.74,2.52108e-10,4.78629e-11
327.952,3.97933e-10,6.41776e-11
331.697,4.86427e-10,7.25146e-11
335.375,4.88824e-10,7.28719e-11
338.56,6.78791e-10,1.01191e-10
340.964,6.9246e-10,1.05946e-10
343.736,6.76016e-10,1.00778e-10
345.882,9.61506e-10,1.43337e-10
347.392,1.23181e-09,1.83633e-10
349.204,8.73357e-10,1.30196e-10
351.057,9.24725e-10,1.37854e-10
352.839,1.06247e-09,1.66876e-10
354.48,1.08367e-09,1.72562e-10
355.923,1.25367e-09,1.86892e-10
357.244,1.35526e-09,2.12863e-10
358.821,1.03286e-09,1.53975e-10
360.447,1.04745e-09,1.64517e-10
361.876,1.35464e-09,2.01944e-10
363.212,1.37152e-09,2.04461e-10
364.63,1.00978e-09,1.54496e-10
366.022,1.82955e-09,2.72741e-10
367.178,1.35389e-09,2.07145e-10
368.479,1.35131e-09,2.0675e-10
369.776,1.21697e-09,1.91142e-10
370.984,1.89007e-09,2.81763e-10
371.75,2.36938e-09,3.53218e-10
372.51,2.4097e-09,3.59228e-10
373.412,1.4611e-09,2.29487e-10
374.397,2.2058e-09,3.28832e-10
375.426,1.61238e-09,2.46693e-10
376.396,1.75291e-09,2.61317e-10
377.281,2.08942e-09,3.11483e-10
378.24,2.0212e-09,3.01313e-10
379.152,1.77417e-09,2.71447e-10
380.176,1.46628e-09,2.2434e-10
381.191,2.18605e-09,3.25888e-10
381.996,1.85882e-09,2.84399e-10
382.956,1.81369e-09,2.92508e-10
383.881,1.94175e-09,2.89469e-10
384.778,2.27139e-09,3.47522e-10
385.657,1.56797e-09,2.39899e-10
386.613,2.23037e-09,3.32494e-10
387.508,1.63664e-09,2.50405e-10
388.479,1.78375e-09,2.72913e-10
389.507,1.71627e-09,2.55855e-10
390.609,1.7195e-09,2.56337e-10
391.719,1.49841e-09,2.23377e-10
392.749,1.65899e-09,2.47315e-10
