t_days,size
1.947308,3.2
1.947533,2.68
1.955912,2.74
1.956348,2.5
1.961274,2.52
1.973235,2.6
1.978570,2.81
1.980067,3.98
1.982995,2.8
1.986428,2.81
1.988118,2.58
1.990592,3.94
1.991369,2.5
1.991619,2.5
1.996596,3.04
2.003535,2.75
2.003913,3.07
2.005458,3.6
2.010239,3.53
2.011756,2.77
2.014727,2.82
2.015034,2.62
2.017864,3.11
2.023621,2.66
2.024832,2.74
2.026005,2.56
2.032523,2.85
2.033272,2.61
2.035866,2.65
2.036110,2.5
2.037666,2.5
2.041066,2.62
2.045214,2.68
2.045636,2.77
2.046855,2.5
2.049192,2.76
2.049972,2.91
2.053285,2.53
2.058059,2.58
2.058506,2.56
2.060473,3.19
2.063518,3
2.064100,2.5
2.064199,3.17
2.074596,2.5
2.075778,3.7
2.077703,3.88
2.092284,2.61
2.092482,2.79
2.099331,2.56
2.103325,2.69
2.103761,2.63
2.109104,2.87
2.120699,2.71
2.127432,2.57
2.132211,3.61
2.135608,2.93
2.136959,2.81
2.140057,2.76
2.140533,2.78
2.141076,2.5
2.141560,2.94
2.150858,2.63
2.151308,2.61
2.153944,2.72
2.156161,2.68
2.156465,2.7
2.176566,2.58
2.177825,3.06
2.190034,3
2.190267,3.24
2.200053,2.71
2.200703,2.73
2.202296,2.71
2.205196,3.3
2.211058,3.22
2.226970,3
2.232904,2.69
2.235418,2.59
2.238289,4.49
2.239877,2.74
2.246058,2.93
2.246287,2.8
2.249211,2.82
2.250388,2.5
2.250939,2.57
2.252448,2.65
2.259173,2.81
2.262902,2.74
2.264776,2.6
2.267019,2.5
2.267675,2.74
2.269082,4.27
2.273455,3.46
2.277064,3.79
2.283028,4.32
2.287205,2.71
2.290426,2.66
2.290895,2.5
2.291804,2.54
2.295278,3.01
2.307439,2.88
2.307963,3.14
2.309287,2.92
2.309698,2.5
2.318589,2.64
2.320095,2.74
2.325070,3.12
2.327591,2.67
2.329363,2.52
2.333490,2.76
2.335717,2.5
2.335917,2.71
2.337248,3.34
2.338239,2.5
2.338405,2.9
2.338913,2.96
2.341313,2.56
2.342463,2.72
2.347778,2.81
2.356730,2.76
2.358373,2.8
2.360186,2.72
2.361152,3.05
2.368643,4.99
2.369200,3.5
2.372177,2.72
2.375125,3.36
2.376516,2.74
2.377304,3.15
2.380719,2.5
2.381297,2.93
2.381816,2.6
2.382409,2.78
2.383295,2.93
2.383717,2.53
2.387964,2.75
2.390381,3.15
2.392982,2.77
2.395449,2.77
2.395927,3.1
2.397040,4.21
2.397770,4.18
2.398931,2.87
2.404251,2.79
2.406980,2.62
2.407944,2.64
2.410564,3.21
2.411428,2.73
2.413143,2.63
2.415954,2.55
2.417445,2.62
2.417935,2.61
2.422562,3.28
2.422567,3.28
2.427901,2.66
2.430226,3.58
2.431166,3.52
2.433513,2.95
2.439591,2.66
2.441628,2.67
2.441972,2.84
2.443799,2.81
2.446606,2.55
2.447615,2.67
2.448172,2.99
2.449377,2.97
2.449721,2.6
2.450573,3
2.451093,3.02
2.452452,2.5
2.452478,2.5
2.457032,3.82
2.462193,2.67
2.463766,2.98
2.467413,2.7
2.468984,2.96
2.469396,2.57
2.473152,2.53
2.477090,4.2
2.480465,2.7
2.484143,2.5
2.484534,2.7
2.485035,2.58
2.485522,4.47
2.489622,2.81
2.491190,2.68
2.491464,2.51
2.496003,2.65
2.500989,3.74
2.505542,2.55
2.509561,2.94
2.511209,2.75
2.511475,2.89
2.512420,2.87
2.517579,2.97
2.521644,2.63
2.523984,2.61
2.524801,2.71
2.525492,3.39
2.526045,3.01
2.529891,2.62
2.532920,2.64
2.535028,3.31
2.540114,2.78
2.548055,2.54
2.550632,2.67
2.550848,2.81
2.551371,3.37
2.551854,2.5
2.561946,2.64
2.562257,2.72
2.563846,2.7
2.574371,2.57
2.575066,2.66
2.579960,3.05
2.588181,2.75
2.591014,2.74
2.592419,4.29
2.593513,2.91
2.594001,2.58
2.595668,4.11
2.604289,3.34
2.604716,2.8
2.617038,2.7
2.617358,3.4
2.617444,3.68
2.619822,2.5
2.619836,2.81
2.622306,2.97
2.622330,2.5
2.625161,2.99
2.625694,2.5
2.625991,2.83
2.626831,2.55
2.636960,2.89
2.641427,2.95
2.645569,2.7
2.646158,2.5
2.649492,2.5
2.649693,4.85
2.650329,3
2.650941,2.5
2.651140,3.71
2.654094,3.58
2.664469,2.77
2.667818,4.48
2.675273,2.5
2.677860,2.72
2.679378,2.87
2.682279,3.19
2.688960,2.72
2.689660,2.81
2.692482,2.82
2.696158,2.56
2.697146,2.64
2.703956,2.78
2.707403,2.5
2.713334,3.26
2.715179,2.5
2.721680,2.77
2.721825,2.77
