t_days,size
2.285033,4.7
2.287028,4.7
2.288603,4.7
2.289007,4.9
2.290354,4.8
2.295436,4.6
2.296250,4.6
2.296620,4.8
2.298265,4.8
2.298539,4.7
2.300572,4.7
2.301876,4.5
2.301929,4.7
2.312608,5.4
2.317748,4.9
2.325655,4.5
2.326124,4.7
2.327172,4.5
2.329999,4.5
2.331447,4.7
2.343670,4.5
2.344326,4.6
2.345865,4.6
2.350188,4.5
2.352818,4.7
2.354344,4.5
2.362633,4.5
2.364966,5.2
2.370915,4.7
2.371486,5.1
2.373471,4.6
2.376125,5.4
2.390562,5.2
2.391995,5.2
2.392773,4.8
2.403438,5
2.414656,4.5
2.415145,4.7
2.415852,4.6
2.429388,4.6
2.437230,4.8
2.450325,4.6
2.453723,4.5
2.457349,4.7
2.459382,4.6
2.465945,4.6
2.468820,5.1
2.470571,5.1
2.471929,4.9
2.473062,4.6
2.481893,4.8
2.488042,4.8
2.495605,4.8
2.495902,5
2.498693,4.9
2.502585,4.7
2.506221,5.6
2.511772,4.6
2.537515,4.5
2.540131,4.6
2.540871,4.8
2.543849,4.8
2.548336,4.8
2.550602,4.7
2.556150,4.6
2.562704,4.9
2.575268,4.8
2.577659,4.9
2.583374,4.9
2.592662,5.2
2.602287,4.8
2.617246,4.8
2.628414,4.5
2.628662,4.5
2.632835,4.6
2.633535,4.8
2.635838,4.7
2.643922,4.7
2.645566,4.9
2.646514,4.7
2.649098,4.8
2.653430,4.7
2.656736,4.8
2.660667,4.6
2.671224,4.6
2.679362,4.9
2.685105,4.7
2.687604,4.8
2.690208,5.2
2.692756,4.7
2.694219,5
2.702736,4.7
2.707687,4.9
2.710554,4.7
2.729261,4.9
2.742543,4.6
2.746572,4.7
2.755119,5
2.764920,4.8
2.768842,4.9
2.768864,4.8
2.770203,4.7
2.775266,5
2.787423,4.6
2.801871,4.6
2.802945,5.5
2.804419,4.7
2.810266,4.5
2.825128,4.7
2.829128,4.9
2.830927,4.6
2.831814,4.5
2.841330,5.1
2.845989,4.6
2.846276,5.2
2.850751,4.6
2.885684,4.5
2.886075,4.6
2.891334,4.8
2.891478,4.9
2.895444,5.4
2.897479,5.2
2.898815,5.2
2.901606,4.6
2.911877,4.6
2.923796,4.5
2.940066,4.5
2.944381,4.5
2.957797,4.8
2.959715,4.9
2.965264,4.7
2.966322,5
2.967567,4.5
2.974488,4.5
2.981003,4.8
2.983763,4.6
2.986665,4.7
2.997113,4.8
3.001933,4.7
3.002955,4.5
3.004859,4.8
3.011328,4.7
3.014653,4.5
3.018194,6
3.021824,4.7
3.022317,5.3
3.028509,5.2
3.039950,5.2
3.042067,5.1
3.045845,5.2
3.047852,4.7
3.051283,5
3.053549,5.2
3.058121,4.5
3.068605,5.2
3.072304,4.6
3.073866,4.5
3.109424,4.6
3.133282,4.8
3.135856,4.5
3.139881,5
3.150650,4.7
3.151319,4.5
3.161408,4.8
3.182305,4.8
3.196006,5.1
3.196330,4.9
3.200337,4.9
3.205760,4.7
3.222281,4.8
3.236787,4.6
3.241500,4.7
3.251529,4.5
3.262553,4.6
3.291016,4.8
3.302621,4.5
3.312025,4.6
3.315076,4.5
3.324013,4.7
3.338033,4.7
3.340729,4.6
3.358504,5.1
3.378148,5.2
3.378647,4.8
3.379606,4.8
3.384972,4.8
3.386067,4.5
3.387094,4.5
3.392220,4.7
3.401024,4.9
3.405290,4.5
3.416692,4.5
3.419197,4.5
3.423432,4.6
3.434138,4.6
3.442113,4.7
3.478017,4.8
3.485904,4.8
3.502468,4.6
3.509224,5.6
3.510537,5.4
3.517092,4.5
3.533741,4.5
3.534174,4.6
3.537336,4.7
3.537932,5.4
3.554049,4.8
3.554462,4.6
3.556235,4.5
3.560094,4.5
3.570886,5.1
3.571524,4.9
3.573061,4.6
3.574879,4.7
3.584939,4.6
3.592646,4.7
3.595966,4.6
3.599024,4.7
3.600202,4.7
3.601061,4.6
3.609054,4.5
3.624565,4.6
3.635369,4.6
3.642218,4.5
3.644654,4.6
3.679023,5
3.691780,4.6
3.694662,4.5
3.696536,4.7
3.697578,4.8
3.698701,4.8
3.705001,4.7
3.717969,4.7
3.726998,4.5
3.728356,4.8
3.730063,4.8
3.733080,5.2
3.733882,5
3.735229,4.6
3.744433,4.9
3.761438,4.6
3.773355,4.6
3.786266,4.7
3.788003,4.6
3.791489,4.8
3.825949,4.7
3.854752,4.7
3.864985,4.5
3.869090,4.6
3.896564,4.6
3.898871,4.8
3.899435,5
3.932197,4.7
3.937655,4.5
3.964900,4.5
3.971263,4.5
3.987637,4.8
3.989608,4.8
3.995867,4.5
4.024257,4.5
4.031336,4.8
4.037541,4.9
