t_days,size
43.029040,3.15
44.126800,2.62
46.617256,3.58
46.655771,2.5
47.139096,2.65
47.810265,2.53
48.088703,2.68
48.166162,3.09
48.341611,2.6
48.662750,2.89
48.810694,2.7
48.862017,2.52
48.864871,3.47
48.900687,2.52
49.459125,2.68
49.468645,3.09
50.375362,2.6
50.435213,2.7
51.370219,2.83
51.422364,2.56
51.847316,2.54
51.848681,3.11
52.812762,2.63
52.874469,2.63
53.019086,2.51
53.091984,2.59
53.236291,3.74
53.867911,3.87
54.563439,2.59
55.191617,2.52
55.266402,2.55
55.278509,3.15
55.346956,2.9
55.926594,2.86
56.017533,2.58
56.065591,2.62
56.292472,3.08
56.292812,3.09
56.695207,2.56
56.934200,2.56
56.977392,2.57
57.832830,2.6
58.161098,3.35
58.497420,2.88
58.597876,2.67
59.258912,2.69
59.615397,2.67
59.625800,2.66
59.935055,2.54
60.044329,2.85
60.077245,3.12
60.205137,3.27
60.205859,3.28
60.404504,2.74
60.492632,3.02
60.690736,2.67
62.820573,2.53
63.027421,2.8
63.073641,2.64
63.078279,2.58
63.558967,2.79
64.763220,2.76
65.030638,2.82
65.423793,2.98
65.424698,3.37
65.516056,2.53
65.783713,3.33
66.388016,2.72
67.302331,3.03
67.306482,3.16
67.430304,2.65
68.333920,2.57
68.524481,4.03
68.849667,2.6
68.931052,2.98
68.950204,3.24
69.480026,2.54
69.946948,2.56
70.428412,2.86
70.688364,2.9
70.801718,2.69
70.891954,2.67
71.554495,3.39
71.761727,2.74
71.767652,2.77
71.767850,3.84
72.687659,2.6
72.744316,2.56
73.159138,2.62
73.580314,2.76
73.580548,2.78
73.956963,2.5
74.062183,2.58
74.156844,2.69
74.266034,3.2
74.271905,2.8
74.299023,2.69
74.645317,2.56
74.678529,3.18
74.911172,3.81
75.230860,2.73
75.797660,2.77
76.344983,2.52
76.658111,3.18
77.085420,3.04
77.175601,2.64
78.668676,3.14
79.050212,2.81
79.078237,2.95
79.804246,2.54
79.819070,2.6
81.409976,2.62
81.608213,2.81
82.358606,2.56
82.731721,2.79
83.663592,2.62
84.269461,2.59
84.524992,2.74
84.778031,2.9
85.038046,2.52
85.134914,2.9
85.986856,2.7
86.791807,2.95
86.899975,2.88
88.637247,3.13
89.341384,3.24
89.381465,3.4
89.390558,2.57
91.639762,3.06
92.211151,2.52
92.679816,2.69
95.746816,2.79
96.255559,3.35
96.398075,2.68
96.493164,2.7
97.500384,2.94
97.633579,2.96
98.885351,2.93
99.106368,2.64
99.115100,2.64
99.154592,2.97
99.169716,3.42
100.044622,2.75
100.077554,2.84
102.838030,2.85
103.591248,3.55
104.398710,3.1
104.763192,2.7
106.056234,2.58
107.099813,2.62
107.836498,3.48
108.352166,2.69
112.347831,2.57
112.846257,2.5
112.933041,2.74
113.682003,3.03
113.952883,2.8
114.029149,2.84
114.085198,2.61
116.310203,2.77
116.737861,2.57
117.274720,3.02
118.702901,2.77
119.376864,2.52
119.401695,2.62
120.462905,2.75
121.334755,4.36
121.421168,2.83
121.421652,3.03
121.446260,3.27
121.454347,2.66
123.191036,2.68
124.113600,2.63
124.682884,2.77
128.736115,3.17
131.006302,2.53
131.365212,3.94
133.671287,2.52
141.687831,2.59
143.361119,3.52
144.074563,3.09
144.167705,2.55
144.564923,2.65
145.431575,2.98
146.282450,2.51
146.584085,3.33
148.319841,2.94
148.769184,2.78
149.517061,2.67
149.654119,2.64
149.667473,2.52
150.092013,2.53
150.382573,2.7
151.517677,2.69
154.763827,2.5
154.996045,2.66
155.155871,2.54
156.339142,2.57
158.111058,3.16
158.580473,2.91
159.831676,2.89
160.708492,2.66
160.970059,2.94
162.755480,2.61
164.147696,2.81
168.385106,3.08
170.711289,3.61
172.779509,3.24
174.437886,2.53
174.561695,3.19
175.661388,2.74
175.682257,3.01
176.013827,2.51
176.984744,3.59
