t_days,flux,flux_err
3765.24,0.0355827,0.00798549
3768.32,0.0327502,0.00774543
3769.4,0.0712002,0.0122439
3778.39,0.0369756,0.00809908
3784.67,0.0617956,0.0114688
3786.72,0.0469937,0.011058
3793.31,0.0528011,0.00978346
3794.5,0.0402015,0.00745593
3796.39,0.0316949,0.00790356
3797.64,0.053361,0.0113467
3802.3,0.0426034,0.00935811
3805.15,0.0400497,0.017286
3809.17,0.0444278,0.00790849
3814.06,0.0709343,0.0107022
3815.24,0.0385256,0.00796278
3817.3,0.0485364,0.00963009
3831.24,0.0415217,0.00881582
3832.42,0.0485373,0.00984075
3939.18,0.0520017,0.00816727
3941.45,0.0596173,0.00962167
3956.47,0.0594803,0.00909975
3966.03,0.0532777,0.00859218
3969.33,0.0546951,0.00930469
3993.9,0.02654,0.00917925
3994.94,0.0740689,0.0251931
3998.85,0.058303,0.00924956
4005.75,0.0345575,0.0075874
4011.35,0.00363703,0.00554485
4021.08,0.0563622,0.0169255
4021.35,0.0509594,0.00696222
4023.59,0.0257685,0.00980634
4024.85,0.0475589,0.00973942
4027.01,0.0571503,0.0111538
4030.7,0.0449633,0.00849616
4031.75,0.0580765,0.0114098
4034.58,0.0253411,0.00688646
4038.73,0.0818891,0.0156935
4041.55,0.0444947,0.00964626
4042.67,0.0393788,0.00843415
4043.53,0.0527017,0.00977156
4078.25,0.0390052,0.00751882
4081.8,0.0341216,0.00979834
4083.58,0.0217066,0.00961006
4084.64,0.0463797,0.00945868
4087.52,0.0286816,0.0086879
4097.51,0.0616714,0.0103402
4102.18,0.0522038,0.0071245
4103.43,0.0602331,0.00994812
4104.27,0.0468726,0.0101825
4107.64,0.0496577,0.00896546
4110.06,0.0607634,0.0105684
4111.64,0.024186,0.011309
4113.47,0.0609274,0.0109487
4121.32,0.0492816,0.00958868
4122.41,0.0455713,0.0111633
4125.41,0.0551585,0.0124688
4129.38,0.0290387,0.00889604
4131.4,0.0324191,0.00966135
4134.31,0.0363881,0.00979612
4142.31,0.0355559,0.00985224
4146.5,0.060044,0.0150206
4148.21,0.0614863,0.0112799
4149.33,0.0340994,0.0118395
4159.24,0.0264776,0.0105164
4160.88,0.0268663,0.00848363
4164.16,0.039173,0.0116323
4168.03,0.0432926,0.00933702
4173.21,0.0578033,0.0102396
4175.58,0.0461404,0.00960183
4176.17,0.0367784,0.00801767
4179.17,0.0526244,0.00969423
4185.2,0.040476,0.0116894
4188.41,0.036986,0.00885939
4189.13,0.0404207,0.0103781
4191.17,0.0402211,0.00936051
4193.53,0.0394354,0.00738127
4196.14,0.0299545,0.00840967
4201.31,0.0523854,0.0112623
4202.31,0.0576551,0.0100901
