burst_id,source,freq_mhz,toa_s,toa_err_s,snr
FRB20201124A_2021MayApr_0293,FRB20201124A,1188.954,1.237906e-02,7.428890e-05,17.9
FRB20201124A_2021MayApr_0293,FRB20201124A,1230.96,1.251001e-02,2.942732e-05,35.1
FRB20201124A_2021MayApr_0293,FRB20201124A,1272.957,1.250863e-02,3.205508e-05,30.7
FRB20201124A_2021MayApr_0293,FRB20201124A,1314.94,1.252480e-02,7.815629e-06,144.6
FRB20201124A_2021MayApr_0293,FRB20201124A,1356.446,1.248252e-02,2.327113e-05,65.5
FRB20201124A_2021MayApr_0293,FRB20201124A,1397.46,1.258516e-02,4.528666e-05,41.2
FRB20201124A_2021MayApr_0293,FRB20201124A,1438.477,1.147709e-02,1.180417e-04,15.0
FRB20201124A_2021MayApr_0116,FRB20201124A,1020.987,1.411634e-02,2.987400e-05,83.9
FRB20201124A_2021MayApr_0116,FRB20201124A,1062.969,1.287498e-02,9.612944e-06,219.9
FRB20201124A_2021MayApr_0116,FRB20201124A,1104.967,1.290410e-02,6.206405e-06,237.6
FRB20201124A_2021MayApr_0116,FRB20201124A,1146.957,1.268391e-02,7.418850e-06,198.8
FRB20201124A_2021MayApr_0116,FRB20201124A,1188.948,1.239136e-02,2.953144e-05,44.9
FRB20201124A_2021MayApr_0116,FRB20201124A,1230.962,1.229216e-02,9.708629e-05,11.1
FRB20201124A_2021MayApr_0116,FRB20201124A,1272.952,1.227690e-02,7.889466e-05,11.2
FRB20201124A_2021MayApr_1073,FRB20201124A,1020.996,1.289009e-02,7.969420e-05,35.2
FRB20201124A_2021MayApr_1073,FRB20201124A,1062.989,1.267916e-02,2.885758e-05,63.0
FRB20201124A_2021MayApr_1073,FRB20201124A,1104.98,1.244357e-02,2.503357e-05,56.9
FRB20201124A_2021MayApr_1073,FRB20201124A,1146.972,1.244192e-02,2.603499e-05,41.5
FRB20201124A_2021MayApr_1073,FRB20201124A,1188.96,1.248371e-02,8.239703e-05,6.0
FRB20201124A_2021MayApr_0895,FRB20201124A,1104.984,1.572434e-02,4.304106e-05,6.9
FRB20201124A_2021MayApr_0895,FRB20201124A,1146.971,1.494062e-02,2.601071e-04,9.6
FRB20201124A_2021MayApr_0895,FRB20201124A,1188.961,1.329595e-02,1.656187e-04,13.7
FRB20201124A_2021MayApr_0895,FRB20201124A,1230.959,1.299097e-02,5.620258e-05,34.1
FRB20201124A_2021MayApr_0895,FRB20201124A,1272.963,1.283872e-02,2.788237e-05,63.5
FRB20201124A_2021MayApr_0895,FRB20201124A,1314.947,1.242146e-02,1.076243e-05,141.6
FRB20201124A_2021MayApr_0895,FRB20201124A,1356.441,1.232290e-02,9.288951e-06,158.7
FRB20201124A_2021MayApr_0895,FRB20201124A,1397.457,1.226659e-02,7.682438e-06,179.1
FRB20201124A_2021MayApr_0895,FRB20201124A,1438.477,1.211213e-02,1.316921e-05,108.2
FRB20201124A_2021MayApr_0895,FRB20201124A,1479.493,1.223850e-02,3.502100e-05,36.5
FRB20201124A_2021MayApr_1535,FRB20201124A,1021.005,1.480519e-02,4.607056e-04,10.5
FRB20201124A_2021MayApr_1535,FRB20201124A,1062.985,1.247245e-02,1.146001e-04,31.7
FRB20201124A_2021MayApr_1535,FRB20201124A,1104.98,1.243006e-02,6.123370e-05,35.3
FRB20201124A_2021MayApr_1535,FRB20201124A,1146.973,1.209440e-02,8.458203e-05,22.1
FRB20201124A_2021MayApr_1535,FRB20201124A,1188.97,1.198512e-02,1.867628e-04,7.1
FRB20201124A_2021MayApr_1027,FRB20201124A,1020.997,1.296248e-02,2.371741e-05,51.8
FRB20201124A_2021MayApr_1027,FRB20201124A,1062.988,1.259799e-02,1.425794e-05,79.3
FRB20201124A_2021MayApr_1027,FRB20201124A,1104.979,1.259648e-02,1.240955e-05,83.2
FRB20201124A_2021MayApr_1027,FRB20201124A,1146.972,1.268619e-02,2.075327e-05,40.3
FRB20201124A_2021MayApr_1027,FRB20201124A,1188.964,1.269430e-02,6.827217e-05,12.2
FRB20201124A_2021MayApr_0281,FRB20201124A,1020.999,1.539196e-02,4.090077e-05,48.1
FRB20201124A_2021MayApr_0281,FRB20201124A,1062.988,1.470406e-02,3.741571e-05,60.4
FRB20201124A_2021MayApr_0281,FRB20201124A,1104.981,1.400103e-02,3.708891e-05,64.9
FRB20201124A_2021MayApr_0281,FRB20201124A,1146.967,1.343530e-02,2.589094e-05,94.9
FRB20201124A_2021MayApr_0281,FRB20201124A,1188.949,1.307303e-02,7.927485e-05,28.5
FRB20201124A_2021MayApr_0281,FRB20201124A,1230.964,1.239247e-02,5.368323e-05,39.4
FRB20201124A_2021MayApr_0281,FRB20201124A,1272.94,1.203844e-02,9.448312e-05,20.3
FRB20201124A_2021MayApr_0281,FRB20201124A,1314.941,1.147714e-02,4.809922e-05,38.8
FRB20201124A_2021MayApr_0281,FRB20201124A,1356.445,1.145149e-02,8.579186e-05,20.1
FRB20201124A_2021MayApr_0281,FRB20201124A,1397.46,1.125904e-02,1.201864e-04,11.5
FRB20201124A_2021MayApr_1251,FRB20201124A,1062.988,1.380722e-02,4.821576e-04,8.3
FRB20201124A_2021MayApr_1251,FRB20201124A,1104.98,1.391219e-02,1.583467e-04,23.0
FRB20201124A_2021MayApr_1251,FRB20201124A,1146.976,1.225014e-02,3.859472e-05,81.5
FRB20201124A_2021MayApr_1251,FRB20201124A,1188.965,1.238878e-02,2.258176e-05,121.9
FRB20201124A_2021MayApr_1251,FRB20201124A,1230.944,1.234410e-02,1.408221e-05,160.6
FRB20201124A_2021MayApr_1251,FRB20201124A,1272.956,1.247318e-02,1.332626e-05,154.9
FRB20201124A_2021MayApr_1251,FRB20201124A,1314.937,1.243087e-02,3.286950e-05,58.3
FRB20201124A_2021MayApr_1251,FRB20201124A,1356.445,1.166016e-02,3.020633e-05,58.6
FRB20201124A_2021MayApr_1251,FRB20201124A,1397.46,1.181385e-02,8.764838e-05,19.6
FRB20201124A_2021MayApr_0706,FRB20201124A,1021.007,1.276647e-02,1.912873e-04,7.5
FRB20201124A_2021MayApr_0706,FRB20201124A,1062.988,1.263529e-02,4.239905e-05,25.5
FRB20201124A_2021MayApr_0706,FRB20201124A,1104.975,1.262615e-02,1.259283e-05,70.3
FRB20201124A_2021MayApr_0706,FRB20201124A,1146.972,1.262437e-02,1.804165e-05,46.3
FRB20201124A_2021MayApr_0706,FRB20201124A,1188.955,1.260950e-02,1.469543e-04,6.7
FRB20201124A_2021MayApr_0064,FRB20201124A,1020.993,1.400562e-02,5.981478e-05,30.4
FRB20201124A_2021MayApr_0064,FRB20201124A,1062.989,1.337308e-02,3.841312e-05,53.7
FRB20201124A_2021MayApr_0064,FRB20201124A,1104.979,1.307379e-02,5.212453e-05,41.5
FRB20201124A_2021MayApr_0064,FRB20201124A,1146.973,1.239525e-02,6.505203e-05,31.0
FRB20201124A_2021MayApr_0064,FRB20201124A,1188.96,1.218695e-02,1.178280e-04,11.7
FRB20201124A_2021MayApr_0064,FRB20201124A,1230.965,1.248348e-02,1.106767e-04,10.2
FRB20201124A_2021MayApr_1323,FRB20201124A,1020.997,1.308664e-02,1.862118e-04,6.1
FRB20201124A_2021MayApr_1323,FRB20201124A,1062.988,1.288872e-02,6.261553e-05,19.6
FRB20201124A_2021MayApr_1323,FRB20201124A,1104.979,1.299675e-02,3.569399e-05,31.7
FRB20201124A_2021MayApr_1323,FRB20201124A,1146.973,1.287151e-02,1.176204e-05,96.1
FRB20201124A_2021MayApr_1323,FRB20201124A,1188.961,1.271662e-02,1.329542e-05,73.9
FRB20201124A_2021MayApr_1323,FRB20201124A,1230.959,1.271688e-02,1.780800e-05,52.4
FRB20201124A_2021MayApr_1323,FRB20201124A,1272.936,1.262388e-02,1.641712e-05,53.9
FRB20201124A_2021MayApr_1323,FRB20201124A,1314.941,1.249205e-02,1.490367e-05,59.4
FRB20201124A_2021MayApr_1323,FRB20201124A,1356.442,1.251825e-02,3.628838e-05,27.1
FRB20201124A_2021MayApr_1323,FRB20201124A,1397.46,1.242793e-02,9.642463e-05,9.7
FRB20201124A_2021MayApr_1323,FRB20201124A,1438.476,1.217189e-02,1.424940e-04,6.9
FRB20201124A_2021MayApr_1758,FRB20201124A,1146.973,1.247297e-02,9.059146e-05,11.4
FRB20201124A_2021MayApr_1758,FRB20201124A,1188.953,1.248487e-02,6.428966e-05,6.9
FRB20201124A_2021MayApr_1758,FRB20201124A,1230.967,1.233524e-02,7.858325e-05,11.3
FRB20201124A_2021MayApr_1758,FRB20201124A,1272.974,1.252918e-02,7.863521e-05,8.8
FRB20201124A_2021MayApr_1758,FRB20201124A,1314.941,1.233267e-02,7.219914e-05,10.9
FRB20201124A_2021MayApr_1758,FRB20201124A,1356.445,1.217565e-02,9.520585e-05,9.3
FRB20201124A_2021MayApr_1758,FRB20201124A,1397.46,1.209217e-02,8.197577e-05,10.2
FRB20201124A_2021MayApr_0677,FRB20201124A,1021.002,1.568288e-02,3.566415e-04,9.1
FRB20201124A_2021MayApr_0677,FRB20201124A,1062.988,1.480243e-02,2.467251e-04,17.5
FRB20201124A_2021MayApr_0677,FRB20201124A,1104.98,1.282497e-02,1.327784e-04,25.2
FRB20201124A_2021MayApr_0677,FRB20201124A,1146.973,1.244573e-02,1.400958e-04,20.0
FRB20201124A_2021MayApr_0677,FRB20201124A,1188.96,1.222564e-02,2.499655e-04,10.2
FRB20201124A_2021MayApr_0677,FRB20201124A,1230.957,1.174772e-02,2.785134e-04,7.9
FRB20201124A_2021MayApr_0436,FRB20201124A,1020.995,1.341512e-02,2.571346e-05,55.4
FRB20201124A_2021MayApr_0436,FRB20201124A,1062.99,1.333402e-02,1.687388e-05,78.6
FRB20201124A_2021MayApr_0436,FRB20201124A,1104.98,1.306281e-02,1.364563e-05,90.1
FRB20201124A_2021MayApr_0436,FRB20201124A,1146.974,1.297894e-02,1.923447e-05,58.8
FRB20201124A_2021MayApr_0436,FRB20201124A,1188.961,1.307793e-02,3.856047e-05,25.5
FRB20201124A_2021MayApr_0436,FRB20201124A,1230.967,1.292370e-02,7.238558e-05,18.3
FRB20201124A_2021MayApr_0436,FRB20201124A,1272.943,1.214096e-02,1.073890e-04,14.2
FRB20201124A_2021MayApr_0436,FRB20201124A,1314.941,1.209759e-02,9.764834e-05,12.6
FRB20201124A_2021MayApr_0156,FRB20201124A,1020.995,1.392156e-02,2.553137e-04,11.4
FRB20201124A_2021MayApr_0156,FRB20201124A,1062.989,1.332779e-02,7.427640e-05,29.8
FRB20201124A_2021MayApr_0156,FRB20201124A,1104.986,1.298835e-02,4.824906e-05,36.7
FRB20201124A_2021MayApr_0156,FRB20201124A,1146.974,1.276551e-02,2.869105e-05,56.5
FRB20201124A_2021MayApr_0156,FRB20201124A,1188.962,1.240425e-02,6.136627e-05,23.2
FRB20201124A_2021MayApr_0156,FRB20201124A,1230.959,1.221339e-02,4.310354e-05,28.5
FRB20201124A_2021MayApr_0156,FRB20201124A,1272.954,1.221644e-02,1.080343e-04,9.1
FRB20201124A_2021MayApr_0156,FRB20201124A,1314.941,1.195213e-02,8.940633e-05,12.6
FRB20201124A_2021MayApr_0799,FRB20201124A,1146.972,1.303930e-02,2.067099e-04,5.7
FRB20201124A_2021MayApr_0799,FRB20201124A,1188.956,1.315150e-02,1.856210e-04,5.8
FRB20201124A_2021MayApr_0799,FRB20201124A,1230.954,1.283284e-02,9.713275e-05,11.1
FRB20201124A_2021MayApr_0799,FRB20201124A,1272.956,1.277103e-02,8.387403e-05,16.4
FRB20201124A_2021MayApr_0799,FRB20201124A,1314.941,1.228377e-02,5.565201e-05,22.1
FRB20201124A_2021MayApr_0799,FRB20201124A,1356.445,1.237391e-02,5.725813e-05,23.2
FRB20201124A_2021MayApr_0799,FRB20201124A,1397.46,1.228232e-02,3.584212e-05,30.2
FRB20201124A_2021MayApr_0799,FRB20201124A,1438.477,1.223262e-02,3.262575e-05,28.6
FRB20201124A_2021MayApr_0799,FRB20201124A,1479.499,1.222865e-02,5.678260e-05,13.8
FRB20201124A_2021MayApr_0793,FRB20201124A,1146.972,1.420496e-02,9.599936e-05,7.2
FRB20201124A_2021MayApr_0793,FRB20201124A,1188.962,1.415685e-02,1.186882e-04,6.6
FRB20201124A_2021MayApr_0793,FRB20201124A,1230.952,1.429639e-02,5.719192e-05,10.3
FRB20201124A_2021MayApr_0793,FRB20201124A,1272.949,1.423922e-02,9.403849e-05,16.7
FRB20201124A_2021MayApr_0793,FRB20201124A,1314.941,1.233631e-02,3.525127e-05,29.3
FRB20201124A_2021MayApr_0793,FRB20201124A,1356.445,1.237941e-02,1.071810e-05,82.5
FRB20201124A_2021MayApr_0793,FRB20201124A,1397.47,1.215465e-02,2.374337e-06,248.4
FRB20201124A_2021MayApr_0793,FRB20201124A,1438.463,1.220533e-02,1.459159e-06,336.9
FRB20201124A_2021MayApr_0793,FRB20201124A,1479.478,1.224079e-02,2.579071e-06,171.5
FRB20201124A_2021MayApr_0739,FRB20201124A,1020.997,1.307626e-02,4.193615e-05,37.5
FRB20201124A_2021MayApr_0739,FRB20201124A,1062.985,1.296999e-02,2.284779e-05,60.2
FRB20201124A_2021MayApr_0739,FRB20201124A,1104.981,1.277762e-02,2.684081e-05,51.3
FRB20201124A_2021MayApr_0739,FRB20201124A,1146.975,1.275324e-02,4.438313e-05,28.8
FRB20201124A_2021MayApr_0739,FRB20201124A,1188.959,1.292496e-02,8.822223e-05,12.3
FRB20201124A_2021MayApr_0739,FRB20201124A,1230.96,1.262435e-02,8.705223e-05,9.6
FRB20201124A_2021MayApr_0778,FRB20201124A,1020.997,1.588231e-02,1.421174e-04,8.6
FRB20201124A_2021MayApr_0778,FRB20201124A,1062.988,1.601462e-02,9.952151e-05,10.9
FRB20201124A_2021MayApr_0778,FRB20201124A,1104.981,1.586460e-02,1.011446e-04,9.2
FRB20201124A_2021MayApr_0778,FRB20201124A,1146.982,1.563387e-02,8.166689e-05,7.8
FRB20201124A_2021MayApr_0778,FRB20201124A,1230.959,1.258716e-02,2.469132e-05,27.9
FRB20201124A_2021MayApr_0778,FRB20201124A,1272.956,1.262929e-02,1.046823e-05,65.7
FRB20201124A_2021MayApr_0778,FRB20201124A,1314.941,1.275739e-02,8.164408e-06,78.3
FRB20201124A_2021MayApr_0778,FRB20201124A,1356.445,1.281865e-02,9.042334e-06,92.4
FRB20201124A_2021MayApr_0778,FRB20201124A,1397.46,1.281206e-02,1.688624e-05,64.0
FRB20201124A_2021MayApr_0778,FRB20201124A,1438.477,1.274463e-02,4.290809e-05,28.6
FRB20201124A_2021MayApr_0778,FRB20201124A,1479.484,1.239155e-02,2.394120e-04,5.5
FRB20201124A_2021MayApr_1058,FRB20201124A,1021.001,1.189180e-02,1.498761e-05,36.1
FRB20201124A_2021MayApr_1058,FRB20201124A,1062.986,1.202279e-02,6.397255e-06,84.5
FRB20201124A_2021MayApr_1058,FRB20201124A,1104.98,1.208899e-02,6.918775e-06,63.9
FRB20201124A_2021MayApr_1058,FRB20201124A,1146.972,1.216039e-02,7.428385e-06,59.6
FRB20201124A_2021MayApr_1058,FRB20201124A,1188.959,1.225966e-02,1.458368e-05,30.3
FRB20201124A_2021MayApr_1058,FRB20201124A,1230.958,1.229806e-02,5.203524e-05,7.6
FRB20201124A_2021MayApr_0420,FRB20201124A,1020.998,1.421496e-02,5.980393e-05,34.5
FRB20201124A_2021MayApr_0420,FRB20201124A,1062.985,1.346898e-02,5.155500e-05,41.0
FRB20201124A_2021MayApr_0420,FRB20201124A,1104.979,1.293237e-02,4.056765e-05,41.2
FRB20201124A_2021MayApr_0420,FRB20201124A,1146.968,1.297515e-02,5.331351e-05,29.5
FRB20201124A_2021MayApr_0420,FRB20201124A,1188.96,1.204206e-02,1.425233e-04,9.3
FRB20201124A_2021MayApr_0420,FRB20201124A,1230.959,1.219547e-02,7.762088e-05,18.4
FRB20201124A_2021MayApr_0420,FRB20201124A,1272.949,1.243599e-02,1.291127e-04,7.6
FRB20201124A_2021MayApr_0420,FRB20201124A,1314.947,1.194242e-02,9.134252e-05,14.0
FRB20201124A_2021MayApr_0420,FRB20201124A,1356.445,1.183945e-02,1.317899e-04,8.2
FRB20201124A_2021MayApr_1839,FRB20201124A,1104.988,1.406290e-02,2.502165e-04,5.7
FRB20201124A_2021MayApr_1839,FRB20201124A,1146.972,1.387022e-02,1.961541e-04,7.8
FRB20201124A_2021MayApr_1839,FRB20201124A,1188.963,1.290441e-02,2.268085e-04,6.3
FRB20201124A_2021MayApr_1839,FRB20201124A,1230.964,1.282474e-02,9.119907e-05,15.6
FRB20201124A_2021MayApr_1839,FRB20201124A,1272.946,1.249333e-02,1.004892e-04,14.2
FRB20201124A_2021MayApr_1839,FRB20201124A,1314.941,1.217580e-02,2.480420e-05,53.5
FRB20201124A_2021MayApr_1839,FRB20201124A,1356.445,1.206514e-02,2.628240e-05,48.6
FRB20201124A_2021MayApr_1839,FRB20201124A,1397.465,1.199296e-02,2.653334e-05,42.6
FRB20201124A_2021MayApr_1839,FRB20201124A,1438.476,1.194116e-02,3.351769e-05,44.0
FRB20201124A_2021MayApr_1839,FRB20201124A,1479.495,1.180138e-02,1.217953e-04,14.5
FRB20201124A_2021MayApr_1516,FRB20201124A,1230.964,1.342643e-02,1.781038e-04,8.0
FRB20201124A_2021MayApr_1516,FRB20201124A,1272.944,1.268565e-02,1.577126e-04,6.9
FRB20201124A_2021MayApr_1516,FRB20201124A,1314.941,1.278547e-02,1.155860e-04,12.8
FRB20201124A_2021MayApr_1516,FRB20201124A,1356.445,1.279914e-02,1.029614e-04,11.9
FRB20201124A_2021MayApr_1516,FRB20201124A,1397.46,1.263179e-02,6.606977e-05,20.1
FRB20201124A_2021MayApr_1516,FRB20201124A,1438.476,1.250768e-02,8.703364e-05,19.2
FRB20201124A_2021MayApr_1516,FRB20201124A,1479.485,1.267901e-02,8.052239e-05,21.4
FRB20201124A_2021MayApr_1313,FRB20201124A,1146.976,1.208836e-02,2.952079e-05,8.3
FRB20201124A_2021MayApr_1313,FRB20201124A,1188.942,1.213609e-02,5.233279e-05,8.5
FRB20201124A_2021MayApr_1313,FRB20201124A,1230.966,1.237852e-02,4.951879e-05,12.9
FRB20201124A_2021MayApr_1313,FRB20201124A,1272.951,1.213944e-02,9.929716e-05,6.4
FRB20201124A_2021MayApr_1313,FRB20201124A,1314.941,1.242124e-02,3.336322e-05,16.2
FRB20201124A_2021MayApr_1493,FRB20201124A,1021.0,1.372452e-02,2.016559e-05,117.0
FRB20201124A_2021MayApr_1493,FRB20201124A,1062.997,1.194753e-02,1.211292e-05,170.4
FRB20201124A_2021MayApr_1493,FRB20201124A,1104.974,1.206937e-02,5.943310e-06,181.9
FRB20201124A_2021MayApr_1493,FRB20201124A,1146.974,1.214961e-02,5.921299e-06,166.0
FRB20201124A_2021MayApr_1493,FRB20201124A,1188.951,1.223412e-02,1.830740e-05,53.7
FRB20201124A_2021MayApr_1493,FRB20201124A,1230.966,1.234925e-02,3.186111e-05,29.3
FRB20201124A_2021MayApr_1493,FRB20201124A,1272.947,1.242166e-02,1.908613e-04,5.7
FRB20201124A_2021MayApr_0574,FRB20201124A,1062.988,1.360008e-02,9.967550e-05,11.3
FRB20201124A_2021MayApr_0574,FRB20201124A,1104.987,1.345687e-02,5.573303e-05,23.8
FRB20201124A_2021MayApr_0574,FRB20201124A,1146.966,1.334804e-02,3.583219e-05,34.3
FRB20201124A_2021MayApr_0574,FRB20201124A,1188.949,1.303878e-02,5.574405e-05,17.6
FRB20201124A_2021MayApr_0574,FRB20201124A,1230.966,1.288239e-02,1.273266e-05,88.8
FRB20201124A_2021MayApr_0574,FRB20201124A,1272.961,1.282520e-02,1.895298e-05,59.6
FRB20201124A_2021MayApr_0574,FRB20201124A,1314.941,1.265684e-02,1.509347e-05,74.9
FRB20201124A_2021MayApr_0574,FRB20201124A,1356.445,1.243588e-02,1.714442e-05,71.7
FRB20201124A_2021MayApr_0574,FRB20201124A,1397.46,1.219882e-02,1.014092e-05,106.6
FRB20201124A_2021MayApr_0574,FRB20201124A,1438.477,1.212780e-02,2.143889e-05,52.7
FRB20201124A_2021MayApr_0574,FRB20201124A,1479.498,1.183827e-02,5.771817e-05,17.0
FRB20201124A_2021MayApr_1297,FRB20201124A,1021.001,1.381852e-02,3.434463e-05,80.1
FRB20201124A_2021MayApr_1297,FRB20201124A,1062.989,1.328063e-02,1.531917e-05,138.0
FRB20201124A_2021MayApr_1297,FRB20201124A,1104.972,1.283335e-02,7.620341e-06,180.6
FRB20201124A_2021MayApr_1297,FRB20201124A,1146.965,1.259151e-02,8.134401e-06,145.0
FRB20201124A_2021MayApr_1297,FRB20201124A,1188.953,1.245727e-02,5.944493e-05,19.0
FRB20201124A_2021MayApr_1297,FRB20201124A,1230.965,1.248588e-02,7.369962e-05,14.7
FRB20201124A_2021MayApr_0140,FRB20201124A,1020.996,1.475126e-02,1.271844e-04,16.2
FRB20201124A_2021MayApr_0140,FRB20201124A,1062.988,1.440254e-02,6.490006e-05,33.3
FRB20201124A_2021MayApr_0140,FRB20201124A,1104.979,1.327134e-02,4.131742e-05,59.5
FRB20201124A_2021MayApr_0140,FRB20201124A,1146.982,1.310655e-02,2.003226e-05,120.2
FRB20201124A_2021MayApr_0140,FRB20201124A,1188.968,1.278040e-02,3.235237e-05,69.9
FRB20201124A_2021MayApr_0140,FRB20201124A,1230.958,1.232311e-02,1.996492e-05,91.1
FRB20201124A_2021MayApr_0140,FRB20201124A,1272.954,1.216891e-02,1.986441e-05,74.2
FRB20201124A_2021MayApr_0140,FRB20201124A,1314.941,1.209023e-02,1.682814e-05,73.0
FRB20201124A_2021MayApr_0140,FRB20201124A,1356.449,1.209571e-02,1.092993e-05,107.9
FRB20201124A_2021MayApr_0140,FRB20201124A,1397.46,1.218851e-02,3.696379e-05,30.6
FRB20201124A_2021MayApr_0140,FRB20201124A,1438.477,1.208786e-02,1.261177e-04,7.4
FRB20201124A_2021MayApr_0499,FRB20201124A,1314.941,1.251982e-02,1.594490e-04,6.5
FRB20201124A_2021MayApr_0499,FRB20201124A,1356.445,1.248924e-02,2.176597e-04,5.6
FRB20201124A_2021MayApr_0499,FRB20201124A,1397.46,1.254290e-02,1.080717e-04,9.1
FRB20201124A_2021MayApr_0499,FRB20201124A,1438.477,1.237243e-02,1.338340e-04,7.3
FRB20201124A_2021MayApr_0499,FRB20201124A,1479.499,1.236221e-02,1.527757e-04,7.4
FRB20201124A_2021MayApr_0326,FRB20201124A,1020.994,1.399506e-02,1.428891e-04,23.0
FRB20201124A_2021MayApr_0326,FRB20201124A,1062.988,1.271342e-02,5.770230e-05,44.3
FRB20201124A_2021MayApr_0326,FRB20201124A,1104.98,1.199629e-02,5.048778e-05,33.1
FRB20201124A_2021MayApr_0326,FRB20201124A,1146.966,1.199899e-02,1.110227e-04,12.4
FRB20201124A_2021MayApr_0326,FRB20201124A,1188.958,1.214354e-02,1.250937e-04,5.5
FRB20201124A_2021MayApr_0560,FRB20201124A,1020.998,1.390818e-02,1.488182e-05,72.7
FRB20201124A_2021MayApr_0560,FRB20201124A,1062.999,1.392808e-02,6.926296e-06,170.3
FRB20201124A_2021MayApr_0560,FRB20201124A,1104.997,1.409130e-02,7.619245e-06,264.5
FRB20201124A_2021MayApr_0560,FRB20201124A,1146.978,1.277939e-02,1.384335e-05,181.1
FRB20201124A_2021MayApr_0560,FRB20201124A,1188.951,1.278350e-02,2.722716e-05,61.4
FRB20201124A_2021MayApr_0560,FRB20201124A,1230.969,1.207617e-02,1.006478e-05,151.4
FRB20201124A_2021MayApr_0560,FRB20201124A,1272.948,1.204150e-02,1.604289e-05,85.8
FRB20201124A_2021MayApr_0560,FRB20201124A,1314.941,1.212689e-02,1.903165e-05,59.4
FRB20201124A_2021MayApr_0560,FRB20201124A,1356.445,1.217747e-02,8.052223e-05,12.8
FRB20201124A_2021MayApr_0560,FRB20201124A,1397.46,1.213256e-02,1.450067e-04,7.8
FRB20201124A_2021MayApr_0050,FRB20201124A,1020.997,1.198555e-02,2.396019e-05,32.8
FRB20201124A_2021MayApr_0050,FRB20201124A,1062.988,1.213018e-02,1.052510e-05,70.0
FRB20201124A_2021MayApr_0050,FRB20201124A,1104.979,1.217457e-02,8.747402e-06,84.3
FRB20201124A_2021MayApr_0050,FRB20201124A,1146.972,1.214792e-02,8.054047e-06,91.5
FRB20201124A_2021MayApr_0050,FRB20201124A,1188.963,1.227781e-02,1.726906e-05,37.0
FRB20201124A_2021MayApr_0050,FRB20201124A,1230.956,1.220066e-02,4.183083e-05,16.5
FRB20201124A_2021MayApr_0050,FRB20201124A,1272.943,1.234060e-02,5.979906e-05,9.9
FRB20201124A_2021MayApr_0050,FRB20201124A,1314.941,1.223815e-02,1.045305e-04,6.1
FRB20201124A_2021MayApr_1026,FRB20201124A,1062.988,5.743795e-03,2.059935e-04,9.1
FRB20201124A_2021MayApr_1026,FRB20201124A,1104.979,5.272421e-03,4.966497e-05,25.7
FRB20201124A_2021MayApr_1026,FRB20201124A,1146.972,5.227538e-03,3.089728e-05,38.2
FRB20201124A_2021MayApr_1026,FRB20201124A,1188.968,5.094240e-03,3.033446e-05,34.0
FRB20201124A_2021MayApr_1026,FRB20201124A,1230.955,5.153680e-03,4.678496e-05,20.0
FRB20201124A_2021MayApr_1026,FRB20201124A,1272.943,4.929988e-03,1.324185e-04,7.8
FRB20201124A_2021MayApr_0004,FRB20201124A,1020.997,1.409299e-02,5.489793e-05,27.8
FRB20201124A_2021MayApr_0004,FRB20201124A,1062.988,1.400447e-02,2.324011e-05,67.7
FRB20201124A_2021MayApr_0004,FRB20201124A,1104.98,1.370196e-02,2.126555e-05,80.9
FRB20201124A_2021MayApr_0004,FRB20201124A,1146.974,1.352928e-02,1.985985e-05,111.4
FRB20201124A_2021MayApr_0004,FRB20201124A,1188.963,1.336101e-02,3.237167e-05,82.0
FRB20201124A_2021MayApr_0004,FRB20201124A,1230.968,1.214322e-02,1.932172e-05,122.1
FRB20201124A_2021MayApr_0004,FRB20201124A,1272.954,1.189869e-02,2.482133e-05,67.3
FRB20201124A_2021MayApr_0004,FRB20201124A,1314.95,1.190037e-02,7.169600e-06,246.8
FRB20201124A_2021MayApr_0004,FRB20201124A,1356.448,1.172357e-02,1.087679e-05,176.2
FRB20201124A_2021MayApr_0004,FRB20201124A,1397.46,1.155630e-02,2.089217e-05,89.4
FRB20201124A_2021MayApr_0004,FRB20201124A,1438.477,1.120619e-02,3.037517e-05,59.9
FRB20201124A_2021MayApr_0004,FRB20201124A,1479.49,1.091114e-02,8.350350e-05,19.4
FRB20201124A_2021MayApr_0519,FRB20201124A,1020.996,1.227434e-02,1.097082e-04,20.6
FRB20201124A_2021MayApr_0519,FRB20201124A,1062.988,1.239607e-02,2.873650e-05,42.8
FRB20201124A_2021MayApr_0519,FRB20201124A,1104.981,1.248451e-02,2.539296e-05,50.3
FRB20201124A_2021MayApr_0519,FRB20201124A,1146.972,1.261005e-02,2.461053e-05,51.9
FRB20201124A_2021MayApr_0519,FRB20201124A,1188.949,1.205338e-02,1.307631e-04,8.6
FRB20201124A_2021MayApr_0519,FRB20201124A,1230.957,1.268375e-02,1.637355e-04,6.0
FRB20201124A_2021MayApr_0859,FRB20201124A,1314.942,1.244174e-02,6.387129e-05,10.8
FRB20201124A_2021MayApr_0859,FRB20201124A,1356.445,1.245409e-02,3.127127e-05,23.6
FRB20201124A_2021MayApr_0859,FRB20201124A,1397.46,1.248873e-02,1.132943e-05,56.4
FRB20201124A_2021MayApr_0859,FRB20201124A,1438.477,1.244430e-02,1.083051e-05,59.0
FRB20201124A_2021MayApr_0859,FRB20201124A,1479.48,1.249379e-02,1.453395e-05,40.6
